BADGE,CURRENT_TRANSFORMER_OLD,RECOMMENDED_TRANSFORMER_OLD,CLUSTER_OLD,CURRENT_TRANSFORMER_NEW,RECOMMENDED_TRANSFORMER_NEW,CLUSTER_NEW,STATUS
1001628,11442.0,11540.0,612.0,,,,no_longer_flagged
1001635,19801.0,19799.0,425.0,19801.0,19799.0,456.0,unchanged
1001659,19798.0,264.0,444.0,19798.0,264.0,479.0,unchanged
1001664,,,,699.0,697.0,679.0,newly_flagged
1001666,365405.0,365403.0,628.0,,,,no_longer_flagged
1001666,,365403.0,628.0,,,,no_longer_flagged
1001688,327.0,322.0,582.0,327.0,322.0,627.0,unchanged
1001692,341.0,323.0,622.0,,,,no_longer_flagged
1001727,19785.0,221.0,405.0,,,,no_longer_flagged
1001748,227.0,212.0,673.0,227.0,212.0,730.0,unchanged
1001764,7721.0,274.0,680.0,7721.0,274.0,738.0,unchanged
1001777,19776.0,212.0,578.0,,,,no_longer_flagged
1001779,19776.0,212.0,578.0,,,,no_longer_flagged
1001780,230.0,255.0,488.0,,,,no_longer_flagged
1001786,19782.0,227.0,666.0,19782.0,227.0,722.0,unchanged
1001789,19831.0,405.0,687.0,,,,no_longer_flagged
1001794,157.0,185.0,584.0,157.0,185.0,629.0,unchanged
1001808,87331.0,727.0,695.0,87331.0,727.0,754.0,unchanged
1001815,428.0,362.0,700.0,428.0,362.0,759.0,unchanged
1001824,309.0,305.0,707.0,309.0,305.0,767.0,unchanged
1001829,158717.0,158719.0,711.0,158717.0,158719.0,771.0,unchanged
1001881,84773.0,385.0,597.0,84773.0,385.0,645.0,unchanged
1001888,274.0,268.0,679.0,274.0,268.0,737.0,unchanged
1001891,268.0,238.0,744.0,268.0,238.0,809.0,unchanged
1001900,375329.0,375327.0,312.0,375329.0,375330.0,813.0,recommendation_changed
1001902,,,,375329.0,375330.0,813.0,newly_flagged
1001903,375329.0,375327.0,312.0,375329.0,375330.0,813.0,recommendation_changed
1001907,15927.0,15898.0,750.0,,,,no_longer_flagged
1001913,15663.0,15683.0,754.0,,,,no_longer_flagged
1001915,15889.0,15898.0,750.0,,,,no_longer_flagged
1001918,,,,552.0,30685.0,565.0,newly_flagged
