BADGE,CURRENT_TRANSFORMER,RECOMMENDED_TRANSFORMER,CLUSTER
1106030,4311.0,4269.0,3592
1106033,4311.0,4269.0,3592
1010815,4237.0,4269.0,3592
1110183,4311.0,4269.0,3592
1104805,4237.0,4269.0,3592
1068424,4237.0,4269.0,3592
1105328,4237.0,4269.0,3592
1105329,4237.0,4269.0,3592
1166896,4311.0,4269.0,3592
1105990,4311.0,4269.0,3592
1105992,4311.0,4269.0,3592
1035302,286723.0,286724.0,3620
1038509,354828.0,354843.0,3622
1028002,6734.0,22373.0,3628
1035968,6734.0,22373.0,3628
1035279,286726.0,344637.0,3637
1047397,184648.0,170236.0,3642
1034631,278398.0,274876.0,3643
1034633,278398.0,274876.0,3643
1034634,278398.0,274876.0,3643
1032475,278398.0,274876.0,3643
1027963,278398.0,274876.0,3643
1034611,278398.0,274876.0,3643
1034613,278398.0,274876.0,3643
1024416,258564.0,258563.0,3645
1027467,24072.0,24044.0,3681
1022901,11012.0,11017.0,3684
1023258,145275.0,235200.0,3698
1013503,9047.0,23438.0,3701
1135550,9047.0,23438.0,3701
1011287,349565.0,343179.0,3735
1037761,278079.0,375645.0,3736
1015142,384479.0,384477.0,3737
1015111,384479.0,384477.0,3737
1015145,384479.0,384477.0,3737
1013293,384479.0,384477.0,3737
1020036,69409.0,384477.0,3737
1011290,69409.0,384477.0,3737
1015122,384479.0,384477.0,3737
1013307,384479.0,384477.0,3737
1073398,201916.0,384477.0,3737
1013313,384479.0,384477.0,3737
1011308,23785.0,9533.0,3748
1198913,9544.0,9533.0,3748
1198912,9544.0,9533.0,3748
1198915,23785.0,9533.0,3748
1199470,9544.0,9533.0,3748
1199473,9544.0,9533.0,3748
1020546,9204.0,9212.0,3772
1048274,96285.0,96286.0,3792
1048275,96285.0,96286.0,3792
1048276,96285.0,96286.0,3792
1048278,96285.0,96286.0,3792
1065093,96285.0,96286.0,3792
1043103,139524.0,139526.0,3795
1043105,139524.0,139526.0,3795
1043106,139524.0,139526.0,3795
1119765,139524.0,139526.0,3795
1043108,139524.0,139526.0,3795
1072161,139524.0,139526.0,3795
1011407,10930.0,24459.0,3804
1018943,7205.0,7202.0,3806
1054104,88287.0,88286.0,3852
1130659,349899.0,344587.0,3857
1057375,344286.0,344287.0,3875
1014337,390206.0,390207.0,3890
1013266,390206.0,390207.0,3890
1096114,390206.0,390207.0,3890
1014351,390206.0,390207.0,3890
1015132,390206.0,390207.0,3890
1096030,390206.0,390207.0,3890
1097438,391437.0,391439.0,3893
