BADGE,CURRENT_TRANSFORMER,RECOMMENDED_TRANSFORMER,CLUSTER,CLUSTER_SIZE,MAPPED_PEERS,CURRENT_VOTES,MAJORITY_VOTES,MAJORITY_SHARE,CONFIDENCE_GAP,PEER_STABILITY,PEERS_CONSIDERED,TIMES_RECOMMENDED,BADGE_N_RUNS,RECOMMENDATION_STABILITY
1029649,370383,370384,6193,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1029681,370384,370382,6205,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1095085,420288,420286,6785,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1038122,148481,148482,7667,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1034753,292159,292158,9182,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1039174,226242,130540,10134,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1064940,22551,6965,10466,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1056506,375989,375990,12921,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1089484,349715,349714,18320,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1112354,25725,25732,25548,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1125045,13473,13455,27901,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1176845,20763,20774,28428,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1157251,359665,359664,30188,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1207997,930,928,31709,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1159319,102363,102058,34686,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1216206,26575,26568,43956,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1265876,23051,23031,46187,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1302567,6811,22462,52905,11,11,1,10,0.9091,0.8182,1.0,10,3,3,1.0
1005541,280,294,513,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1004143,13223,13202,1413,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1005016,9915,9967,1643,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1025480,33260,33259,1744,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1010846,11453,11362,3197,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1011664,16197,16233,3558,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1011822,377665,377666,3619,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1048290,74203,65251,4063,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1014182,384035,384036,4192,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1096135,375313,375310,5028,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1022685,370382,370381,6198,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1030714,271036,271037,7417,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1056582,376047,376048,7657,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1034721,292162,292159,9177,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1035517,55648,55647,9344,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1036995,271038,265621,9671,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1060487,370188,370187,12275,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1079334,16151,16123,14027,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1060759,383565,383564,14227,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1061804,343533,343532,14484,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1080758,35164,95971,18706,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1269226,396,52763,19436,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1114171,14569,14535,24559,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1207205,1846,1815,27345,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1304023,22626,7050,30476,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1179149,20262,1769,30623,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1145057,14487,14481,31563,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1276470,93728,93727,31891,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1189188,4310,4297,36337,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1201098,12002,24865,40765,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1216562,11157,82208,44056,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1275629,23470,9007,44113,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1277241,22552,93723,49424,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1307893,20503,20484,49855,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1300735,22426,6716,52587,10,10,1,9,0.9,0.8,1.0,9,3,3,1.0
1000738,,375316,135,6,5,0,4,0.8,0.8,1.0,5,3,3,1.0
1257360,,111662,32250,7,5,0,4,0.8,0.8,1.0,6,3,3,1.0
1257421,,111662,32250,7,5,0,4,0.8,0.8,1.0,6,3,3,1.0
1001688,327,322,556,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1025106,10616,10636,1198,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1133034,46684,8437,1344,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1004226,12680,12713,1394,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1004441,9224,23592,1544,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1025076,10149,10140,1765,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1005587,11328,11397,1915,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1132829,391420,391422,2279,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1010560,88606,88607,3020,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1059258,375499,375314,3632,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1039475,378395,378400,4218,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1058778,375981,375980,4643,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1018997,22934,22944,5231,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1132984,8836,8852,5524,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1021591,6587,6600,5890,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1024392,10994,11012,6247,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1023211,8818,23313,6329,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1024053,23997,23979,6546,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1032209,287998,287997,7310,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1132978,7670,7641,7371,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1037296,22551,6894,7422,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1030156,6227,6181,7482,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1028989,261755,261450,7730,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1030314,170237,170238,8077,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1037994,6431,6381,8518,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1032340,343565,343567,8631,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1034515,7779,7777,9126,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1038770,9650,9678,10041,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1039816,23622,23608,10171,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1039608,375060,375061,10254,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1054945,146880,146882,10531,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1044203,343808,343807,11244,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1056716,343316,343315,11259,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1045563,8972,8941,11474,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1047114,344339,344340,11748,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1047383,292161,292162,11793,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1053440,345244,345245,11910,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1121115,295677,179523,12214,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1201933,11955,11957,12256,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1072904,235844,235847,12519,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1056106,178557,185916,12849,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1057063,175356,172500,13029,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1068607,5877,5873,13342,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1063164,343680,375307,14214,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1060743,267521,267520,14220,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1061603,344131,344130,14429,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1069930,19143,19107,15973,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1079095,5431,5428,16122,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1282485,27349,19389,16312,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1071231,27374,27382,16362,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1267665,10188,10180,17320,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1077739,19283,19275,17916,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1076760,145602,130227,17926,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1077597,19304,19305,17990,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1077938,145609,145917,18193,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1121134,18314,18342,18400,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1089109,14423,14385,20132,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
1103138,26456,26464,21117,9,9,1,8,0.8889,0.7778,1.0,8,3,3,1.0
