BADGE,CURRENT_TRANSFORMER_OLD,RECOMMENDED_TRANSFORMER_OLD,CLUSTER_OLD,CURRENT_TRANSFORMER_NEW,RECOMMENDED_TRANSFORMER_NEW,CLUSTER_NEW,STATUS
1000851,19688.0,19678.0,198.0,19688.0,19678.0,208.0,unchanged
1000857,19838.0,426.0,158.0,,,,no_longer_flagged
1000858,19838.0,426.0,158.0,,,,no_longer_flagged
1000864,19688.0,19678.0,198.0,19688.0,19678.0,208.0,unchanged
1000866,19681.0,19678.0,198.0,19681.0,19678.0,208.0,unchanged
1000867,19681.0,19678.0,198.0,19681.0,19678.0,208.0,unchanged
1000884,,,,19688.0,19704.0,225.0,newly_flagged
1000885,,,,19688.0,19704.0,225.0,newly_flagged
1000887,,,,19688.0,19704.0,225.0,newly_flagged
1000892,5474.0,5472.0,218.0,5474.0,5472.0,229.0,unchanged
1000893,83807.0,5465.0,205.0,83807.0,5465.0,216.0,unchanged
1000894,552.0,30685.0,219.0,,,,no_longer_flagged
1000956,350204.0,350228.0,251.0,,,,no_longer_flagged
1000957,350204.0,350228.0,251.0,,,,no_longer_flagged
1000958,350204.0,350228.0,251.0,,,,no_longer_flagged
1000965,350234.0,350228.0,251.0,,,,no_longer_flagged
1000967,350234.0,350228.0,251.0,,,,no_longer_flagged
1000970,10502.0,24265.0,255.0,10502.0,24265.0,273.0,unchanged
1000972,,,,,725.0,275.0,newly_flagged
1000990,19706.0,19708.0,265.0,19706.0,19708.0,284.0,unchanged
1000993,94692.0,296.0,267.0,94692.0,296.0,286.0,unchanged
1000995,296.0,285.0,25.0,296.0,285.0,25.0,unchanged
1000997,443.0,19846.0,28.0,443.0,446.0,28.0,recommendation_changed
1001016,440.0,19846.0,28.0,440.0,446.0,28.0,recommendation_changed
1001018,454.0,441.0,280.0,454.0,441.0,300.0,unchanged
1001049,219.0,218.0,290.0,219.0,218.0,310.0,unchanged
1001052,242.0,219.0,289.0,242.0,219.0,309.0,unchanged
1001054,19802.0,219.0,289.0,19802.0,219.0,309.0,unchanged
1001074,374.0,360.0,302.0,374.0,360.0,324.0,unchanged
1001075,374.0,355.0,304.0,,,,no_longer_flagged
1001096,400.0,388.0,316.0,400.0,388.0,338.0,unchanged
1001153,74844.0,19767.0,351.0,74844.0,19767.0,373.0,unchanged
1001187,205.0,238.0,368.0,205.0,238.0,391.0,unchanged
1001191,376203.0,377979.0,371.0,376203.0,63005.0,394.0,recommendation_changed
1001194,,,,221.0,19785.0,396.0,newly_flagged
1001206,19831.0,405.0,374.0,19831.0,405.0,399.0,unchanged
1001212,19775.0,281919.0,370.0,19775.0,281919.0,393.0,unchanged
1001232,446.0,19848.0,381.0,446.0,19848.0,408.0,unchanged
1001245,268161.0,294.0,181.0,268161.0,294.0,188.0,unchanged
1001247,,,,268161.0,294.0,188.0,newly_flagged
1001251,19799.0,282.0,391.0,19799.0,282.0,417.0,unchanged
1001252,19804.0,290.0,392.0,19804.0,290.0,418.0,unchanged
1001256,268161.0,294.0,181.0,268161.0,294.0,188.0,unchanged
1001258,268161.0,294.0,181.0,268161.0,294.0,188.0,unchanged
1001259,320.0,294.0,181.0,320.0,294.0,188.0,unchanged
1001266,19821.0,19820.0,394.0,19821.0,19820.0,421.0,unchanged
1001280,40284.0,282.0,391.0,40284.0,282.0,417.0,unchanged
1001281,40284.0,282.0,391.0,40284.0,282.0,417.0,unchanged
1001282,279.0,19794.0,400.0,279.0,19794.0,427.0,unchanged
1001289,19799.0,282.0,391.0,,,,no_longer_flagged
1001292,286.0,282.0,407.0,286.0,282.0,436.0,unchanged
1001293,279.0,282.0,391.0,279.0,282.0,417.0,unchanged
1001303,495.0,484.0,341.0,495.0,484.0,363.0,unchanged
1001307,505.0,484.0,341.0,505.0,484.0,363.0,unchanged
1001363,356.0,367.0,142.0,,,,no_longer_flagged
1001369,356.0,367.0,142.0,,,,no_longer_flagged
1001371,356.0,367.0,142.0,,,,no_longer_flagged
1001373,244.0,232.0,442.0,244.0,232.0,475.0,unchanged
1001379,268161.0,298.0,353.0,268161.0,298.0,375.0,unchanged
1001382,255.0,232.0,442.0,255.0,232.0,475.0,unchanged
1001384,356.0,367.0,142.0,,,,no_longer_flagged
1001386,356.0,367.0,142.0,,,,no_longer_flagged
1001389,438.0,19846.0,28.0,438.0,446.0,28.0,recommendation_changed
1001390,446.0,19846.0,28.0,,,,no_longer_flagged
1001400,430.0,446.0,452.0,430.0,446.0,487.0,unchanged
1001401,302.0,323.0,385.0,302.0,323.0,412.0,unchanged
1001403,440.0,441.0,280.0,440.0,441.0,300.0,unchanged
1001404,438.0,430.0,453.0,,,,no_longer_flagged
1001405,438.0,446.0,452.0,438.0,446.0,487.0,unchanged
1001407,19843.0,438.0,455.0,19843.0,438.0,490.0,unchanged
1001409,232.0,244.0,443.0,232.0,244.0,476.0,unchanged
1001412,433.0,441.0,280.0,433.0,441.0,300.0,unchanged
1001415,433.0,19846.0,28.0,433.0,446.0,28.0,recommendation_changed
1001422,446.0,19846.0,28.0,,,,no_longer_flagged
1001427,392.0,381.0,273.0,392.0,238717.0,500.0,recommendation_changed
1001439,30689.0,30685.0,219.0,30689.0,30685.0,512.0,unchanged
1001462,19819.0,19823.0,395.0,19819.0,19823.0,422.0,unchanged
1001524,19825.0,375.0,509.0,19825.0,375.0,551.0,unchanged
1001532,766.0,732.0,513.0,766.0,732.0,555.0,unchanged
1001536,296.0,285.0,25.0,296.0,285.0,25.0,unchanged
1001538,296.0,285.0,25.0,296.0,285.0,25.0,unchanged
1001541,315.0,304.0,507.0,,,,no_longer_flagged
1001551,296.0,285.0,25.0,296.0,285.0,25.0,unchanged
1001556,94692.0,285.0,25.0,94692.0,285.0,25.0,unchanged
1001562,,,,221.0,19785.0,396.0,newly_flagged
1001572,,,,221.0,19785.0,396.0,newly_flagged
1001576,399.0,381.0,273.0,,,,no_longer_flagged
1001578,9403.0,19852.0,530.0,9403.0,19852.0,575.0,unchanged
1001580,399.0,381.0,273.0,,,,no_longer_flagged
1001582,399.0,390.0,532.0,399.0,390.0,578.0,unchanged
1001583,399.0,381.0,273.0,,,,no_longer_flagged
1001591,19785.0,221.0,372.0,,,,no_longer_flagged
1001592,,,,221.0,19785.0,396.0,newly_flagged
1001623,19825.0,375.0,509.0,19825.0,375.0,551.0,unchanged
1001632,19799.0,282.0,391.0,19799.0,282.0,417.0,unchanged
1001635,19801.0,282.0,391.0,19801.0,282.0,417.0,unchanged
1001659,19798.0,264.0,405.0,19798.0,264.0,434.0,unchanged
1001664,699.0,697.0,558.0,699.0,697.0,610.0,unchanged
1001666,365405.0,365403.0,560.0,365405.0,365403.0,612.0,unchanged
1001688,327.0,322.0,525.0,327.0,322.0,568.0,unchanged
1001692,341.0,323.0,555.0,341.0,323.0,607.0,unchanged
1001727,19785.0,221.0,372.0,,,,no_longer_flagged
1001748,227.0,212.0,598.0,227.0,212.0,657.0,unchanged
1001764,7721.0,274.0,606.0,7721.0,274.0,665.0,unchanged
1001770,7771.0,285.0,25.0,,,,no_longer_flagged
1001780,230.0,255.0,444.0,230.0,255.0,477.0,unchanged
1001786,19782.0,227.0,592.0,19782.0,227.0,650.0,unchanged
1001789,19831.0,405.0,612.0,19831.0,405.0,672.0,unchanged
1001794,157.0,185.0,527.0,157.0,185.0,570.0,unchanged
1001797,209597.0,209599.0,615.0,209597.0,209598.0,675.0,recommendation_changed
1001808,87331.0,727.0,619.0,87331.0,727.0,679.0,unchanged
1001815,428.0,362.0,624.0,428.0,362.0,684.0,unchanged
1001824,309.0,299.0,490.0,309.0,299.0,531.0,unchanged
1001827,316.0,299.0,490.0,,,,no_longer_flagged
1001829,158717.0,158719.0,632.0,158717.0,158731.0,693.0,recommendation_changed
1001831,158720.0,158719.0,632.0,,,,no_longer_flagged
1001847,316.0,299.0,490.0,,,,no_longer_flagged
1001866,84773.0,378.0,626.0,,,,no_longer_flagged
1001868,238717.0,381.0,273.0,,,,no_longer_flagged
1001881,84773.0,385.0,537.0,84773.0,385.0,584.0,unchanged
1001888,274.0,268.0,605.0,274.0,268.0,664.0,unchanged
1001891,268.0,238.0,659.0,268.0,238.0,723.0,unchanged
1001900,375329.0,375330.0,661.0,,,,no_longer_flagged
1001902,375329.0,375330.0,661.0,,,,no_longer_flagged
1001903,375329.0,375330.0,661.0,,,,no_longer_flagged
1001918,552.0,30685.0,219.0,552.0,30685.0,512.0,unchanged
1001919,,,,426.0,19838.0,209.0,newly_flagged
1001928,446.0,438.0,445.0,446.0,438.0,479.0,unchanged
1001938,157.0,205.0,367.0,157.0,205.0,390.0,unchanged
1001945,294.0,280.0,636.0,294.0,280.0,697.0,unchanged
1001971,19709.0,19706.0,700.0,19709.0,19704.0,225.0,recommendation_changed
1001984,133420.0,19712.0,707.0,,,,no_longer_flagged
1001987,449260.0,85736.0,200.0,449260.0,85736.0,211.0,unchanged
1001991,19820.0,367.0,142.0,19820.0,356.0,472.0,recommendation_changed
1001994,327.0,342.0,523.0,327.0,342.0,566.0,unchanged
1001998,320.0,323.0,385.0,320.0,323.0,412.0,unchanged
1002022,24671.0,11445.0,724.0,,,,no_longer_flagged
1002058,209598.0,209599.0,615.0,,,,no_longer_flagged
1002068,,,,402.0,399.0,122.0,newly_flagged
1002070,402.0,381.0,273.0,402.0,399.0,573.0,recommendation_changed
1002078,489.0,490.0,465.0,489.0,490.0,815.0,unchanged
1002079,489.0,264637.0,745.0,,,,no_longer_flagged
1002084,30684.0,30685.0,219.0,,,,no_longer_flagged
1002092,9403.0,454.0,750.0,9403.0,454.0,823.0,unchanged
1002096,564.0,30685.0,219.0,564.0,30685.0,512.0,unchanged
1002098,209600.0,209599.0,615.0,209600.0,209599.0,810.0,unchanged
1002102,238717.0,381.0,273.0,,,,no_longer_flagged
1002113,30686.0,30685.0,219.0,30686.0,30685.0,512.0,unchanged
1002114,30684.0,30685.0,219.0,,,,no_longer_flagged
1002115,30687.0,30685.0,219.0,30687.0,30685.0,512.0,unchanged
1002121,30688.0,30685.0,219.0,30688.0,30685.0,512.0,unchanged
1002122,30688.0,30685.0,219.0,30688.0,30685.0,512.0,unchanged
1002130,30691.0,30685.0,219.0,,,,no_longer_flagged
1002137,209600.0,209599.0,615.0,209600.0,209599.0,810.0,unchanged
1002154,19861.0,484.0,341.0,19861.0,484.0,363.0,unchanged
1002164,432.0,427.0,785.0,432.0,427.0,864.0,unchanged
1002168,30695.0,30685.0,219.0,30695.0,30685.0,512.0,unchanged
1002169,30690.0,30685.0,219.0,,,,no_longer_flagged
1002170,30693.0,30685.0,219.0,30693.0,30685.0,512.0,unchanged
1002171,30695.0,30685.0,219.0,30695.0,30685.0,512.0,unchanged
1002191,564.0,30685.0,219.0,564.0,30685.0,512.0,unchanged
1002198,255.0,232.0,442.0,255.0,232.0,475.0,unchanged
1002261,564.0,30685.0,219.0,564.0,30685.0,512.0,unchanged
1002278,368.0,360.0,302.0,368.0,360.0,324.0,unchanged
1002282,53724.0,10912.0,840.0,53724.0,10912.0,924.0,unchanged
1002297,359724.0,375325.0,852.0,,,,no_longer_flagged
1002304,648.0,641.0,842.0,648.0,641.0,926.0,unchanged
1002332,658.0,645.0,350.0,,,,no_longer_flagged
1002341,359724.0,375325.0,852.0,,,,no_longer_flagged
1002371,305.0,299.0,490.0,305.0,299.0,531.0,unchanged
1002377,350231.0,350235.0,902.0,,,,no_longer_flagged
1002378,350231.0,350235.0,902.0,,,,no_longer_flagged
1002389,375329.0,375330.0,661.0,,,,no_longer_flagged
1002407,13150.0,13149.0,823.0,,,,no_longer_flagged
1002451,343741.0,343740.0,939.0,343741.0,343740.0,1026.0,unchanged
1002454,31004.0,30685.0,219.0,31004.0,30685.0,512.0,unchanged
1002455,30697.0,30685.0,219.0,30697.0,30685.0,512.0,unchanged
1002494,24671.0,11445.0,724.0,,,,no_longer_flagged
1002507,24383.0,10783.0,961.0,24383.0,10783.0,1052.0,unchanged
1002522,56923.0,24178.0,966.0,56923.0,24178.0,1057.0,unchanged
1002533,11542.0,11499.0,969.0,11542.0,11499.0,1061.0,unchanged
1002534,11542.0,11499.0,969.0,11542.0,11499.0,1061.0,unchanged
1002536,111980.0,111985.0,970.0,111980.0,111985.0,1062.0,unchanged
1002538,111980.0,111985.0,970.0,111980.0,111985.0,1062.0,unchanged
1002539,111980.0,111985.0,970.0,111980.0,111985.0,1062.0,unchanged
1002578,19834.0,418.0,451.0,19834.0,418.0,486.0,unchanged
1002584,375329.0,375330.0,661.0,,,,no_longer_flagged
1002598,497035.0,535853.0,999.0,497035.0,535853.0,1092.0,unchanged
1002612,24265.0,10453.0,983.0,24265.0,10453.0,1074.0,unchanged
1002642,3102.0,3101.0,1021.0,3102.0,3101.0,1115.0,unchanged
1002644,24950.0,12336.0,1023.0,24950.0,24922.0,1117.0,recommendation_changed
1002666,19835.0,418.0,349.0,19835.0,418.0,371.0,unchanged
1002677,20780.0,20760.0,1047.0,20780.0,20760.0,1141.0,unchanged
1002678,17682.0,17646.0,1048.0,17682.0,17646.0,1142.0,unchanged
1002683,25593.0,25601.0,1052.0,25593.0,25590.0,1146.0,recommendation_changed
1002932,10486.0,10430.0,1117.0,10486.0,10430.0,1210.0,unchanged
1002933,56312.0,32607.0,1118.0,56312.0,32607.0,1211.0,unchanged
1003542,11956.0,11954.0,1128.0,11956.0,11954.0,1221.0,unchanged
1003577,19694.0,19698.0,1148.0,19694.0,19698.0,1243.0,unchanged
1003579,,,,19712.0,133420.0,775.0,newly_flagged
1003583,19694.0,19704.0,1150.0,19694.0,19704.0,225.0,unchanged
1003603,19687.0,19691.0,173.0,19687.0,19691.0,179.0,unchanged
1003609,19710.0,19711.0,1164.0,19710.0,19711.0,1259.0,unchanged
1003612,19695.0,19685.0,1156.0,19695.0,19685.0,1251.0,unchanged
1003615,19685.0,19682.0,1166.0,19685.0,19682.0,1261.0,unchanged
1003622,11542.0,11499.0,969.0,11542.0,11499.0,1061.0,unchanged
1003629,133420.0,19712.0,707.0,,,,no_longer_flagged
1003639,19696.0,19690.0,152.0,19696.0,19690.0,158.0,unchanged
1003642,5507.0,5509.0,160.0,5507.0,5509.0,166.0,unchanged
1003644,19702.0,19707.0,698.0,19702.0,19707.0,763.0,unchanged
1003645,19702.0,19707.0,698.0,19702.0,19707.0,763.0,unchanged
1003659,302.0,298.0,187.0,302.0,298.0,194.0,unchanged
1003661,19709.0,19706.0,700.0,19709.0,19704.0,225.0,recommendation_changed
1003663,19694.0,19704.0,1150.0,19694.0,19704.0,225.0,unchanged
1003686,5474.0,5472.0,218.0,5474.0,5472.0,229.0,unchanged
1003687,5470.0,5461.0,1191.0,,,,no_longer_flagged
1003688,19685.0,19695.0,1154.0,19685.0,19695.0,1249.0,unchanged
1003697,455.0,19855.0,658.0,455.0,19855.0,722.0,unchanged
1003698,391273.0,391282.0,1195.0,391273.0,391282.0,1291.0,unchanged
1003700,19709.0,19706.0,700.0,19709.0,19704.0,225.0,recommendation_changed
1003702,,,,19709.0,19704.0,225.0,newly_flagged
1003703,21911.0,21917.0,1198.0,21911.0,21917.0,1293.0,unchanged
1003704,,,,19705.0,19703.0,1280.0,newly_flagged
1003705,19681.0,19683.0,165.0,19681.0,19683.0,171.0,unchanged
1003706,19705.0,19704.0,1150.0,19705.0,19704.0,225.0,unchanged
1003707,19705.0,19703.0,1185.0,19705.0,19703.0,1280.0,unchanged
1003708,19709.0,19706.0,700.0,19709.0,19704.0,225.0,recommendation_changed
1003710,19711.0,27471.0,1200.0,19711.0,27471.0,1294.0,unchanged
1003724,19678.0,19680.0,1201.0,19678.0,19680.0,1295.0,unchanged
1003727,19678.0,19680.0,1201.0,,,,no_longer_flagged
1003736,,,,58530.0,58528.0,1298.0,newly_flagged
1003741,350229.0,350228.0,251.0,,,,no_longer_flagged
1003743,350229.0,350228.0,251.0,,,,no_longer_flagged
1003744,,,,19688.0,19704.0,225.0,newly_flagged
1003745,298.0,302.0,182.0,298.0,302.0,189.0,unchanged
1003747,19693.0,19688.0,214.0,19693.0,19704.0,225.0,recommendation_changed
1003753,19708.0,19706.0,700.0,19708.0,19706.0,1285.0,unchanged
1003770,5496.0,5494.0,159.0,,,,no_longer_flagged
1003779,19704.0,19703.0,1185.0,19704.0,19703.0,1280.0,unchanged
1003781,5479.0,83808.0,1214.0,5479.0,83808.0,1313.0,unchanged
1003783,5469.0,5465.0,205.0,5469.0,5468.0,1316.0,recommendation_changed
1003786,21920.0,21917.0,1198.0,21920.0,21917.0,1293.0,unchanged
1003787,21922.0,21917.0,1198.0,21922.0,21917.0,1293.0,unchanged
1003788,21920.0,21917.0,1198.0,21920.0,21917.0,1293.0,unchanged
1003791,5481.0,83808.0,1214.0,5481.0,83808.0,1313.0,unchanged
1003795,19679.0,19684.0,1213.0,19679.0,19684.0,1311.0,unchanged
1003804,19691.0,19694.0,174.0,19691.0,19694.0,180.0,unchanged
1003813,19687.0,19691.0,173.0,19687.0,19691.0,179.0,unchanged
1003820,19681.0,19682.0,1166.0,19681.0,19682.0,1261.0,unchanged
1003821,19706.0,19708.0,265.0,19706.0,19708.0,284.0,unchanged
1003823,19686.0,19689.0,1183.0,19686.0,19689.0,1278.0,unchanged
1003924,22739.0,7431.0,499.0,22739.0,7431.0,541.0,unchanged
1004002,13193.0,13229.0,1288.0,13193.0,13229.0,1385.0,unchanged
1004024,,,,13318.0,13287.0,1395.0,newly_flagged
1004035,13067.0,13129.0,1273.0,,,,no_longer_flagged
1004067,12481.0,12506.0,1314.0,12481.0,12506.0,1413.0,unchanged
1004107,64942.0,71963.0,1336.0,,,,no_longer_flagged
1004127,64942.0,71963.0,1343.0,64942.0,71963.0,1445.0,unchanged
1004143,13223.0,13202.0,1337.0,13223.0,13202.0,1436.0,unchanged
1004226,12680.0,12713.0,1318.0,12680.0,12713.0,1418.0,unchanged
1004245,13370.0,13341.0,1294.0,13370.0,13341.0,1391.0,unchanged
1004247,376769.0,376773.0,1305.0,,,,no_longer_flagged
1004249,376769.0,376773.0,1305.0,,,,no_longer_flagged
1004281,22789.0,7486.0,1408.0,22789.0,7486.0,1507.0,unchanged
1004334,23041.0,23077.0,1433.0,23041.0,23077.0,1532.0,unchanged
1004344,13150.0,13149.0,823.0,,,,no_longer_flagged
1004359,13274.0,13311.0,1279.0,13274.0,13311.0,1376.0,unchanged
1004420,133432.0,133434.0,1465.0,133432.0,133434.0,1565.0,unchanged
1004432,8669.0,8668.0,1466.0,8669.0,8668.0,1566.0,unchanged
1004441,9224.0,23592.0,1475.0,9224.0,23592.0,1573.0,unchanged
1004455,8540.0,23201.0,1464.0,8540.0,23201.0,1564.0,unchanged
1004456,8540.0,23201.0,1464.0,8540.0,23201.0,1564.0,unchanged
1004495,8540.0,23201.0,1464.0,8540.0,23201.0,1564.0,unchanged
1004528,,,,133427.0,133428.0,1599.0,newly_flagged
1004529,133428.0,133427.0,1503.0,,,,no_longer_flagged
1004554,133427.0,133428.0,1502.0,133427.0,133428.0,1599.0,unchanged
1004555,133427.0,133428.0,1502.0,133427.0,133428.0,1599.0,unchanged
1004556,133427.0,133428.0,1502.0,,,,no_longer_flagged
1004581,23048.0,23066.0,1506.0,23048.0,23066.0,1602.0,unchanged
1004836,9983.0,23915.0,1624.0,9983.0,23915.0,1712.0,unchanged
1004925,4746.0,4721.0,1653.0,4746.0,4721.0,1742.0,unchanged
1004946,71011.0,123833.0,1580.0,71011.0,123833.0,1669.0,unchanged
1004947,71011.0,123833.0,1580.0,71011.0,123833.0,1669.0,unchanged
1004949,71011.0,123833.0,1580.0,71011.0,123833.0,1669.0,unchanged
1005004,2795.0,105910.0,1678.0,2795.0,105910.0,1762.0,unchanged
1005016,9915.0,9967.0,1583.0,9915.0,9967.0,1672.0,unchanged
1005076,11956.0,24827.0,1114.0,11956.0,24827.0,1207.0,unchanged
1005143,6657.0,6656.0,1718.0,6657.0,6656.0,1806.0,unchanged
1005209,116465.0,116463.0,1741.0,116465.0,116463.0,1830.0,unchanged
1005219,,,,109106.0,109104.0,1715.0,newly_flagged
1005276,350234.0,350228.0,251.0,,,,no_longer_flagged
1005401,148183.0,143045.0,1798.0,148183.0,143045.0,1882.0,unchanged
1005412,24363.0,24388.0,1757.0,24363.0,24388.0,1840.0,unchanged
1005463,19843.0,438.0,447.0,19843.0,438.0,482.0,unchanged
1005467,5484.0,83808.0,1214.0,5484.0,83808.0,1313.0,unchanged
1005469,5491.0,83808.0,1214.0,5491.0,83808.0,1313.0,unchanged
1005474,341.0,320.0,388.0,341.0,320.0,415.0,unchanged
1005477,301.0,298.0,353.0,301.0,298.0,375.0,unchanged
1005479,5468.0,5465.0,205.0,,,,no_longer_flagged
1005480,5464.0,5465.0,205.0,5464.0,5468.0,1316.0,recommendation_changed
1005481,5468.0,5465.0,205.0,,,,no_longer_flagged
1005483,21908.0,21901.0,85.0,,,,no_longer_flagged
1005486,58205.0,21917.0,1198.0,58205.0,21917.0,1293.0,unchanged
1005488,5595.0,21917.0,1198.0,5595.0,21917.0,1293.0,unchanged
1005489,5595.0,21917.0,1198.0,5595.0,21917.0,1293.0,unchanged
1005499,21915.0,21917.0,1198.0,21915.0,21917.0,1293.0,unchanged
1005500,5594.0,21917.0,1198.0,5594.0,21917.0,1293.0,unchanged
1005501,21922.0,21917.0,1198.0,21922.0,21917.0,1293.0,unchanged
1005504,5481.0,83808.0,1214.0,5481.0,83808.0,1313.0,unchanged
1005505,83808.0,5478.0,1217.0,83808.0,5478.0,1317.0,unchanged
1005513,488.0,484.0,341.0,488.0,484.0,363.0,unchanged
1005518,21915.0,21917.0,1198.0,21915.0,21917.0,1293.0,unchanged
1005520,21912.0,21917.0,1198.0,21912.0,21917.0,1293.0,unchanged
1005521,21912.0,21917.0,1198.0,21912.0,21917.0,1293.0,unchanged
1005523,21875.0,21874.0,1840.0,21875.0,21874.0,1928.0,unchanged
1005526,351.0,347.0,439.0,351.0,347.0,471.0,unchanged
1005528,19823.0,19819.0,24.0,19823.0,19819.0,24.0,unchanged
1005535,136638.0,5583.0,1127.0,136638.0,5583.0,1220.0,unchanged
1005540,21922.0,21917.0,1198.0,21922.0,21917.0,1293.0,unchanged
1005541,280.0,294.0,485.0,280.0,294.0,527.0,unchanged
1005543,5462.0,5461.0,1191.0,5462.0,5461.0,1934.0,unchanged
1005546,21905.0,21901.0,85.0,21905.0,21901.0,88.0,unchanged
1005547,21908.0,21901.0,85.0,,,,no_longer_flagged
1005551,152637.0,21917.0,1198.0,152637.0,21917.0,1293.0,unchanged
1005566,,,,10100.0,10160.0,1944.0,newly_flagged
1005568,,,,10100.0,10160.0,1944.0,newly_flagged
1005587,11328.0,11397.0,1867.0,11328.0,11397.0,1956.0,unchanged
1005593,1019.0,345275.0,1871.0,1019.0,345275.0,1961.0,unchanged
1005794,12471.0,12506.0,1314.0,12471.0,12506.0,1413.0,unchanged
1005842,21912.0,21917.0,1198.0,21912.0,21917.0,1293.0,unchanged
1005851,21920.0,21917.0,1198.0,21920.0,21917.0,1293.0,unchanged
1005859,19785.0,221.0,372.0,,,,no_longer_flagged
1005867,87003.0,5586.0,1841.0,87003.0,5586.0,1929.0,unchanged
1005869,21884.0,21883.0,1211.0,21884.0,21883.0,1308.0,unchanged
1005893,19701.0,19692.0,1167.0,,,,no_longer_flagged
1005907,5236.0,5207.0,1991.0,5236.0,5207.0,2079.0,unchanged
1005912,5480.0,5479.0,1821.0,5480.0,5479.0,1906.0,unchanged
1005914,5491.0,83808.0,1214.0,5491.0,83808.0,1313.0,unchanged
1005918,327.0,320.0,388.0,327.0,320.0,415.0,unchanged
1005923,15946.0,15936.0,1999.0,15946.0,15936.0,2087.0,unchanged
1005926,14290.0,14321.0,2002.0,14290.0,14321.0,2090.0,unchanged
1005975,13019.0,13149.0,823.0,13019.0,13150.0,1001.0,recommendation_changed
1005976,13019.0,13149.0,823.0,13019.0,13150.0,1001.0,recommendation_changed
1006011,30364.0,24062.0,2028.0,30364.0,24062.0,2117.0,unchanged
1006057,64945.0,64942.0,1351.0,64945.0,64942.0,1452.0,unchanged
1006058,13257.0,13229.0,1288.0,13257.0,13229.0,1385.0,unchanged
1006059,13257.0,13229.0,1288.0,13257.0,13229.0,1385.0,unchanged
1006060,13257.0,13229.0,1288.0,13257.0,13229.0,1385.0,unchanged
1006071,24292.0,10671.0,34.0,24292.0,10671.0,34.0,unchanged
1006203,11852.0,11897.0,1797.0,11852.0,11897.0,1881.0,unchanged
1006204,11852.0,11897.0,1797.0,11852.0,11897.0,1881.0,unchanged
