BADGE,CURRENT_TRANSFORMER,RECOMMENDED_TRANSFORMER,CLUSTER,CLUSTER_SIZE,MAPPED_PEERS,CURRENT_VOTES,MAJORITY_VOTES,MAJORITY_SHARE,CONFIDENCE_GAP
1005076,11956,24827,1116,8,8,1,7,0.875,0.75
1004836,9983,23915,1615,8,8,1,7,0.875,0.75
1119481,396227,430002,1650,8,8,1,7,0.875,0.75
1008113,10026,9978,1662,8,8,1,7,0.875,0.75
1005401,148183,143045,1773,8,8,1,7,0.875,0.75
1006685,23950,23909,2040,8,8,1,7,0.875,0.75
1012954,10245,24288,2210,8,8,1,7,0.875,0.75
1025254,12705,25132,2351,8,8,1,7,0.875,0.75
1008361,145599,145600,2583,8,8,1,7,0.875,0.75
1010066,35170,24581,2673,8,8,1,7,0.875,0.75
1022879,303360,303359,3119,8,8,1,7,0.875,0.75
1023258,145275,235200,3184,8,8,1,7,0.875,0.75
1026604,184639,184637,3379,8,8,1,7,0.875,0.75
1054402,364609,364608,3478,8,8,1,7,0.875,0.75
1011891,184644,184645,3537,8,8,1,7,0.875,0.75
1227729,8112,22990,3568,8,8,1,7,0.875,0.75
1045720,375670,375672,3833,8,8,1,7,0.875,0.75
1132993,278401,168318,3967,8,8,1,7,0.875,0.75
1013186,375723,23402,4008,8,8,1,7,0.875,0.75
1270148,1870,378268,4062,8,8,1,7,0.875,0.75
1015390,350091,350092,4063,8,8,1,7,0.875,0.75
1095103,390688,390689,4452,8,8,1,7,0.875,0.75
1014975,370401,370402,4488,8,8,1,7,0.875,0.75
1023514,7558,7575,4614,8,8,1,7,0.875,0.75
1121804,24987,12390,4667,8,8,1,7,0.875,0.75
1125432,1342,1326,4789,8,8,1,7,0.875,0.75
1135976,195839,263050,4830,8,8,1,7,0.875,0.75
1019294,8134,22966,5040,8,8,1,7,0.875,0.75
1019164,36137,36138,5119,8,8,1,7,0.875,0.75
1019684,23453,23449,5259,8,8,1,7,0.875,0.75
1020669,9073,9027,5518,8,8,1,7,0.875,0.75
1027124,9809,9808,5539,8,8,1,7,0.875,0.75
1022466,10893,24439,5994,8,8,1,7,0.875,0.75
1022790,449229,449228,6088,8,8,1,7,0.875,0.75
1023903,23967,23956,6208,8,8,1,7,0.875,0.75
1093664,17809,17835,6423,8,8,1,7,0.875,0.75
1040672,22392,22423,7206,8,8,1,7,0.875,0.75
1028549,22870,7761,7321,8,8,1,7,0.875,0.75
1030314,170237,170238,7878,8,8,1,7,0.875,0.75
1034849,7483,7514,8001,8,8,1,7,0.875,0.75
1041457,6408,6372,8288,8,8,1,7,0.875,0.75
1037994,6431,6381,8317,8,8,1,7,0.875,0.75
1035835,336319,336316,8468,8,8,1,7,0.875,0.75
1032520,344459,344462,8479,8,8,1,7,0.875,0.75
