transf_id,badge
19843,1001419
446,1001420
446,1001421
446,1001422
446,1001423
19827,1001424
197,1001425
19827,1001426
392,1001427
490,1001428
550,1001429
410,1001430
9403,1001431
20213,1001432
532,1001433
532,1001434
564,1001435
507,1001436
507,1001437
238716,1001438
30689,1001439
339,1001440
311,1001441
339,1001442
311,1001443
19819,1001444
19819,1001445
339,1001446
343,1001447
297,1001448
284,1001449
297,1001450
291,1001451
605,1001452
611,1001453
611,1001454
611,1001455
284,1001456
290,1001457
290,1001458
294,1001459
19823,1001460
291,1001461
19819,1001462
305,1001463
376547,1001464
376546,1001465
376546,1001466
611,1001467
291,1001468
299,1001469
297,1001470
305,1001471
416,1001472
19837,1001473
19834,1001474
19834,1001475
10328,1001476
12656,1001477
10328,1001478
10328,1001479
290,1001480
294,1001481
291,1001482
294,1001483
343,1001484
291,1001485
416,1001486
290,1001487
19834,1001488
424,1001489
424,1001490
19834,1001491
591,1001492
611,1001493
591,1001494
19888,1001495
609,1001496
609,1001497
609,1001498
609,1001499
10458,1001500
10458,1001501
10502,1001503
7431,1001504
7461,1001505
7431,1001506
7431,1001507
22762,1001508
22762,1001509
22762,1001510
22753,1001511
348,1001512
311,1001513
311,1001514
311,1001515
19819,1001516
19819,1001517
19819,1001518
348,1001519
315,1001520
293,1001521
304,1001522
303,1001523
19825,1001524
375,1001525
375,1001526
375,1001527
19789,1001528
236,1001529
19796,1001530
19789,1001531
766,1001532
732,1001533
766,1001534
732,1001535
296,1001536
303,1001537
296,1001538
350,1001539
326,1001540
315,1001541
94692,1001542
347,1001543
19777,1001544
212,1001545
197,1001546
19777,1001547
303,1001548
303,1001549
296,1001551
342,1001552
347,1001553
342,1001554
350,1001555
94692,1001556
98205,1001557
350,1001558
296,1001559
322,1001560
326,1001561
221,1001562
326,1001563
322,1001564
342,1001565
342,1001566
342,1001567
185,1001568
19777,1001569
19777,1001570
197,1001571
221,1001572
197,1001573
197,1001574
197,1001575
399,1001576
9403,1001577
9403,1001578
19827,1001579
399,1001580
399,1001581
399,1001582
399,1001583
19783,1001584
19783,1001585
390,1001586
19783,1001587
390,1001588
19785,1001589
19785,1001590
19785,1001591
221,1001592
19783,1001593
197,1001594
221,1001595
19783,1001596
197,1001597
197,1001598
197,1001599
385,1001600
9403,1001601
19827,1001602
9403,1001603
9403,1001604
9403,1001605
190715,1001606
9403,1001607
458,1001608
385,1001609
383995,1001610
326,1001611
390,1001612
190715,1001613
385,1001614
9403,1001615
375,1001616
351,1001617
19823,1001618
19823,1001619
39323,1001620
19803,1001621
19803,1001622
19825,1001623
24729,1001624
23514,1001625
11732,1001626
11732,1001627
11442,1001628
11523,1001629
11523,1001630
11523,1001631
19799,1001632
19796,1001633
19798,1001634
19801,1001635
244,1001636
244,1001637
244,1001638
19789,1001639
690,1001640
690,1001641
674,1001642
690,1001643
244,1001644
236,1001645
19796,1001646
323,1001647
351,1001648
351,1001649
343,1001650
351,1001651
351,1001652
19820,1001653
351,1001654
351,1001655
19796,1001656
19796,1001657
19796,1001658
19798,1001659
343,1001660
19796,1001661
19799,1001662
343,1001663
699,1001664
716,1001665
365405,1001666
690,1001667
725,1001668
725,1001669
766,1001670
690,1001671
685,1001672
674,1001673
690,1001674
685,1001675
347,1001676
350,1001677
347,1001678
351,1001679
442,1001680
442,1001681
436,1001682
442,1001683
436,1001684
19839,1001685
19839,1001686
425,1001687
327,1001688
322,1001689
322,1001690
322,1001691
341,1001692
323,1001693
