transf_id,badge
271365,1053324
271365,1053325
271365,1053326
271365,1053327
271362,1053328
271362,1053329
271362,1053330
271362,1053331
22756,1053332
22756,1053333
22756,1053334
22756,1053335
6557,1053336
6557,1053337
6557,1053338
7558,1053339
271367,1053340
271367,1053341
271367,1053342
271367,1053343
271367,1053344
271367,1053345
271367,1053346
271367,1053347
271365,1053348
271364,1053349
271365,1053351
7525,1053352
7525,1053353
7525,1053354
22794,1053355
271365,1053356
271365,1053357
271365,1053358
271365,1053359
271367,1053360
271367,1053361
271367,1053362
271367,1053363
271362,1053364
271362,1053365
271362,1053366
271362,1053367
22794,1053368
22808,1053369
22756,1053370
22808,1053371
271365,1053372
271365,1053373
271365,1053374
271365,1053375
271362,1053376
271362,1053377
271362,1053378
271362,1053379
7525,1053380
7491,1053381
7491,1053382
7491,1053383
7589,1053384
7589,1053385
7589,1053386
7589,1053387
294715,1053388
294715,1053389
378349,1053390
294716,1053391
365060,1053392
365059,1053393
365059,1053394
365059,1053395
377750,1053396
343233,1053397
343233,1053398
175681,1053399
377748,1053400
377748,1053401
377748,1053402
377748,1053403
294717,1053404
277759,1053405
294717,1053406
294717,1053407
294715,1053408
378349,1053409
294715,1053410
378349,1053411
349853,1053412
377750,1053413
377750,1053414
175681,1053415
343903,1053416
343902,1053417
343903,1053418
343902,1053419
294716,1053420
378350,1053421
294716,1053422
294716,1053423
294717,1053424
294716,1053425
294717,1053426
294717,1053427
320959,1053428
320959,1053429
320958,1053430
320958,1053431
344027,1053432
344141,1053433
287042,1053434
277757,1053435
378347,1053436
294716,1053437
378347,1053438
378347,1053439
345244,1053440
345245,1053441
350252,1053442
345243,1053443
320958,1053444
320958,1053445
320958,1053446
320958,1053447
349740,1053448
349740,1053449
349740,1053450
349739,1053451
294717,1053452
274235,1053453
274235,1053454
274235,1053455
378348,1053456
378350,1053457
378347,1053458
378350,1053459
320958,1053460
320958,1053461
320958,1053462
535975,1053463
349743,1053464
349741,1053465
349739,1053466
349739,1053467
294717,1053468
294717,1053469
294717,1053470
294717,1053471
345244,1053472
345244,1053473
345244,1053474
345244,1053475
343387,1053476
343387,1053477
320959,1053478
343387,1053479
349743,1053480
349740,1053481
349740,1053482
349743,1053483
4632,1053484
23425,1053485
506665,1053486
23480,1053487
23461,1053488
23322,1053489
23322,1053490
23461,1053491
22842,1053492
7565,1053493
22842,1053494
22842,1053495
56290,1053496
271363,1053497
271363,1053498
271363,1053499
23391,1053500
23365,1053501
23322,1053502
23391,1053503
7782,1053504
7798,1053505
7798,1053506
7782,1053507
271369,1053508
271369,1053509
271369,1053510
271369,1053511
7831,1053512
7782,1053513
7782,1053514
7782,1053515
56287,1053516
164156,1053517
56287,1053518
164156,1053519
7831,1053520
7831,1053521
20710,1053522
7831,1053523
164156,1053524
163850,1053525
164156,1053526
164156,1053527
7798,1053528
7798,1053529
7782,1053530
7831,1053531
23430,1053532
23365,1053533
22864,1053534
22864,1053535
23480,1053536
271363,1053537
23480,1053538
22864,1053539
23454,1053540
23454,1053541
23324,1053542
23454,1053543
271363,1053544
8165,1053545
271363,1053546
271363,1053547
271369,1053548
271369,1053549
271369,1053550
271369,1053551
271369,1053552
271369,1053553
271369,1053554
271369,1053555
23369,1053556
8159,1053557
439452,1053558
8522,1053559
175690,1053560
56290,1053561
164156,1053562
271369,1053563
23517,1053564
23484,1053565
23517,1053566
23484,1053567
7782,1053568
7798,1053569
7798,1053570
7798,1053571
271369,1053572
271369,1053573
271369,1053574
271369,1053575
271369,1053576
271369,1053577
271369,1053578
271369,1053579
7244,1053580
7244,1053581
7244,1053582
7244,1053583
343560,1053584
6928,1053585
7528,1053586
365051,1053587
273927,1053588
273926,1053589
273928,1053590
273928,1053591
273926,1053592
273926,1053593
273926,1053594
273926,1053595
7260,1053596
7260,1053597
7260,1053598
7260,1053599
7243,1053600
7243,1053601
7243,1053602
7243,1053603
6566,1053604
9792,1053605
10331,1053606
7554,1053607
273926,1053608
273927,1053609
273926,1053610
273926,1053611
22643,1053612
22643,1053613
22635,1053614
22635,1053615
22638,1053616
22638,1053617
22643,1053618
7162,1053619
376868,1053620
376869,1053621
390904,1053622
376867,1053623
7260,1053624
7260,1053625
7260,1053626
7260,1053627
7223,1053628
7223,1053629
7223,1053630
7223,1053631
7223,1053632
7223,1053633
7223,1053634
7223,1053635
7219,1053636
7219,1053637
7219,1053638
7219,1053639
7223,1053640
7223,1053641
7223,1053642
7223,1053643
7162,1053644
22638,1053645
7162,1053646
7162,1053647
22561,1053648
22550,1053649
22561,1053650
22550,1053651
7277,1053652
7277,1053653
7277,1053654
7277,1053655
7277,1053657
7277,1053658
7244,1053659
148799,1053660
24416,1053661
22806,1053662
10320,1053663
24296,1053664
24347,1053665
24355,1053666
24392,1053667
24362,1053668
24366,1053669
23412,1053670
24416,1053671
131826,1053672
131826,1053673
536770,1053674
22544,1053675
155842,1053676
155842,1053677
155842,1053678
155842,1053679
7361,1053680
6671,1053681
60766,1053682
7513,1053683
7343,1053684
7343,1053685
7347,1053686
7347,1053687
22779,1053688
23182,1053689
6820,1053690
22796,1053691
22722,1053692
22722,1053693
22721,1053694
8253,1053695
155843,1053696
155843,1053697
155843,1053698
155843,1053699
155843,1053700
155843,1053701
155843,1053702
155843,1053703
247036,1053704
247036,1053705
247036,1053706
247036,1053707
6353,1053708
8353,1053709
23070,1053710
10532,1053711
376768,1053712
24168,1053713
9811,1053714
285,1053715
247037,1053716
247037,1053717
247036,1053718
247037,1053719
9964,1053720
9901,1053721
390898,1053722
390892,1053723
24044,1053724
24008,1053725
24008,1053726
24044,1053727
247035,1053728
247035,1053729
247035,1053730
20928,1053731
24072,1053732
24076,1053733
24076,1053734
24076,1053735
24008,1053736
24044,1053737
24044,1053738
24008,1053739
9901,1053740
9901,1053741
9901,1053742
9901,1053743
247037,1053744
247037,1053745
247037,1053746
247037,1053747
246728,1053748
246728,1053749
390892,1053750
246728,1053751
344007,1053752
344007,1053753
344007,1053754
344007,1053755
12318,1053756
13399,1053757
12383,1053758
12842,1053759
24044,1053760
24044,1053761
24072,1053763
271360,1053764
271360,1053765
271360,1053766
271360,1053767
271360,1053768
271360,1053769
271360,1053770
271360,1053771
6353,1053772
6345,1053773
6345,1053774
6345,1053775
7432,1053776
7407,1053777
7432,1053778
7432,1053779
22729,1053780
22729,1053781
22729,1053782
22729,1053783
7685,1053784
7685,1053785
7685,1053786
7685,1053787
6353,1053788
6353,1053789
6353,1053790
6353,1053791
22731,1053792
22731,1053793
22729,1053794
22731,1053795
22731,1053796
7407,1053797
7407,1053798
7407,1053799
7932,1053800
23075,1053801
7937,1053802
7937,1053803
390267,1053804
6353,1053805
6353,1053806
7462,1053807
6345,1053808
7462,1053809
6345,1053811
7365,1053812
7418,1053813
7365,1053814
7365,1053815
7685,1053816
7667,1053817
7667,1053818
7667,1053819
6445,1053820
6400,1053821
6400,1053822
6492,1053823
7432,1053824
7432,1053825
7432,1053826
7432,1053827
7462,1053828
7462,1053829
7462,1053830
7462,1053831
7667,1053832
7667,1053833
7685,1053834
7667,1053835
6492,1053836
6492,1053837
22325,1053838
6492,1053839
22891,1053840
383791,1053841
56292,1053842
7932,1053843
22729,1053844
22731,1053845
22731,1053846
7638,1053848
7638,1053849
7638,1053850
7667,1053851
6529,1053852
22325,1053854
6492,1053855
6400,1053856
6400,1053857
6400,1053858
7685,1053860
7637,1053861
7685,1053862
31365,1053863
7817,1053864
7817,1053865
7820,1053866
7817,1053867
22992,1053868
8172,1053869
22992,1053870
22992,1053871
23050,1053872
23050,1053873
8272,1053874
23050,1053875
8172,1053876
8172,1053877
8172,1053878
8172,1053879
22992,1053880
22992,1053881
8172,1053882
8172,1053883
22901,1053884
22907,1053885
22901,1053886
22901,1053887
22901,1053888
22867,1053889
22886,1053890
22886,1053891
37405,1053892
37404,1053893
37405,1053894
22959,1053895
8052,1053896
8052,1053897
23050,1053898
8052,1053899
37408,1053900
37407,1053901
37407,1053902
37407,1053903
22907,1053904
22918,1053905
22918,1053906
22907,1053907
37406,1053908
37406,1053909
37406,1053910
37406,1053911
22918,1053912
22907,1053913
22918,1053914
22907,1053915
22886,1053916
22886,1053917
22886,1053918
22886,1053919
8176,1053920
8176,1053921
8176,1053922
8176,1053923
8176,1053924
8176,1053925
8176,1053926
8176,1053927
23070,1053928
8353,1053929
37406,1053930
8353,1053931
22918,1053932
22918,1053933
22918,1053934
7866,1053935
22867,1053936
22879,1053937
22867,1053938
22867,1053939
8272,1053940
8272,1053941
8272,1053942
8272,1053943
37406,1053944
37406,1053945
37405,1053946
37405,1053947
7866,1053948
7866,1053949
7866,1053950
7797,1053951
1867,1053952
22901,1053953
22901,1053954
473022,1053955
7866,1053956
7866,1053957
22918,1053958
7866,1053959
23050,1053960
23050,1053961
8272,1053962
23050,1053963
36127,1053964
36129,1053965
36129,1053966
36129,1053967
36124,1053968
8513,1053969
23145,1053970
8513,1053971
271361,1053972
271361,1053973
271361,1053974
271361,1053975
271361,1053976
271361,1053977
271361,1053978
271361,1053979
8513,1053980
36134,1053981
36134,1053982
36134,1053983
271360,1053984
271363,1053985
271363,1053986
271360,1053987
271361,1053988
271361,1053989
271361,1053990
271361,1053991
22340,1053992
22340,1053993
22340,1053994
22340,1053995
7613,1053996
7613,1053997
536374,1053998
7613,1053999
271360,1054000
271360,1054001
271360,1054002
271360,1054003
271362,1054004
271362,1054005
271362,1054006
271362,1054007
271360,1054008
271360,1054009
271362,1054010
271360,1054011
36129,1054012
36129,1054013
36128,1054014
36128,1054015
175997,1054016
36127,1054017
175997,1054018
36127,1054019
7637,1054020
7613,1054021
7637,1054022
17396,1054023
271363,1054024
271363,1054025
271363,1054026
271363,1054027
36128,1054028
23487,1054029
36127,1054030
36127,1054031
271363,1054032
271363,1054033
271363,1054034
271363,1054035
271362,1054036
271362,1054037
271362,1054038
22794,1054039
271361,1054040
271362,1054041
271362,1054042
271362,1054043
271363,1054044
271363,1054045
271363,1054046
271363,1054047
271360,1054048
271360,1054049
271360,1054050
271360,1054051
271361,1054052
271361,1054053
271361,1054054
271361,1054055
271361,1054056
271361,1054057
271361,1054058
271361,1054059
9344,1054060
23126,1054061
8540,1054062
8598,1054063
8598,1054064
8659,1054065
7367,1054066
14204,1054067
390898,1054068
91489,1054069
91489,1054070
390898,1054071
7367,1054072
7372,1054073
22728,1054074
22728,1054075
22801,1054076
22801,1054077
22801,1054078
22801,1054079
7453,1054080
7453,1054081
7453,1054082
7453,1054083
65565,1054084
65565,1054085
92775,1054086
92775,1054087
7752,1054088
7752,1054089
22849,1054090
7752,1054091
22728,1054092
22728,1054093
7367,1054094
7439,1054095
7465,1054096
7465,1054097
7465,1054098
7465,1054099
22825,1054100
22825,1054101
22825,1054102
22825,1054103
88287,1054104
88286,1054105
16233,1054106
88286,1054107
8182,1054108
23048,1054109
23066,1054110
8182,1054111
8661,1054112
23270,1054113
8661,1054114
23039,1054115
8164,1054116
23039,1054117
8182,1054118
8089,1054119
7361,1054120
7367,1054121
7367,1054122
7367,1054123
7390,1054124
7390,1054125
7390,1054126
7390,1054127
7510,1054128
7453,1054129
7453,1054130
7510,1054131
7510,1054132
7510,1054133
7510,1054134
22825,1054135
7845,1054136
7845,1054137
390898,1054138
22851,1054139
22728,1054140
22728,1054141
22728,1054142
22728,1054143
7845,1054144
22735,1054145
7752,1054146
36128,1054147
7439,1054148
7390,1054149
7439,1054150
7439,1054151
7752,1054152
7722,1054153
7722,1054154
7752,1054155
8627,1054156
7797,1054157
22858,1054158
8627,1054159
271368,1054160
271368,1054161
271368,1054162
271368,1054163
22850,1054164
7797,1054165
22850,1054166
7797,1054167
7883,1054168
7883,1054169
22930,1054170
7883,1054171
271368,1054172
271368,1054173
271368,1054174
271368,1054175
22846,1054176
22850,1054177
22850,1054178
22846,1054179
22850,1054180
390900,1054181
22862,1054182
22850,1054183
22846,1054184
22846,1054185
22846,1054186
22846,1054187
271366,1054188
271366,1054189
271366,1054190
271366,1054191
271368,1054192
271368,1054193
271368,1054194
271368,1054195
22808,1054196
22794,1054197
22794,1054198
22808,1054199
22862,1054200
22850,1054201
22862,1054202
22850,1054203
271368,1054204
271368,1054205
271368,1054206
271368,1054207
22808,1054208
22808,1054209
271368,1054210
22830,1054211
22830,1054212
22830,1054213
3296,1054214
22830,1054215
8023,1054216
8023,1054217
8085,1054218
8085,1054219
271368,1054220
271368,1054221
271368,1054222
271368,1054223
271368,1054224
271368,1054225
271368,1054226
271368,1054227
22862,1054228
22862,1054229
22862,1054230
22862,1054231
7797,1054232
7797,1054233
7797,1054234
7797,1054235
271366,1054236
271366,1054237
271366,1054238
271365,1054239
271368,1054240
271366,1054241
271366,1054242
271368,1054243
7659,1054244
22830,1054245
22846,1054246
22794,1054247
8085,1054248
7998,1054249
7998,1054250
7998,1054251
376869,1054252
22351,1054253
36134,1054254
36134,1054255
8238,1054256
8238,1054257
8238,1054258
8238,1054259
6619,1054260
6619,1054261
6619,1054262
6619,1054263
22351,1054264
6619,1054265
6619,1054266
6619,1054267
8502,1054268
23204,1054269
23204,1054270
23204,1054271
8294,1054272
8238,1054273
8294,1054274
8294,1054275
6678,1054276
6678,1054277
6678,1054278
6682,1054279
271368,1054280
271368,1054281
271368,1054282
271368,1054283
271368,1054284
271368,1054285
271368,1054286
271368,1054287
271365,1054288
271365,1054289
271365,1054290
271365,1054291
271365,1054292
271365,1054293
271365,1054294
271365,1054295
271365,1054296
271365,1054297
271365,1054298
271365,1054299
8411,1054300
8411,1054301
8447,1054302
8447,1054303
22351,1054304
22351,1054305
6671,1054306
6682,1054307
6682,1054308
6678,1054309
6682,1054310
6682,1054311
6671,1054312
6678,1054313
6671,1054315
22351,1054316
22351,1054317
6619,1054318
271368,1054320
6682,1054321
271368,1054322
6682,1054323
6671,1054324
6678,1054325
6678,1054326
6671,1054327
271368,1054328
271368,1054329
271368,1054330
271368,1054331
271365,1054332
271365,1054333
271365,1054334
271365,1054335
271366,1054336
271366,1054337
271366,1054338
271366,1054339
271365,1054340
271365,1054341
271365,1054342
271365,1054343
271366,1054344
271366,1054345
271366,1054346
271366,1054347
131826,1054348
131825,1054349
131826,1054351
131826,1054352
131825,1054353
278409,1054354
131825,1054355
278409,1054356
278409,1054357
278409,1054358
278409,1054359
278409,1054360
278409,1054361
278409,1054362
278409,1054363
278715,1054364
18967,1054365
278715,1054366
278410,1054367
343982,1054368
343982,1054369
343982,1054370
343982,1054371
131824,1054372
131824,1054373
131823,1054374
131824,1054375
131824,1054376
131824,1054377
131823,1054378
131824,1054379
364587,1054380
359739,1054381
344369,1054382
364588,1054383
335355,1054384
364588,1054385
335355,1054386
364589,1054387
350259,1054388
365054,1054389
350259,1054390
350259,1054391
343983,1054392
343983,1054393
343982,1054394
343983,1054395
350257,1054396
365053,1054397
4567,1054398
364607,1054399
364608,1054400
364608,1054401
364609,1054402
15594,1054403
390893,1054404
365058,1054405
365063,1054406
365063,1054407
364609,1054408
364609,1054409
364609,1054410
364611,1054411
359740,1054412
354850,1054413
376512,1054414
278086,1054415
365056,1054416
365058,1054417
365056,1054418
365056,1054419
365054,1054420
365055,1054421
364608,1054422
365054,1054423
343984,1054424
343984,1054425
343984,1054426
343984,1054427
331520,1054428
331520,1054429
331520,1054430
331520,1054431
331520,1054432
331520,1054433
350220,1054434
350257,1054435
330878,1054436
330878,1054437
330878,1054438
330877,1054439
330878,1054440
350257,1054441
364615,1054442
344219,1054443
158716,1054444
158716,1054445
158716,1054446
158716,1054447
6741,1054448
6741,1054449
6780,1054450
17398,1054451
271362,1054452
271362,1054453
271362,1054454
271362,1054455
271364,1054456
271364,1054457
271364,1054458
271364,1054459
23055,1054460
23055,1054461
23055,1054462
23055,1054463
8227,1054464
8227,1054465
23145,1054466
8227,1054467
6695,1054468
6695,1054469
6695,1054470
6695,1054471
6670,1054472
6670,1054473
6670,1054474
6670,1054475
36123,1054476
23119,1054477
23100,1054478
36123,1054479
23087,1054481
23087,1054482
23087,1054483
6780,1054484
6780,1054485
6780,1054486
6780,1054487
6733,1054488
6733,1054489
6780,1054490
6733,1054491
23119,1054492
6695,1054493
6695,1054494
6695,1054495
271367,1054496
271367,1054497
271367,1054498
271367,1054499
271364,1054500
271364,1054501
271364,1054502
271364,1054503
271362,1054504
271362,1054505
271362,1054506
271362,1054507
23100,1054508
23100,1054509
377709,1054510
23119,1054511
23077,1054512
23077,1054513
177601,1054514
8227,1054515
6670,1054516
6741,1054517
6670,1054518
6741,1054519
6647,1054520
6647,1054521
6647,1054522
6647,1054523
36123,1054524
36123,1054525
36123,1054526
36123,1054527
23119,1054528
23119,1054529
23145,1054530
23145,1054531
6733,1054532
6780,1054533
6780,1054534
6733,1054535
6733,1054536
6733,1054537
6695,1054538
6733,1054539
142400,1054540
142400,1054541
141127,1054542
142400,1054543
350220,1054544
350257,1054545
350257,1054546
350220,1054547
141127,1054548
141127,1054549
141127,1054550
141127,1054551
330877,1054552
330877,1054553
330877,1054554
330877,1054555
142400,1054556
142400,1054557
343983,1054558
142400,1054559
142400,1054560
142400,1054561
142400,1054562
142400,1054563
141127,1054564
141127,1054565
141127,1054566
141127,1054567
141127,1054568
141127,1054569
141127,1054570
141127,1054571
139200,1054572
139200,1054573
139200,1054574
139201,1054575
142400,1054576
142400,1054577
142400,1054578
142400,1054579
139201,1054580
139200,1054581
139200,1054582
139200,1054583
134067,1054584
473182,1054585
139201,1054586
134067,1054587
134068,1054588
134068,1054589
134068,1054590
134067,1054591
134067,1054592
134068,1054593
134068,1054594
134068,1054595
272002,1054596
272002,1054597
272002,1054598
272002,1054599
131821,1054600
131821,1054601
131821,1054602
131821,1054603
131822,1054604
126387,1054605
126387,1054606
126387,1054607
272004,1054608
272004,1054609
272004,1054610
272004,1054611
126387,1054612
126387,1054613
126387,1054614
169281,1054615
131822,1054616
272006,1054617
108145,1054618
272006,1054619
272006,1054620
272006,1054621
272006,1054622
272006,1054623
272002,1054624
272002,1054625
272002,1054626
131822,1054627
272002,1054628
272002,1054629
272002,1054630
272002,1054631
272003,1054632
115,1054633
272002,1054634
272003,1054635
345364,1054636
345364,1054637
345364,1054638
345364,1054639
345363,1054640
345362,1054641
345363,1054642
349596,1054644
6190,1054645
349595,1054646
349595,1054647
376919,1054648
376918,1054649
376918,1054650
376919,1054651
345362,1054652
345362,1054653
9381,1054654
345362,1054655
345361,1054656
345362,1054657
345361,1054658
345361,1054659
345358,1054660
345358,1054661
345358,1054662
345358,1054663
349598,1054664
349598,1054665
349598,1054666
349598,1054667
349851,1054668
349851,1054669
349851,1054670
349851,1054671
345361,1054672
345361,1054673
345361,1054674
345361,1054675
345360,1054676
345360,1054677
345358,1054678
345358,1054679
349861,1054680
349863,1054681
349861,1054682
349863,1054683
345089,1054684
345089,1054685
345089,1054686
345359,1054688
345359,1054689
345359,1054690
345359,1054691
349596,1054692
349595,1054693
349595,1054694
349595,1054695
272008,1054696
272008,1054697
272008,1054698
272008,1054699
343237,1054700
343237,1054701
343238,1054702
343237,1054703
24375,1054704
343237,1054705
343237,1054706
343237,1054707
272008,1054708
278716,1054709
111992,1054710
278716,1054711
345089,1054712
345359,1054713
345089,1054714
345359,1054715
349598,1054716
350259,1054717
349598,1054719
349851,1054720
349851,1054721
349851,1054722
349851,1054723
272007,1054724
272007,1054725
272007,1054726
272007,1054727
278717,1054728
278717,1054729
278717,1054730
278717,1054731
350252,1054732
350252,1054733
350253,1054734
350253,1054735
176638,1054736
176639,1054737
176638,1054738
176639,1054739
345243,1054740
350252,1054741
350252,1054742
345243,1054743
143037,1054744
143037,1054745
143037,1054746
143037,1054747
350251,1054748
350251,1054749
350251,1054750
350252,1054751
143039,1054752
143038,1054753
143038,1054754
143038,1054755
176641,1054756
176641,1054757
176641,1054758
176641,1054759
143039,1054760
143039,1054761
143039,1054762
383479,1054763
143039,1054764
143039,1054765
143038,1054766
143038,1054767
273927,1054768
273928,1054769
273928,1054770
273928,1054771
143036,1054772
365052,1054773
143036,1054774
143036,1054775
143036,1054776
143037,1054777
143036,1054778
143037,1054779
176640,1054780
176639,1054781
176640,1054782
176640,1054783
273926,1054784
273926,1054785
273929,1054786
273929,1054787
131823,1054788
131823,1054789
131823,1054790
131823,1054791
8269,1054792
278410,1054793
278410,1054794
278410,1054795
9667,1054796
272003,1054797
272003,1054798
272003,1054799
375062,1054800
6554,1054801
375062,1054802
375062,1054803
176641,1054804
176639,1054805
176640,1054806
176640,1054807
143036,1054808
176639,1054809
176638,1054810
176638,1054811
6554,1054812
365052,1054813
272007,1054814
272003,1054815
278716,1054816
278716,1054817
278716,1054818
278716,1054819
278716,1054820
278716,1054821
278716,1054822
278716,1054823
272008,1054824
272008,1054825
272008,1054826
272007,1054827
33261,1054828
33260,1054829
33261,1054830
33261,1054831
132148,1054832
37430,1054833
94687,1054834
376546,1054835
25390,1054836
25390,1054837
13339,1054838
25390,1054839
13230,1054840
13230,1054841
13230,1054842
13202,1054843
58204,1054844
22949,1054845
58204,1054846
58204,1054847
13211,1054848
13223,1054849
13223,1054850
13211,1054851
13399,1054852
13399,1054853
13399,1054854
13399,1054855
13411,1054856
13411,1054857
13411,1054858
13411,1054859
22949,1054860
7953,1054861
22944,1054862
22944,1054863
25231,1054864
80608,1054865
12346,1054867
16401,1054868
12842,1054869
64292,1054870
12318,1054872
13230,1054873
13318,1054875
24319,1054876
14490,1054877
25200,1054878
25008,1054879
12553,1054880
12553,1054881
25037,1054882
25037,1054883
390643,1054884
25039,1054885
25039,1054886
25039,1054887
25039,1054888
25039,1054889
12555,1054890
25039,1054891
12837,1054892
12843,1054893
113904,1054894
12552,1054895
12555,1054896
12555,1054897
12555,1054898
12555,1054899
12553,1054900
12553,1054901
12553,1054902
12553,1054903
12555,1054904
25093,1054905
12555,1054906
12555,1054907
33259,1054908
33259,1054909
33259,1054910
33259,1054911
12470,1054912
12537,1054913
25037,1054914
12470,1054915
25037,1054916
25037,1054917
25037,1054918
25037,1054919
12553,1054920
12609,1054921
12553,1054922
25093,1054923
349742,1054924
349742,1054925
349742,1054927
349742,1054928
349742,1054929
349741,1054930
349742,1054931
320958,1054932
320957,1054933
320957,1054934
343233,1054935
5884,1054936
5884,1054937
5875,1054938
5884,1054939
349743,1054940
349743,1054942
349743,1054943
349741,1054944
146880,1054945
113588,1054946
375292,1054947
377647,1054948
375115,1054949
375115,1054950
377647,1054951
5891,1054952
5891,1054953
5891,1054954
5891,1054955
349741,1054956
349740,1054957
349741,1054958
349741,1054959
623,1054960
375940,1054961
370418,1054962
365063,1054963
384812,1054964
4390,1054965
384797,1054966
384817,1054967
376914,1054968
376914,1054969
376914,1054970
376914,1054971
349743,1054972
349743,1054973
349743,1054974
349743,1054975
269761,1054976
179841,1054977
179839,1054978
179842,1054979
376940,1054980
376919,1054981
376940,1054982
320957,1054983
5838,1054984
22058,1054985
5825,1054986
22058,1054987
349742,1054988
349742,1054989
349741,1054990
349742,1054991
343726,1054992
124465,1054993
181766,1054994
377652,1054996
364608,1054997
377647,1054998
377652,1054999
376914,1055000
376914,1055001
376913,1055002
376913,1055003
111020,1055004
189764,1055005
90525,1055006
349741,1055007
370418,1055008
23720,1055009
390905,1055010
375298,1055011
377652,1055012
390898,1055013
349739,1055014
376940,1055015
5887,1055016
5904,1055017
5875,1055018
5875,1055019
13273,1055020
13273,1055021
13302,1055022
13273,1055023
13313,1055024
13313,1055025
13313,1055026
13313,1055027
13335,1055028
13291,1055029
13335,1055030
13335,1055031
13335,1055032
13335,1055033
13335,1055034
13335,1055035
25383,1055036
25383,1055037
25383,1055038
25383,1055039
13318,1055040
13318,1055041
13318,1055042
13318,1055043
13347,1055044
13318,1055045
13318,1055046
13318,1055047
13284,1055048
13235,1055049
13284,1055050
13235,1055051
13302,1055052
13273,1055053
13302,1055054
13302,1055055
13291,1055056
13257,1055057
13291,1055058
13291,1055059
13284,1055060
13341,1055061
13341,1055062
13341,1055063
13287,1055064
13287,1055065
13087,1055066
13287,1055067
13179,1055068
13131,1055069
13179,1055070
13179,1055071
13131,1055072
13131,1055073
13179,1055074
13179,1055075
13051,1055076
12985,1055077
13178,1055078
13051,1055079
13131,1055080
13131,1055081
13179,1055082
13179,1055083
271362,1055084
271362,1055085
271362,1055086
271362,1055087
6587,1055088
6600,1055089
6619,1055090
6587,1055091
7509,1055092
7509,1055093
7478,1055094
7478,1055095
12848,1055096
3266,1055097
12986,1055098
12986,1055099
12768,1055100
25226,1055101
12768,1055102
12768,1055103
6587,1055104
7478,1055105
7478,1055106
7510,1055107
7450,1055108
7450,1055109
25093,1055110
25093,1055111
7450,1055112
25093,1055113
12609,1055114
12609,1055115
164157,1055116
164157,1055117
164157,1055118
164157,1055119
52452,1055120
52452,1055121
52451,1055122
52452,1055123
22851,1055124
22851,1055125
22851,1055126
22861,1055127
158720,1055128
158720,1055129
164157,1055130
22907,1055131
7396,1055132
22742,1055133
7396,1055134
22796,1055135
163849,1055136
163849,1055137
163849,1055138
163849,1055139
158720,1055140
158720,1055141
158720,1055142
158720,1055143
22820,1055144
22820,1055145
22851,1055146
22851,1055147
22796,1055148
22796,1055149
22796,1055150
22779,1055151
7453,1055152
7395,1055153
7395,1055154
7419,1055155
7372,1055156
7372,1055157
22742,1055158
22742,1055159
7419,1055160
22742,1055161
22742,1055162
22742,1055163
164157,1055164
164157,1055165
164157,1055166
164157,1055167
52451,1055168
468234,1055169
52451,1055170
52453,1055171
164157,1055172
52450,1055173
164157,1055174
52451,1055175
52450,1055176
52451,1055177
20998,1055178
52452,1055179
7372,1055180
7367,1055181
7372,1055182
7372,1055183
22859,1055184
22861,1055185
7635,1055186
7635,1055187
52453,1055188
52448,1055189
52449,1055190
52449,1055191
52450,1055192
52450,1055193
52450,1055194
52449,1055195
22779,1055196
22779,1055197
22779,1055198
22818,1055199
22779,1055200
7419,1055201
22779,1055202
22779,1055203
22818,1055204
22818,1055205
22796,1055206
22796,1055207
7396,1055208
22818,1055209
7372,1055210
7396,1055211
273930,1055212
390899,1055213
273930,1055214
273930,1055215
365062,1055216
364613,1055217
6508,1055218
350220,1055219
343389,1055220
343389,1055221
343389,1055222
343389,1055223
320961,1055224
320961,1055225
320960,1055226
320961,1055227
23445,1055228
23468,1055229
23399,1055230
23422,1055231
320960,1055232
320960,1055233
320960,1055234
18806,1055235
350253,1055236
350253,1055237
350254,1055238
330883,1055239
320961,1055240
320960,1055241
320960,1055242
320960,1055243
343388,1055244
343388,1055245
343388,1055246
343389,1055247
343388,1055248
320959,1055249
343388,1055250
343388,1055251
277759,1055252
294715,1055253
378350,1055254
277759,1055255
343389,1055256
343388,1055257
343389,1055258
343389,1055259
320961,1055260
320961,1055261
320961,1055262
320961,1055263
344030,1055264
344030,1055265
344030,1055266
344029,1055267
7513,1055268
23097,1055269
23115,1055270
23346,1055271
9053,1055272
7797,1055273
7797,1055274
22808,1055275
9397,1055276
158080,1055277
8952,1055278
8904,1055279
377579,1055280
7767,1055281
370588,1055282
370588,1055283
6730,1055284
22346,1055285
7595,1055286
7595,1055287
22346,1055288
10315,1055289
8963,1055290
24075,1055291
9091,1055292
9905,1055293
10130,1055294
10321,1055295
24224,1055296
23041,1055297
23436,1055298
23077,1055299
7472,1055300
10575,1055301
258563,1055302
24282,1055303
10585,1055304
9032,1055305
9905,1055306
9839,1055307
23858,1055308
7932,1055309
22822,1055310
8250,1055311
7932,1055312
23373,1055313
9146,1055314
108141,1055315
8732,1055316
6219,1055317
7812,1055318
22873,1055319
131180,1055320
7396,1055321
8729,1055322
23312,1055323
23236,1055324
131501,1055325
131502,1055326
375054,1055327
22515,1055328
7774,1055329
7641,1055330
7718,1055331
7706,1055332
22756,1055333
6670,1055334
22783,1055335
6733,1055336
298236,1055337
279365,1055338
275845,1055339
171836,1055340
172483,1055341
11010,1055342
