BADGE,RECOMMENDED_TRANSFORMER,CONSENSUS_TIER,IN_V1,IN_V1_HIGH_CONF,IN_V2,IN_V2_HIGH_CONF,RECOMMENDATION_TYPE,BADGE_ADDRESS,BADGE_CITY,BADGE_FEEDERID,CURRENT_TX_FEEDERID,RECOMMENDED_TX_FEEDERID,DISTANCE_BADGE_TO_CURRENT_M,DISTANCE_BADGE_TO_RECOMMENDED_M,V1_CLUSTER_SIZE,V1_MAPPED_PEERS,V1_CONFIDENCE_GAP,V1_MAJORITY_SHARE,V1_PEER_STABILITY,V1_RECOMMENDATION_STABILITY,V2_CLUSTER_SIZE,V2_MAPPED_PEERS,V2_CONFIDENCE_GAP,V2_MAJORITY_SHARE,V2_PEER_STABILITY,V2_RECOMMENDATION_STABILITY
1136699,27216,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1208 SAMUEL PT,COLO SPGS,13SR-1,13SR-1,13SR-1,14.4,62.4,8,8,0.5,0.75,0.921,1.0,7,7,0.7143,0.8571,1.0,1.0
1148355,84768,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2547 MOUNT VERNON ST,COLO SPGS,12PJ-2,12PJ-2,12PJ-2,50.6,57.2,4,4,0.5,0.75,0.956,1.0,6,6,0.6667,0.8333,1.0,1.0
1013491,284,both_high_confidence,True,True,True,True,same_feeder_ambiguous,10785 HONDO AVE,GN MTN FLS,12GM-4,12GM-4,12GM-4,42.6,64.3,4,4,0.5,0.75,0.815,0.889,5,5,0.6,0.8,1.0,1.0
1167441,18696,both_high_confidence,True,True,True,True,same_feeder_ambiguous,3692 STAR RANCH RD,COLO SPGS,13SR-1,13SR-1,13SR-1,84.1,73.2,4,4,0.5,0.75,1.0,0.889,5,5,0.6,0.8,1.0,1.0
1196036,11428,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2704 FLINTRIDGE DR,COLO SPGS,12C-2,12C-2,12C-2,48.7,38.0,4,4,0.5,0.75,0.861,1.0,5,5,0.6,0.8,1.0,1.0
1279203,4676,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1097 CHEYENNE BLVD,COLO SPGS,12SP-35,12SP-35,12SP-35,87.0,80.4,6,6,0.5,0.6667,0.978,1.0,5,5,0.6,0.8,1.0,1.0
1073862,23799,both_high_confidence,True,True,True,True,same_feeder_ambiguous,,,13RI-4,13RI-4,13RI-4,51.3,126.6,10,10,0.5,0.7,0.864,1.0,9,9,0.5556,0.7778,0.917,1.0
1097769,23799,both_high_confidence,True,True,True,True,same_feeder_ambiguous,3931 ALEMEDA CIR,COLO SPGS,13RI-4,13RI-4,13RI-4,48.5,128.7,10,10,0.5,0.7,0.864,1.0,9,9,0.5556,0.7778,0.917,1.0
1134539,22409,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1908 SILKWOOD DR,COLO SPGS,13CW-3,13CW-3,13CW-3,38.1,30.8,8,8,0.5,0.75,1.0,1.0,9,9,0.5556,0.7778,1.0,1.0
1136444,22409,both_high_confidence,True,True,True,True,same_feeder_ambiguous,,,13CW-3,13CW-3,13CW-3,38.1,27.6,8,8,0.5,0.75,1.0,1.0,9,9,0.5556,0.7778,1.0,1.0
1266295,9428,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2525 VANTAGE RIDGE CT,COLO SPGS,13IP-3,13IP-3,13IP-3,35.8,36.9,8,8,0.5,0.75,0.917,1.0,9,9,0.5556,0.7778,1.0,1.0
1266297,9428,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2545 VANTAGE RIDGE CT,COLO SPGS,13IP-3,13IP-3,13IP-3,60.1,43.4,8,8,0.5,0.75,0.833,0.889,9,9,0.5556,0.7778,1.0,1.0
1000661,453995,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1125 GLENROCK DR,COLO SPGS,12JL-1,12JL-1,12JL-1,30.3,122.6,4,4,0.5,0.75,0.889,0.889,4,4,0.5,0.75,1.0,1.0
1000666,221438,both_high_confidence,True,True,True,True,same_feeder_ambiguous,10410 S STATE HIGHWAY 115 LOT 19,COLO SPGS,12JL-1,12JL-1,12JL-1,83.9,71.4,6,6,0.5,0.6667,1.0,1.0,6,6,0.5,0.6667,1.0,1.0
1000685,221438,both_high_confidence,True,True,True,True,same_feeder_ambiguous,10410 S STATE HIGHWAY 115 LOT 21,COLO SPGS,12JL-1,12JL-1,12JL-1,41.5,111.7,6,6,0.5,0.6667,1.0,1.0,6,6,0.5,0.6667,1.0,1.0
1000832,19679,both_high_confidence,True,True,True,True,same_feeder_ambiguous,8160 PIUTE RD LOT A58,COLO SPGS,12JL-1,12JL-1,12JL-1,61.8,23.2,4,4,0.5,0.75,0.889,0.889,4,4,0.5,0.75,1.0,1.0
1000893,5465,both_high_confidence,True,True,True,True,same_feeder_ambiguous,620 PINE OAKS LN,COLO SPGS,12JL-1,12JL-1,12JL-1,32.3,156.9,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1001049,218,both_high_confidence,True,True,True,True,same_feeder_ambiguous,11240 BELVIDERE AVE,GN MTN FLS,12GM-4,12GM-4,12GM-4,31.6,81.3,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1001282,19794,both_high_confidence,True,True,True,True,same_feeder_ambiguous,11015 IONA AVE,GN MTN FLS,12GM-4,12GM-4,12GM-4,53.8,85.4,4,4,0.5,0.75,1.0,0.889,4,4,0.5,0.75,1.0,1.0
1001373,232,both_high_confidence,True,True,True,True,same_feeder_ambiguous,10980 COTTAGE ST,GN MTN FLS,12GM-4,12GM-4,12GM-4,49.8,51.4,8,8,0.5,0.625,1.0,1.0,8,8,0.5,0.625,1.0,1.0
1001462,19823,both_high_confidence,True,True,True,True,same_feeder_ambiguous,10265 MOUNTAIN RD,CASCADE,12GM-4,12GM-4,12GM-4,45.0,143.1,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1001748,212,both_high_confidence,True,True,True,True,same_feeder_ambiguous,10940 BELVIDERE AVE,GN MTN FLS,12GM-4,12GM-4,12GM-4,29.5,58.3,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1002507,10783,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6145 HOLSTER CT,COLO SPGS,12ST-1,12ST-21,12ST-21,28.8,30.6,4,4,0.5,0.75,1.0,0.889,4,4,0.5,0.75,1.0,1.0
1002666,418,both_high_confidence,True,True,True,True,cross_feeder_likely_gis_error,9755 FOUNTAIN RD,CASCADE,12GM-4,12GM-4,12GM-2,56.0,75.5,4,4,0.5,0.75,0.741,0.778,4,4,0.5,0.75,1.0,1.0
1003609,19711,both_high_confidence,True,True,True,True,same_feeder_ambiguous,8160 PIUTE RD LOT A160,COLO SPGS,12JL-1,12JL-1,12JL-1,25.0,29.9,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1003615,19682,both_high_confidence,True,True,True,True,same_feeder_ambiguous,8160 PIUTE RD LOT A27,COLO SPGS,12JL-1,12JL-1,12JL-1,24.8,39.8,6,6,0.5,0.6667,1.0,1.0,6,6,0.5,0.6667,1.0,1.0
1003710,27471,both_high_confidence,True,True,True,True,same_feeder_ambiguous,8160 PIUTE RD LOT A155,COLO SPGS,12JL-1,12JL-1,12JL-1,26.8,25.4,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1003779,19703,both_high_confidence,True,True,True,True,same_feeder_ambiguous,8160 PIUTE RD LOT A129,COLO SPGS,12JL-1,12JL-1,12JL-1,47.3,32.5,6,6,0.5,0.6667,0.978,1.0,6,6,0.5,0.6667,1.0,1.0
1003820,19682,both_high_confidence,True,True,True,True,same_feeder_ambiguous,8160 PIUTE RD LOT B199,COLO SPGS,12JL-1,12JL-1,12JL-1,24.2,103.4,6,6,0.5,0.6667,1.0,1.0,6,6,0.5,0.6667,1.0,1.0
1003823,19689,both_high_confidence,True,True,True,True,same_feeder_ambiguous,8160 PIUTE RD LOT A91,COLO SPGS,12JL-1,12JL-1,12JL-1,46.9,39.6,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1004420,133434,both_high_confidence,True,True,True,True,same_feeder_ambiguous,8696 ECKBERG HTS,COLO SPGS,12BG-23,12BG-23,12BG-23,47.5,57.4,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1004925,4721,both_high_confidence,True,True,True,True,same_feeder_ambiguous,102 1/2 HULDA LN,COLO SPGS,12SP-35,12SP-35,12SP-35,32.2,43.5,16,16,0.5,0.6875,1.0,1.0,16,16,0.5,0.6875,1.0,1.0
1005219,109104,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4761 KERRY LYNN VW,COLO SPGS,12ST-3,12ST-3,12ST-3,23.0,37.0,8,8,0.5,0.75,0.825,0.889,8,8,0.5,0.75,1.0,1.0
1006203,11897,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6410 SHOWHORSE CT,COLO SPGS,12CL-11,12CL-11,12CL-11,36.2,49.5,8,8,0.5,0.75,1.0,1.0,8,8,0.5,0.75,1.0,1.0
1006204,11897,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6416 SHOWHORSE CT,COLO SPGS,12CL-11,12CL-11,12CL-11,14.2,41.9,8,8,0.5,0.75,1.0,1.0,8,8,0.5,0.75,1.0,1.0
1006651,24109,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"6307 BLAZING STAR DR, SPKG",COLO SPGS,12ST-4,12ST-4,12ST-4,7.2,60.7,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1007358,10453,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4961 ARDLEY DR,COLO SPGS,12ST-1,12ST-21,12ST-21,37.5,50.5,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1007841,689,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4546 HAGERMAN AVE,CASCADE,12HY-2,12HY-2,12HY-2,36.9,56.7,4,4,0.5,0.75,0.741,0.778,4,4,0.5,0.75,1.0,1.0
1009969,11796,both_high_confidence,True,True,True,True,same_feeder_ambiguous,3748 TUTT BLVD,COLO SPGS,12ST-24,12ST-24,12ST-24,43.3,92.9,6,6,0.5,0.6667,0.933,1.0,6,6,0.5,0.6667,1.0,1.0
1012976,336000,both_high_confidence,True,True,True,True,same_feeder_ambiguous,,,12ST-22,12ST-22,12ST-22,48.1,65.2,8,8,0.5,0.75,1.0,0.889,8,8,0.5,0.75,1.0,1.0
1013029,3916,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"1430 E FOUNTAIN BLVD, HSEMTR",COLO SPGS,12SF-15,12SF-15,12SF-15,38.3,32.5,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1014562,5416,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"527 WIDEFIELD DR, CELLSITE",COLO SPGS,12BY-34,12BY-34,12BY-34,7.7,68.4,4,4,0.5,0.75,0.963,1.0,4,4,0.5,0.75,1.0,1.0
1020592,9241,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5890 DRIFTER ST,COLO SPGS,12AP-3,12AP-3,12AP-3,45.2,64.8,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1023546,9032,both_high_confidence,True,True,True,True,same_feeder_ambiguous,,,12AP-3,12AP-3,12AP-3,48.3,36.3,6,6,0.5,0.6667,1.0,1.0,6,6,0.5,0.6667,1.0,1.0
1023831,7733,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"697 E WOODMEN RD, RAMP MTR",COLO SPGS,12WN-4,12WN-4,12WN-4,14.7,54.2,6,6,0.5,0.6667,0.956,1.0,6,6,0.5,0.6667,1.0,1.0
1023961,10715,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4617 CHICORY CT,COLO SPGS,12AP-2,12AP-2,12AP-2,58.9,35.4,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1024483,9032,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5127 RUSHFORD PL,COLO SPGS,12AP-3,12AP-3,12AP-3,26.6,30.2,6,6,0.5,0.6667,1.0,1.0,6,6,0.5,0.6667,1.0,1.0
1026068,24062,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6395 BLAZING STAR DR,COLO SPGS,12ST-4,12ST-4,12ST-4,37.2,33.9,8,8,0.5,0.625,0.905,1.0,8,8,0.5,0.625,0.905,1.0
1027256,23496,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4905 TETON PL,COLO SPGS,12AP-3,12AP-3,12AP-3,20.8,71.3,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1027549,23883,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5283 WINDGATE CT,COLO SPGS,12AP-4,12AP-4,12AP-4,41.4,66.3,8,8,0.5,0.75,0.952,1.0,8,8,0.5,0.75,1.0,1.0
1028536,370350,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"4426 HORSE GULCH LOOP, MAIL KIOSK",COLO SPGS,12KC-44,12KC-44,12KC-44,78.8,33.6,6,6,0.5,0.6667,1.0,1.0,6,6,0.5,0.6667,1.0,1.0
1032017,370350,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4361 HORSE GULCH LOOP,COLO SPGS,12KC-44,12KC-44,12KC-44,46.9,42.6,6,6,0.5,0.6667,1.0,1.0,6,6,0.5,0.6667,1.0,1.0
1033287,291199,both_high_confidence,True,True,True,True,same_feeder_ambiguous,10509 FOREST CREEK DR,COLO SPGS,12KC-12,12KC-12,12KC-12,53.7,183.3,4,4,0.5,0.75,1.0,0.889,4,4,0.5,0.75,1.0,1.0
1035239,22111,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4652 KASHMIRE DR,COLO SPGS,13BG-4,13BG-4,13BG-4,34.3,55.2,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1036968,375007,both_high_confidence,True,True,True,True,same_feeder_ambiguous,11035 CRISP AIR DR,COLO SPGS,12KC-12,12KC-12,12KC-12,30.2,86.9,4,4,0.5,0.75,0.889,1.0,4,4,0.5,0.75,1.0,1.0
1042508,343709,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6023 JORIE RD,COLO SPGS,12ST-2,12ST-2,12ST-2,40.1,26.5,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1046155,24411,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4660 EXCALIBUR CT,COLO SPGS,12AP-2,12AP-2,12AP-2,24.0,13.1,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1046974,40616,both_high_confidence,True,True,True,True,cross_feeder_likely_gis_error,"6582 SHIMMERING CREEK DR, SPKG",COLO SPGS,12ST-21,12ST-1,12BG-24,54.1,117.9,8,8,0.5,0.625,1.0,1.0,8,8,0.5,0.625,1.0,1.0
1047425,10822,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4845 BLUESTEM DR,COLO SPGS,12AP-2,12AP-2,12AP-2,29.5,17.3,8,8,0.5,0.75,0.825,0.889,8,8,0.5,0.75,1.0,1.0
1047426,10822,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4847 BLUESTEM DR,COLO SPGS,12AP-2,12AP-2,12AP-2,22.5,23.1,8,8,0.5,0.75,0.921,0.889,8,8,0.5,0.75,1.0,1.0
1047657,180797,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"2020 N POWERS BLVD, SIGN",COLO SPGS,12PR-1,12PR-1,12PR-1,31.5,311.3,6,6,0.5,0.6667,0.933,1.0,6,6,0.5,0.6667,1.0,1.0
1052301,349710,both_high_confidence,True,True,True,True,same_feeder_ambiguous,7232 PREBLE DR,COLO SPGS,12CL-12,12CL-12,12CL-12,34.7,45.6,12,12,0.5,0.75,0.907,1.0,12,12,0.5,0.75,1.0,1.0
1052489,336000,both_high_confidence,True,True,True,True,same_feeder_ambiguous,8738 TRANQUIL KNOLL LN,COLO SPGS,12ST-22,12ST-22,12ST-22,46.4,64.0,8,8,0.5,0.75,1.0,0.889,8,8,0.5,0.75,1.0,1.0
1061722,344972,both_high_confidence,True,True,True,True,same_feeder_ambiguous,11914 RED BULLET LN,COLO SPGS,12KC-13,12KC-13,12KC-13,36.1,42.5,4,4,0.5,0.75,0.778,0.889,4,4,0.5,0.75,1.0,1.0
1063214,370222,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1896 WALNUT CREEK CT,COLO SPGS,12FH-13,12FH-13,12FH-13,77.8,89.4,8,8,0.5,0.75,0.984,1.0,8,8,0.5,0.75,1.0,1.0
1066736,247043,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2139 BENT CREEK DR,COLO SPGS,12FH-12,12FH-12,12FH-12,61.9,49.2,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1067749,39335,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"10294 PONDEROSA PINE WAY, SPKG",COLO SPGS,12KC-44,12KC-44,12KC-44,65.2,105.6,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1072926,149118,both_high_confidence,True,True,True,True,same_feeder_ambiguous,"120 E CACHE LA POUDRE ST, PHONE EQUIP",COLO SPGS,13Y-2,13Y-2,13Y-2,145.3,161.0,4,4,0.5,0.75,0.926,1.0,4,4,0.5,0.75,1.0,1.0
1074042,349710,both_high_confidence,True,True,True,True,same_feeder_ambiguous,,,12CL-12,12CL-12,12CL-12,40.8,46.5,12,12,0.5,0.75,0.907,1.0,12,12,0.5,0.75,1.0,1.0
1075750,27352,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5120 ALMONT AVE,COLO SPGS,12BY-34,12BY-34,12BY-34,45.5,16.9,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1076464,19225,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5265 WATER DIPPER RD,COLO SPGS,13KE-71,13KE-71,13KE-71,33.1,36.4,6,6,0.5,0.6667,1.0,1.0,6,6,0.5,0.6667,1.0,1.0
1076466,19225,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5279 WATER DIPPER RD,COLO SPGS,13KE-71,13KE-71,13KE-71,51.6,37.0,6,6,0.5,0.6667,1.0,1.0,6,6,0.5,0.6667,1.0,1.0
1078700,19163,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4913 WITCHES HOLLOW LN,COLO SPGS,13KE-71,13KE-71,13KE-71,49.3,46.7,8,8,0.5,0.625,0.968,1.0,8,8,0.5,0.625,1.0,1.0
1081528,13998,both_high_confidence,True,True,True,True,same_feeder_ambiguous,6361 PALMER PARK BLVD,COLO SPGS,12CL-13,12CL-13,12CL-13,44.5,52.0,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1081778,15742,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5150 AIRPORT RD LOT D159,COLO SPGS,13PV-4,13PV-4,13PV-4,32.4,45.4,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1082027,15778,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5150 AIRPORT RD LOT E187,COLO SPGS,13PV-4,13PV-4,13PV-4,17.6,14.2,6,6,0.5,0.6667,1.0,1.0,6,6,0.5,0.6667,1.0,1.0
1088792,349710,both_high_confidence,True,True,True,True,same_feeder_ambiguous,7220 PREBLE DR,COLO SPGS,12CL-12,12CL-12,12CL-12,32.5,58.6,12,12,0.5,0.75,0.944,1.0,12,12,0.5,0.75,1.0,1.0
1089823,14083,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1570 HIAWATHA DR,COLO SPGS,12CL-13,12CL-13,12CL-13,91.0,43.4,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1090029,14023,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1640 HIAWATHA DR,COLO SPGS,12CL-13,12CL-13,12CL-13,60.6,73.4,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1091518,27465,both_high_confidence,True,True,True,True,same_feeder_ambiguous,450 PAISLEY DR,COLO SPGS,12JL-2,12JL-2,12JL-2,46.2,40.8,4,4,0.5,0.75,0.889,0.889,4,4,0.5,0.75,1.0,1.0
1091847,17524,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4742 MONICA DR,COLO SPGS,13KE-64,13KE-64,13KE-64,24.0,24.3,4,4,0.5,0.75,1.0,0.889,4,4,0.5,0.75,1.0,1.0
1092844,26268,both_high_confidence,True,True,True,True,same_feeder_ambiguous,441 VALLEY HI CIR,COLO SPGS,12EG-2,12EG-2,12EG-2,61.5,59.7,4,4,0.5,0.75,1.0,0.889,4,4,0.5,0.75,1.0,1.0
1093115,26859,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2775 JET WING DR,COLO SPGS,13KE-61,13KE-61,13KE-61,45.9,15.4,4,4,0.5,0.75,0.963,1.0,4,4,0.5,0.75,1.0,1.0
1100427,26470,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4630 JET WING CIR W,COLO SPGS,13PV-4,13PV-4,13PV-4,62.5,37.8,8,8,0.5,0.625,0.981,1.0,8,8,0.5,0.625,1.0,1.0
1102857,15778,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5150 AIRPORT RD LOT E193,COLO SPGS,13PV-4,13PV-4,13PV-4,22.4,31.7,6,6,0.5,0.6667,1.0,1.0,6,6,0.5,0.6667,1.0,1.0
1103062,17172,both_high_confidence,True,True,True,True,same_feeder_ambiguous,3655 EL MORRO RD LOT 7,COLO SPGS,13KE-63,13KE-63,13KE-63,33.4,38.7,6,6,0.5,0.6667,1.0,1.0,6,6,0.5,0.6667,1.0,1.0
1103078,26670,both_high_confidence,True,True,True,True,same_feeder_ambiguous,3655 EL MORRO RD LOT 8,COLO SPGS,13KE-63,13KE-63,13KE-63,20.3,31.4,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1103097,17172,both_high_confidence,True,True,True,True,same_feeder_ambiguous,3655 EL MORRO RD LOT 147,COLO SPGS,13KE-63,13KE-63,13KE-63,31.0,31.4,6,6,0.5,0.6667,1.0,1.0,6,6,0.5,0.6667,1.0,1.0
1103169,26470,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1302 RIDE LN,COLO SPGS,13PV-4,13PV-4,13PV-4,18.2,15.3,8,8,0.5,0.625,0.981,1.0,8,8,0.5,0.625,1.0,1.0
1105738,1679,both_high_confidence,True,True,True,True,same_feeder_ambiguous,,,13RI-9,13RI-9,13RI-9,50.3,45.6,4,4,0.5,0.75,0.963,0.778,4,4,0.5,0.75,1.0,1.0
1106452,17239,both_high_confidence,True,True,True,True,same_feeder_ambiguous,3655 EL MORRO RD LOT 45,COLO SPGS,13KE-63,13KE-63,13KE-63,14.0,32.7,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1108667,26746,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2545 CARMEL DR,COLO SPGS,13HK-1,13HK-1,13HK-1,15.2,63.3,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1109901,15783,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5150 AIRPORT RD LOT A29,COLO SPGS,13PV-4,13PV-4,13PV-4,13.5,15.5,4,4,0.5,0.75,1.0,0.889,4,4,0.5,0.75,1.0,1.0
1110163,5145,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1127 MAXWELL ST,COLO SPGS,12BY-31,12BY-31,12BY-31,25.0,151.8,16,16,0.5,0.75,0.993,1.0,16,16,0.5,0.75,1.0,1.0
1110701,14391,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1095 WESTERN DR LOT 467,COLO SPGS,12CL-13,12CL-13,12CL-13,65.5,32.0,6,6,0.5,0.6667,1.0,1.0,6,6,0.5,0.6667,1.0,1.0
1110968,4980,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2865 E LAS VEGAS ST,COLO SPGS,12BY-33,12BY-33,12BY-33,59.0,114.9,4,4,0.5,0.75,0.926,1.0,4,4,0.5,0.75,1.0,1.0
1111196,5145,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1119 MAXWELL ST,COLO SPGS,12BY-31,12BY-31,12BY-31,29.2,195.7,16,16,0.5,0.75,0.993,1.0,16,16,0.5,0.75,1.0,1.0
1111197,5145,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1123 MAXWELL ST,COLO SPGS,12BY-31,12BY-31,12BY-31,39.3,190.2,16,16,0.5,0.75,0.993,1.0,16,16,0.5,0.75,1.0,1.0
1111199,5145,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1125 MAXWELL ST,COLO SPGS,12BY-31,12BY-31,12BY-31,27.0,168.9,16,16,0.5,0.75,0.993,1.0,16,16,0.5,0.75,1.0,1.0
1111762,18234,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4060 COLONY HILLS CIR,COLO SPGS,13KE-73,13KE-73,13KE-73,36.3,46.5,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1112395,18181,both_high_confidence,True,True,True,True,same_feeder_ambiguous,3280 S ACADEMY BLVD LOT 255,COLO SPGS,13KE-73,13KE-73,13KE-73,27.7,18.3,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1112435,14391,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1095 WESTERN DR LOT 88,COLO SPGS,12CL-13,12CL-13,12CL-13,70.8,30.6,6,6,0.5,0.6667,1.0,1.0,6,6,0.5,0.6667,1.0,1.0
1112927,13008,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4840 SANTIAGO WAY,COLO SPGS,12PR-2,12PR-2,12PR-2,46.7,12.0,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1113565,18973,both_high_confidence,True,True,True,True,same_feeder_ambiguous,3375 GLENARM RD LOT 21,COLO SPGS,12BY-33,12BY-33,12BY-33,23.3,39.6,8,8,0.5,0.75,1.0,1.0,8,8,0.5,0.75,1.0,1.0
1113567,18973,both_high_confidence,True,True,True,True,same_feeder_ambiguous,3375 GLENARM RD LOT 20,COLO SPGS,12BY-33,12BY-33,12BY-33,36.8,43.7,8,8,0.5,0.75,1.0,1.0,8,8,0.5,0.75,1.0,1.0
1113711,14070,both_high_confidence,True,True,True,True,same_feeder_ambiguous,1545 KENLAND CT,COLO SPGS,13RI-11,13RI-11,13RI-11,27.7,35.2,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1113837,18271,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4243 DEERFIELD HILLS RD,COLO SPGS,13KE-73,13KE-73,13KE-73,20.1,19.2,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1114755,25408,both_high_confidence,True,True,True,True,same_feeder_ambiguous,4245 MCPHERSON AVE,COLO SPGS,13RI-9,13RI-9,13RI-9,89.8,61.4,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1116110,13100,both_high_confidence,True,True,True,True,same_feeder_ambiguous,2825 INSPIRATION DR,COLO SPGS,12PR-2,12PR-2,12PR-2,20.8,26.0,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
1116403,13173,both_high_confidence,True,True,True,True,same_feeder_ambiguous,5085 ESCAPARDO WAY,COLO SPGS,12PR-2,12PR-2,12PR-2,71.5,66.6,4,4,0.5,0.75,1.0,1.0,4,4,0.5,0.75,1.0,1.0
