BADGE,RECOMMENDED_TRANSFORMER,CONSENSUS_TIER,IN_V1,IN_V1_HIGH_CONF,IN_V2,IN_V2_HIGH_CONF,RECOMMENDATION_TYPE,BADGE_ADDRESS,BADGE_CITY,BADGE_FEEDERID,CURRENT_TX_FEEDERID,RECOMMENDED_TX_FEEDERID,DISTANCE_BADGE_TO_CURRENT_M,DISTANCE_BADGE_TO_RECOMMENDED_M,V1_CLUSTER_SIZE,V1_MAPPED_PEERS,V1_CONFIDENCE_GAP,V1_MAJORITY_SHARE,V1_PEER_STABILITY,V1_RECOMMENDATION_STABILITY,V2_CLUSTER_SIZE,V2_MAPPED_PEERS,V2_CONFIDENCE_GAP,V2_MAJORITY_SHARE,V2_PEER_STABILITY,V2_RECOMMENDATION_STABILITY
1201460,12449,both_seen,True,False,True,False,same_feeder_ambiguous,3640 KNOLL LN APT 109,COLO SPGS,12CD-2,12CD-2,12CD-2,38.6,91.4,10,10,0.0,0.5,0.889,1.0,10,10,0.0,0.5,1.0,1.0
1201461,12449,both_seen,True,False,True,False,same_feeder_ambiguous,3640 KNOLL LN APT 112,COLO SPGS,12CD-2,12CD-2,12CD-2,35.6,93.7,10,10,0.0,0.5,0.938,1.0,10,10,0.0,0.5,1.0,1.0
1201864,5076,both_seen,True,False,True,False,unknown_feeder,2195 OLD STAGE RD,COLO SPGS,,,13BR-2,,69.0,2,2,0.0,0.5,1.0,1.0,2,2,0.0,0.5,1.0,1.0
1201870,165117,both_seen,True,False,True,False,same_feeder_ambiguous,4155 ROSALIE ST,COLO SPGS,12AP-4,12AP-4,12AP-4,30.9,57.3,4,4,0.0,0.5,1.0,0.667,4,4,0.0,0.5,1.0,1.0
1201951,12084,both_seen,True,False,True,False,same_feeder_ambiguous,4680 PICTURESQUE CIR,COLO SPGS,13RI-9,13RI-9,13RI-9,18.9,70.5,10,10,0.0,0.5,0.815,0.667,10,10,0.0,0.5,1.0,1.0
1201953,12084,both_seen,True,False,True,False,same_feeder_ambiguous,4645 ADIEU CIR,COLO SPGS,13RI-9,13RI-9,13RI-9,21.3,40.3,10,10,0.0,0.5,0.815,0.667,10,10,0.0,0.5,1.0,1.0
1202100,18127,both_seen,True,False,True,False,,,,,,,,,10,10,0.0,0.5,,,10,10,0.0,0.5,0.63,0.333
1202229,18127,both_seen,True,False,True,False,,,,,,,,,10,10,0.0,0.5,,,10,10,0.0,0.5,0.63,0.333
1202394,18311,both_seen,True,False,True,False,,,,,,,,,16,16,0.0,0.375,,,16,16,0.0,0.375,1.0,1.0
1202395,18311,both_seen,True,False,True,False,,,,,,,,,16,16,0.0,0.375,,,16,16,0.0,0.375,1.0,1.0
1202428,5032,both_seen,True,False,True,False,same_feeder_ambiguous,627 LOOMIS AVE,COLO SPGS,12BY-31,12BY-31,12BY-31,45.5,99.2,6,6,0.0,0.5,1.0,1.0,6,6,0.0,0.5,1.0,1.0
1202459,17939,both_seen,True,False,True,False,same_feeder_ambiguous,2945 WESTCLIFF CIR,COLO SPGS,13SG-3,13SG-3,13SG-3,27.0,44.6,4,4,0.0,0.5,1.0,0.889,4,4,0.0,0.5,1.0,1.0
1202460,17934,both_seen,True,False,True,False,same_feeder_ambiguous,2983 WESTCLIFF CIR,COLO SPGS,13SG-3,13SG-3,13SG-3,28.0,68.9,6,6,0.0,0.5,0.889,0.889,6,6,0.0,0.5,1.0,1.0
1202461,17934,both_seen,True,False,True,False,same_feeder_ambiguous,2965 WESTCLIFF CIR,COLO SPGS,13SG-3,13SG-3,13SG-3,20.8,51.5,6,6,0.0,0.5,0.978,1.0,6,6,0.0,0.5,1.0,1.0
1202513,17934,both_seen,True,False,True,False,same_feeder_ambiguous,2971 WESTCLIFF CIR,COLO SPGS,13SG-3,13SG-3,13SG-3,14.9,53.2,6,6,0.0,0.5,0.978,1.0,6,6,0.0,0.5,1.0,1.0
1202696,18127,both_seen,True,False,True,False,,,,,,,,,10,10,0.0,0.5,,,10,10,0.0,0.5,0.63,0.333
1202843,31358,both_seen,True,False,True,False,same_feeder_ambiguous,3361 JANITELL RD,COLO SPGS,12BY-31,12BY-31,12BY-31,8.1,92.5,2,2,0.0,0.5,1.0,1.0,2,2,0.0,0.5,1.0,1.0
1202859,18922,both_seen,True,False,True,False,,,,,,,,,8,8,0.0,0.5,,,8,8,0.0,0.5,1.0,1.0
1202950,27202,both_seen,True,False,True,False,same_feeder_ambiguous,3907 LEAH HTS,COLO SPGS,13SR-1,13SR-1,13SR-1,50.1,34.1,8,8,0.0,0.5,1.0,0.889,8,8,0.0,0.5,1.0,1.0
1202951,27202,both_seen,True,False,True,False,same_feeder_ambiguous,3903 LEAH HTS,COLO SPGS,13SR-1,13SR-1,13SR-1,57.0,28.0,8,8,0.0,0.5,1.0,0.889,8,8,0.0,0.5,1.0,1.0
1202952,27202,both_seen,True,False,True,False,same_feeder_ambiguous,3911 LEAH HTS,COLO SPGS,13SR-1,13SR-1,13SR-1,40.7,44.0,8,8,0.0,0.5,1.0,0.889,8,8,0.0,0.5,1.0,1.0
1202953,27202,both_seen,True,False,True,False,same_feeder_ambiguous,3915 LEAH HTS,COLO SPGS,13SR-1,13SR-1,13SR-1,34.6,51.0,8,8,0.0,0.5,1.0,0.889,8,8,0.0,0.5,1.0,1.0
1202978,27213,both_seen,True,False,True,False,same_feeder_ambiguous,3926 LEAH HTS,COLO SPGS,13SR-1,13SR-1,13SR-1,26.4,15.9,10,10,0.0,0.4,0.556,0.556,10,10,0.0,0.4,1.0,1.0
1202979,27213,both_seen,True,False,True,False,same_feeder_ambiguous,3931 NICKI HTS,COLO SPGS,13SR-1,13SR-1,13SR-1,18.9,25.9,10,10,0.0,0.4,0.901,0.556,10,10,0.0,0.4,1.0,1.0
1202980,27213,both_seen,True,False,True,False,same_feeder_ambiguous,3930 LEAH HTS,COLO SPGS,13SR-1,13SR-1,13SR-1,19.6,21.1,10,10,0.0,0.4,0.901,0.556,10,10,0.0,0.4,1.0,1.0
1202981,27213,both_seen,True,False,True,False,same_feeder_ambiguous,3927 NICKI HTS,COLO SPGS,13SR-1,13SR-1,13SR-1,27.3,22.7,10,10,0.0,0.4,0.901,0.556,10,10,0.0,0.4,1.0,1.0
1203133,15076,both_seen,True,False,True,False,same_feeder_ambiguous,574 OBSERVATORY DR,COLO SPGS,13Y-1,13Y-1,13Y-1,23.5,45.4,6,6,0.0,0.5,0.911,0.444,6,6,0.0,0.5,1.0,1.0
1203533,7931,both_seen,True,False,True,False,,,,,,,,,11,11,0.0,0.3636,,,11,11,0.0,0.3636,0.933,0.333
1205538,13419,both_seen,True,False,True,False,same_feeder_ambiguous,"3752 MAIZELAND RD, SPKG",COLO SPGS,13RI-2,13RI-2,13RI-2,27.7,387.7,3,3,0.0,0.3333,0.5,0.444,3,3,0.0,0.3333,1.0,1.0
1205811,284164,both_seen,True,False,True,False,same_feeder_ambiguous,4148 DOUGLASS LOOP,COLO SPGS,12AS-12,12AS-12,12AS-12,87.9,117.9,6,6,0.0,0.5,0.956,0.778,6,6,0.0,0.5,1.0,1.0
1205812,284164,both_seen,True,False,True,False,same_feeder_ambiguous,4144 DOUGLASS LOOP,COLO SPGS,12AS-12,12AS-12,12AS-12,28.4,128.6,6,6,0.0,0.5,0.956,0.778,6,6,0.0,0.5,1.0,1.0
1205913,14443,both_seen,True,False,True,False,same_feeder_ambiguous,850 N 17TH ST APT B,COLO SPGS,13Y-1,13Y-1,13Y-1,20.6,27.5,8,8,0.0,0.5,1.0,1.0,8,8,0.0,0.5,1.0,1.0
1205914,14443,both_seen,True,False,True,False,same_feeder_ambiguous,850 N 17TH ST APT C,COLO SPGS,13Y-1,13Y-1,13Y-1,16.9,30.4,8,8,0.0,0.5,1.0,1.0,8,8,0.0,0.5,1.0,1.0
1205915,14443,both_seen,True,False,True,False,same_feeder_ambiguous,850 N 17TH ST APT D,COLO SPGS,13Y-1,13Y-1,13Y-1,13.7,32.8,8,8,0.0,0.5,1.0,1.0,8,8,0.0,0.5,1.0,1.0
1205916,14443,both_seen,True,False,True,False,same_feeder_ambiguous,850 N 17TH ST APT A,COLO SPGS,13Y-1,13Y-1,13Y-1,10.5,35.6,8,8,0.0,0.5,1.0,1.0,8,8,0.0,0.5,1.0,1.0
1206309,14822,both_seen,True,False,True,False,same_feeder_ambiguous,"220 MESA RD, POND",COLO SPGS,12FT-2,12FT-2,12FT-2,8.9,423.3,8,8,0.0,0.25,0.978,1.0,5,5,0.0,0.4,0.5,0.333
1206338,21395,both_seen,True,False,True,False,same_feeder_ambiguous,"305 S INTERSTATE 25, LIGHTS",COLO SPGS,12SP-34,12SP-34,12SP-34,9.5,326.8,4,4,0.0,0.25,1.0,1.0,4,4,0.0,0.25,1.0,1.0
1206369,13752,both_seen,True,False,True,False,same_feeder_ambiguous,805 BROADVIEW PL,COLO SPGS,12FT-1,12FT-1,12FT-1,65.2,655.0,21,21,0.0,0.1429,0.988,1.0,21,21,0.0,0.1429,0.967,1.0
1206370,13752,both_seen,True,False,True,False,same_feeder_ambiguous,810 BROADVIEW PL,COLO SPGS,12FT-1,12FT-1,12FT-1,34.3,622.0,21,21,0.0,0.1429,0.988,1.0,21,21,0.0,0.1429,0.967,1.0
1206401,13752,both_seen,True,False,True,False,same_feeder_ambiguous,970 BROADVIEW PL,COLO SPGS,12FT-1,12FT-1,12FT-1,52.1,306.7,21,21,0.0,0.1429,0.988,1.0,21,21,0.0,0.1429,0.967,1.0
1206402,13752,both_seen,True,False,True,False,same_feeder_ambiguous,950 BROADVIEW PL,COLO SPGS,12FT-1,12FT-1,12FT-1,63.5,389.2,21,21,0.0,0.1429,0.988,1.0,21,21,0.0,0.1429,0.967,1.0
1206450,13752,both_seen,True,False,True,False,same_feeder_ambiguous,920 BROADVIEW PL,COLO SPGS,12FT-1,12FT-1,12FT-1,85.5,405.2,21,21,0.0,0.1429,0.988,1.0,21,21,0.0,0.1429,0.967,1.0
1206452,13752,both_seen,True,False,True,False,same_feeder_ambiguous,825 BROADVIEW PL,COLO SPGS,12FT-1,12FT-1,12FT-1,33.0,615.1,21,21,0.0,0.1429,0.988,1.0,21,21,0.0,0.1429,0.967,1.0
1207084,13343,both_seen,True,False,True,False,same_feeder_ambiguous,2522 FAIRWAY DR,COLO SPGS,12PJ-1,12PJ-1,12PJ-1,44.4,42.1,10,10,0.0,0.4,0.63,0.444,10,10,0.0,0.4,0.778,0.667
1207275,13419,both_seen,True,False,True,False,same_feeder_ambiguous,,,13RI-2,13RI-2,13RI-2,8.4,110.3,3,3,0.0,0.3333,0.611,0.667,3,3,0.0,0.3333,1.0,1.0
1207810,1101,both_seen,True,False,True,False,same_feeder_ambiguous,3214 LESLIE DR,COLO SPGS,13NP-3,13NP-3,13NP-3,97.6,66.4,9,9,0.0,0.3333,0.819,0.556,9,9,0.0,0.3333,1.0,1.0
1208412,11687,both_seen,True,False,True,False,same_feeder_ambiguous,1188 APPLEWOOD DR,COLO SPGS,13NP-1,13NP-1,13NP-1,26.5,39.0,7,7,0.0,0.4286,1.0,0.889,7,7,0.0,0.4286,1.0,1.0
1208457,11687,both_seen,True,False,True,False,same_feeder_ambiguous,1186 APPLEWOOD DR,COLO SPGS,13NP-1,13NP-1,13NP-1,10.1,65.9,7,7,0.0,0.4286,1.0,0.889,7,7,0.0,0.4286,1.0,1.0
1208458,11687,both_seen,True,False,True,False,same_feeder_ambiguous,1162 APPLEWOOD DR,COLO SPGS,13NP-1,13NP-1,13NP-1,52.9,111.9,7,7,0.0,0.4286,1.0,0.889,7,7,0.0,0.4286,1.0,1.0
1208631,11136,both_seen,True,False,True,False,same_feeder_ambiguous,"2465 DAMON DR, ELEC2",COLO SPGS,12C-3,12C-3,12C-3,42.2,50.5,2,2,0.0,0.5,1.0,1.0,2,2,0.0,0.5,1.0,1.0
1209647,164807,both_seen,True,False,True,False,same_feeder_ambiguous,4128 PARK VILLAGE GRV,COLO SPGS,12AP-4,12AP-4,12AP-4,18.3,32.7,12,12,0.0,0.3333,0.949,0.333,12,12,0.0,0.3333,1.0,0.333
1209673,164807,both_seen,True,False,True,False,same_feeder_ambiguous,4146 PARK VILLAGE GRV,COLO SPGS,12AP-4,12AP-4,12AP-4,17.4,53.0,12,12,0.0,0.3333,0.949,0.333,12,12,0.0,0.3333,1.0,0.333
1209676,164807,both_seen,True,False,True,False,same_feeder_ambiguous,4134 PARK VILLAGE GRV,COLO SPGS,12AP-4,12AP-4,12AP-4,15.6,42.2,12,12,0.0,0.3333,0.848,0.333,12,12,0.0,0.3333,1.0,0.333
1209834,12110,both_seen,True,False,True,False,same_feeder_ambiguous,3638 HAVEN CIR,COLO SPGS,13RI-9,13RI-9,13RI-9,33.6,70.1,8,8,0.0,0.5,0.937,0.889,8,8,0.0,0.5,1.0,1.0
1209899,12110,both_seen,True,False,True,False,same_feeder_ambiguous,3610 N CAREFREE CIR,COLO SPGS,13RI-9,13RI-9,13RI-9,47.6,140.1,8,8,0.0,0.5,0.937,0.889,8,8,0.0,0.5,1.0,1.0
1209900,12110,both_seen,True,False,True,False,same_feeder_ambiguous,3620 N CAREFREE CIR,COLO SPGS,13RI-9,13RI-9,13RI-9,19.7,115.7,8,8,0.0,0.5,0.937,0.889,8,8,0.0,0.5,1.0,1.0
1210111,10251,both_seen,True,False,True,False,same_feeder_ambiguous,2145 MONTEBELLO DR W,COLO SPGS,12WN-23,12WN-23,12WN-23,27.7,105.4,10,10,0.0,0.5,0.938,0.889,10,10,0.0,0.5,1.0,1.0
1210133,1671,both_seen,True,False,True,False,same_feeder_ambiguous,2020 N CHELTON RD,COLO SPGS,13RI-2,13RI-2,13RI-2,32.0,92.6,8,8,0.0,0.5,1.0,1.0,8,8,0.0,0.5,1.0,1.0
1210145,1671,both_seen,True,False,True,False,same_feeder_ambiguous,2024 N CHELTON RD,COLO SPGS,13RI-2,13RI-2,13RI-2,52.1,72.2,8,8,0.0,0.5,1.0,1.0,8,8,0.0,0.5,1.0,1.0
1210219,1101,both_seen,True,False,True,False,same_feeder_ambiguous,3210 LESLIE DR,COLO SPGS,13NP-3,13NP-3,13NP-3,61.4,105.5,9,9,0.0,0.3333,0.819,0.556,9,9,0.0,0.3333,1.0,1.0
1210284,1101,both_seen,True,False,True,False,same_feeder_ambiguous,3204 LESLIE DR,COLO SPGS,13NP-3,13NP-3,13NP-3,33.0,182.1,9,9,0.0,0.3333,0.819,0.556,9,9,0.0,0.3333,1.0,1.0
1210429,13255,both_seen,True,False,True,False,same_feeder_ambiguous,2818 COUNTRY CLUB DR,COLO SPGS,13NP-3,13NP-3,13NP-3,15.8,97.4,9,9,0.0,0.4444,1.0,1.0,9,9,0.0,0.4444,1.0,1.0
1210430,13255,both_seen,True,False,True,False,same_feeder_ambiguous,2802 COUNTRY CLUB DR,COLO SPGS,13NP-3,13NP-3,13NP-3,69.9,160.4,9,9,0.0,0.4444,1.0,1.0,9,9,0.0,0.4444,1.0,1.0
1210431,13255,both_seen,True,False,True,False,same_feeder_ambiguous,2824 COUNTRY CLUB DR,COLO SPGS,13NP-3,13NP-3,13NP-3,30.2,65.5,9,9,0.0,0.4444,1.0,1.0,9,9,0.0,0.4444,1.0,1.0
1210432,13255,both_seen,True,False,True,False,same_feeder_ambiguous,2810 COUNTRY CLUB DR,COLO SPGS,13NP-3,13NP-3,13NP-3,41.5,130.6,9,9,0.0,0.4444,1.0,1.0,9,9,0.0,0.4444,1.0,1.0
1210591,1671,both_seen,True,False,True,False,same_feeder_ambiguous,2017 CARLTON AVE,COLO SPGS,13RI-2,13RI-2,13RI-2,44.9,95.9,8,8,0.0,0.5,1.0,1.0,8,8,0.0,0.5,1.0,1.0
1210735,1671,both_seen,True,False,True,False,same_feeder_ambiguous,2021 CARLTON AVE,COLO SPGS,13RI-2,13RI-2,13RI-2,59.6,77.1,8,8,0.0,0.5,1.0,1.0,8,8,0.0,0.5,1.0,1.0
1211053,724,both_seen,True,False,True,False,same_feeder_ambiguous,315 MAPLEWOOD DR,COLO SPGS,13NP-1,13NP-1,13NP-1,28.5,83.9,8,8,0.0,0.5,1.0,1.0,8,8,0.0,0.5,1.0,1.0
1211054,724,both_seen,True,False,True,False,same_feeder_ambiguous,313 MAPLEWOOD DR,COLO SPGS,13NP-1,13NP-1,13NP-1,48.4,62.5,8,8,0.0,0.5,1.0,1.0,8,8,0.0,0.5,1.0,1.0
1211245,12039,both_seen,True,False,True,False,same_feeder_ambiguous,3675 CAMELS VW,COLO SPGS,13IP-3,13IP-3,13IP-3,48.7,81.8,8,8,0.0,0.5,1.0,0.444,8,8,0.0,0.5,1.0,1.0
1215688,21395,both_seen,True,False,True,False,same_feeder_ambiguous,"617 W CIMARRON ST, TRF SG",COLO SPGS,12SP-34,12SP-34,12SP-34,117.3,111.6,4,4,0.0,0.25,1.0,1.0,4,4,0.0,0.25,1.0,1.0
1215982,50844,both_seen,True,False,True,False,same_feeder_ambiguous,"45 MARLAND RD, PHONE EQUIP",COLO SPGS,13BR-2,13BR-2,13BR-2,84.4,109.9,3,3,0.0,0.3333,1.0,1.0,3,3,0.0,0.3333,1.0,1.0
1216873,8486,both_seen,True,False,True,False,same_feeder_ambiguous,3157 HEARTHRIDGE CIR,COLO SPGS,13CW-12,13CW-12,13CW-12,18.4,18.1,8,8,0.0,0.5,1.0,1.0,8,8,0.0,0.5,1.0,1.0
1217867,11958,both_seen,True,False,True,False,same_feeder_ambiguous,4927 N CAREFREE CIR,COLO SPGS,13RI-9,13RI-9,13RI-9,27.5,28.6,3,3,0.0,0.3333,1.0,1.0,3,3,0.0,0.3333,1.0,1.0
1218057,12113,both_seen,True,False,True,False,same_feeder_ambiguous,5030 WHIP TRL,COLO SPGS,13PR-3,13PR-3,13PR-3,36.3,70.9,18,18,0.0,0.1667,0.463,0.444,18,18,0.0,0.1667,1.0,1.0
1218058,12113,both_seen,True,False,True,False,same_feeder_ambiguous,5015 WHIP TRL,COLO SPGS,13PR-3,13PR-3,13PR-3,16.6,113.1,18,18,0.0,0.1667,0.698,0.444,18,18,0.0,0.1667,1.0,1.0
1218059,11958,both_seen,True,False,True,False,same_feeder_ambiguous,4975 N CAREFREE CIR,COLO SPGS,13RI-9,13RI-9,13RI-9,24.9,101.2,3,3,0.0,0.3333,1.0,1.0,3,3,0.0,0.3333,1.0,1.0
1218076,12113,both_seen,True,False,True,False,same_feeder_ambiguous,5025 WHIP TRL,COLO SPGS,13PR-3,13PR-3,13PR-3,18.4,85.7,18,18,0.0,0.1667,0.698,0.444,18,18,0.0,0.1667,1.0,1.0
1218077,12113,both_seen,True,False,True,False,same_feeder_ambiguous,5035 WHIP TRL,COLO SPGS,13PR-3,13PR-3,13PR-3,39.9,61.4,18,18,0.0,0.1667,0.691,0.444,18,18,0.0,0.1667,1.0,1.0
1218079,12113,both_seen,True,False,True,False,same_feeder_ambiguous,5010 WHIP TRL,COLO SPGS,13PR-3,13PR-3,13PR-3,12.1,116.0,18,18,0.0,0.1667,0.457,0.444,18,18,0.0,0.1667,1.0,1.0
1218131,12113,both_seen,True,False,True,False,same_feeder_ambiguous,5070 WHIP TRL,COLO SPGS,13PR-3,13PR-3,13PR-3,37.8,51.3,18,18,0.0,0.1667,0.753,0.444,18,18,0.0,0.1667,1.0,1.0
1218573,12477,both_seen,True,False,True,False,same_feeder_ambiguous,3350 RAINDROP DR,COLO SPGS,13RI-9,13RI-9,13RI-9,39.3,115.8,10,10,0.0,0.5,1.0,1.0,10,10,0.0,0.5,1.0,1.0
1218574,12477,both_seen,True,False,True,False,same_feeder_ambiguous,3340 RAINDROP DR,COLO SPGS,13RI-9,13RI-9,13RI-9,34.8,128.6,10,10,0.0,0.5,1.0,1.0,10,10,0.0,0.5,1.0,1.0
1218575,12477,both_seen,True,False,True,False,same_feeder_ambiguous,3370 RAINDROP DR,COLO SPGS,13RI-9,13RI-9,13RI-9,50.7,102.1,10,10,0.0,0.5,1.0,1.0,10,10,0.0,0.5,1.0,1.0
1218596,12477,both_seen,True,False,True,False,same_feeder_ambiguous,4855 WHIMSICAL DR,COLO SPGS,13RI-9,13RI-9,13RI-9,32.8,66.9,10,10,0.0,0.5,1.0,1.0,10,10,0.0,0.5,1.0,1.0
1218597,12477,both_seen,True,False,True,False,same_feeder_ambiguous,4865 WHIMSICAL DR,COLO SPGS,13RI-9,13RI-9,13RI-9,35.6,74.6,10,10,0.0,0.5,1.0,1.0,10,10,0.0,0.5,1.0,1.0
1219076,11694,both_seen,True,False,True,False,same_feeder_ambiguous,3836 ORO BLANCO DR,COLO SPGS,13RI-4,13RI-4,13RI-4,22.9,52.9,6,6,0.0,0.5,0.889,0.778,6,6,0.0,0.5,1.0,1.0
1219340,38405,both_seen,True,False,True,False,same_feeder_ambiguous,5955 BUTTERMERE DR,COLO SPGS,12JL-2,12JL-2,12JL-2,28.6,98.9,18,18,0.0,0.2222,0.949,0.667,8,8,0.0,0.5,1.0,1.0
1219342,38405,both_seen,True,False,True,False,same_feeder_ambiguous,5945 BUTTERMERE DR,COLO SPGS,12JL-2,12JL-2,12JL-2,58.8,65.0,18,18,0.0,0.2222,0.949,0.667,8,8,0.0,0.5,1.0,1.0
1219343,38405,both_seen,True,False,True,False,same_feeder_ambiguous,5965 BUTTERMERE DR,COLO SPGS,12JL-2,12JL-2,12JL-2,32.2,135.2,18,18,0.0,0.2222,0.949,0.667,8,8,0.0,0.5,1.0,1.0
1219484,3267,both_seen,True,False,True,False,same_feeder_ambiguous,523 W BIJOU ST,COLO SPGS,12FT-4,12FT-4,12FT-4,62.7,35.6,4,4,0.0,0.5,1.0,0.667,4,4,0.0,0.5,1.0,1.0
1219487,3267,both_seen,True,False,True,False,same_feeder_ambiguous,525 W BIJOU ST,COLO SPGS,12FT-4,12FT-4,12FT-4,76.9,27.6,4,4,0.0,0.5,1.0,0.667,4,4,0.0,0.5,1.0,1.0
1219577,21494,both_seen,True,False,True,False,same_feeder_ambiguous,912 S SIERRA MADRE ST,COLO SPGS,13S-13,13S-13,13S-13,21.6,137.8,4,4,0.0,0.5,1.0,0.889,4,4,0.0,0.5,1.0,1.0
1219578,21494,both_seen,True,False,True,False,same_feeder_ambiguous,910 S SIERRA MADRE ST,COLO SPGS,13S-13,13S-13,13S-13,15.2,136.6,4,4,0.0,0.5,1.0,0.889,4,4,0.0,0.5,1.0,1.0
1219742,21156,both_seen,True,False,True,False,same_feeder_ambiguous,116 N 13TH ST,COLO SPGS,13Y-1,13Y-1,13Y-1,95.9,48.5,2,2,0.0,0.5,1.0,1.0,2,2,0.0,0.5,1.0,1.0
1219871,5032,both_seen,True,False,True,False,same_feeder_ambiguous,621 LOOMIS AVE,COLO SPGS,12BY-31,12BY-31,12BY-31,37.7,92.4,6,6,0.0,0.5,1.0,1.0,6,6,0.0,0.5,1.0,1.0
1220335,18478,both_seen,True,False,True,False,same_feeder_ambiguous,1050 CHEYENNE MEADOWS RD,COLO SPGS,13SG-3,13SG-3,13SG-3,15.5,93.9,9,9,0.0,0.3333,0.764,0.778,9,9,0.0,0.3333,1.0,1.0
1220349,19069,both_seen,True,False,True,False,same_feeder_ambiguous,4312 ERICSON DR APT D,COLO SPGS,13SR-2,13SR-2,13SR-2,11.8,23.3,10,10,0.0,0.5,0.556,0.556,10,10,0.0,0.5,1.0,1.0
1220350,19069,both_seen,True,False,True,False,same_feeder_ambiguous,4312 ERICSON DR APT C,COLO SPGS,13SR-2,13SR-2,13SR-2,17.5,26.3,10,10,0.0,0.5,0.877,0.778,10,10,0.0,0.5,1.0,1.0
1220351,19069,both_seen,True,False,True,False,same_feeder_ambiguous,"4312 ERICSON DR, HSEMTR",COLO SPGS,13SR-2,13SR-2,13SR-2,6.2,21.1,10,10,0.0,0.5,0.877,0.778,10,10,0.0,0.5,1.0,1.0
1220388,18998,both_seen,True,False,True,False,same_feeder_ambiguous,4370 PEBBLE RIDGE CIR APT 180,COLO SPGS,13SR-1,13SR-1,13SR-1,24.9,35.4,8,8,0.0,0.5,0.921,1.0,8,8,0.0,0.5,1.0,1.0
1220389,18998,both_seen,True,False,True,False,same_feeder_ambiguous,4370 PEBBLE RIDGE CIR APT 178,COLO SPGS,13SR-1,13SR-1,13SR-1,17.0,43.4,8,8,0.0,0.5,0.921,1.0,8,8,0.0,0.5,1.0,1.0
1220390,18998,both_seen,True,False,True,False,same_feeder_ambiguous,4370 PEBBLE RIDGE CIR APT 179,COLO SPGS,13SR-1,13SR-1,13SR-1,21.0,39.4,8,8,0.0,0.5,0.921,1.0,8,8,0.0,0.5,1.0,1.0
1220391,18998,both_seen,True,False,True,False,same_feeder_ambiguous,4370 PEBBLE RIDGE CIR APT 177,COLO SPGS,13SR-1,13SR-1,13SR-1,13.2,47.4,8,8,0.0,0.5,0.556,0.556,8,8,0.0,0.5,1.0,1.0
1220396,18478,both_seen,True,False,True,False,same_feeder_ambiguous,1080 CROSSTRAIL DR,COLO SPGS,13SG-3,13SG-3,13SG-3,34.1,76.7,9,9,0.0,0.3333,0.764,0.778,9,9,0.0,0.3333,1.0,1.0
1220409,19069,both_seen,True,False,True,False,same_feeder_ambiguous,4312 ERICSON DR APT A,COLO SPGS,13SR-2,13SR-2,13SR-2,14.8,24.6,10,10,0.0,0.5,0.877,0.778,10,10,0.0,0.5,1.0,1.0
1220410,19069,both_seen,True,False,True,False,same_feeder_ambiguous,4312 ERICSON DR APT B,COLO SPGS,13SR-2,13SR-2,13SR-2,9.1,22.2,10,10,0.0,0.5,0.877,0.778,10,10,0.0,0.5,1.0,1.0
1220412,18444,both_seen,True,False,True,False,same_feeder_ambiguous,3645 SAN PEDRO PL,COLO SPGS,13SG-3,13SG-3,13SG-3,41.0,76.0,10,10,0.0,0.3,0.679,0.444,4,4,0.0,0.5,1.0,1.0
1220493,5032,both_seen,True,False,True,False,same_feeder_ambiguous,615 LOOMIS AVE,COLO SPGS,12BY-31,12BY-31,12BY-31,35.3,78.8,6,6,0.0,0.5,1.0,1.0,6,6,0.0,0.5,1.0,1.0
1220621,19057,both_seen,True,False,True,False,same_feeder_ambiguous,635 RAVENSWORTH CT,COLO SPGS,13SR-1,13SR-1,13SR-1,21.9,151.6,15,15,0.0,0.3333,0.579,0.444,15,15,0.0,0.3333,1.0,1.0
1220623,19057,both_seen,True,False,True,False,same_feeder_ambiguous,610 RAVENSWORTH CT,COLO SPGS,13SR-1,13SR-1,13SR-1,48.7,190.5,15,15,0.0,0.3333,0.579,0.444,15,15,0.0,0.3333,1.0,1.0
1220741,18127,both_seen,True,False,True,False,,,,,,,,,10,10,0.0,0.5,,,10,10,0.0,0.5,0.63,0.333
1220742,18127,both_seen,True,False,True,False,,,,,,,,,10,10,0.0,0.5,,,10,10,0.0,0.5,0.63,0.333
1221231,164807,both_seen,True,False,True,False,same_feeder_ambiguous,4131 PARK HAVEN VW,COLO SPGS,12AP-4,12AP-4,12AP-4,9.3,72.1,12,12,0.0,0.3333,0.949,0.333,12,12,0.0,0.3333,1.0,0.333
1221463,24123,both_seen,True,False,True,False,same_feeder_ambiguous,5046 N ACADEMY BLVD,COLO SPGS,12WN-23,12WN-23,12WN-23,7.4,8.8,2,2,0.0,0.5,1.0,1.0,2,2,0.0,0.5,1.0,1.0
1221480,11225,both_seen,True,False,True,False,same_feeder_ambiguous,4375 SEDATE LN,COLO SPGS,13RI-9,13RI-9,13RI-9,36.7,187.5,14,14,0.0,0.3571,0.667,0.444,10,10,0.0,0.5,0.815,0.667
1221661,165117,both_seen,True,False,True,False,same_feeder_ambiguous,4145 ROSALIE ST,COLO SPGS,12AP-4,12AP-4,12AP-4,28.0,54.4,4,4,0.0,0.5,1.0,0.667,4,4,0.0,0.5,1.0,1.0
