BADGE,CURRENT_TRANSFORMER,RECOMMENDED_TRANSFORMER,CLUSTER,CLUSTER_SIZE,MAPPED_PEERS,CURRENT_VOTES,MAJORITY_VOTES,MAJORITY_SHARE,CONFIDENCE_GAP,PEER_STABILITY,PEERS_CONSIDERED,TIMES_RECOMMENDED,BADGE_N_RUNS,RECOMMENDATION_STABILITY
1112860,19284,19325,27524,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1142805,14125,25615,28109,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1121489,535612,1044,29002,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1171159,1074,1087,29134,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1122344,25105,25096,29245,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1142982,25513,155515,29302,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1205608,1420,1418,30025,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1125885,1854,1835,30159,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1305079,22092,5965,30613,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1127791,396123,1925,30939,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1286627,22622,22618,31174,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1270836,9255,104285,31234,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1229664,11157,11197,31458,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1143839,25824,25865,31650,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1282001,16936,16952,32309,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1133502,6037,22138,32641,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1199291,9863,9818,33151,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1267816,11739,11774,33690,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1137838,27365,27366,33882,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1306808,4561,21606,33900,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1146908,2611,20782,35533,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1227299,24242,24251,36826,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1165765,3398,265927,38844,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1184861,18887,18924,39132,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1175982,20667,243842,40963,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1180122,12303,12369,42019,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1219570,3968,3979,42430,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1185893,19574,19576,42801,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1189785,4444,4431,42892,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1219839,236157,236158,43601,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1199709,10006,23941,45084,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1201852,23556,23548,45607,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1216110,279080,279079,47226,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
1218487,11743,11722,47841,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0
