BADGE,CURRENT_TRANSFORMER,RECOMMENDED_TRANSFORMER,CLUSTER,CLUSTER_SIZE,MAPPED_PEERS,CURRENT_VOTES,MAJORITY_VOTES,MAJORITY_SHARE,CONFIDENCE_GAP,PEER_STABILITY,PEERS_CONSIDERED,TIMES_RECOMMENDED,BADGE_N_RUNS,RECOMMENDATION_STABILITY,BADGE_ADDRESS,BADGE_CITY,GIS_BADGE_LAT,GIS_BADGE_LON,BADGE_FEEDERID,BADGE_POINT_X,BADGE_POINT_Y,MODEL_BADGE_LAT,MODEL_BADGE_LON,MODEL_VS_GIS_LATLON_DISTANCE_M,LATLON_DISCREPANCY,CURRENT_TX_STRUCTNO,CURRENT_TX_FEEDERID,CURRENT_TX_SUBTYPE,CURRENT_TX_VAULTCD,CURRENT_TX_LAT,CURRENT_TX_LON,CURRENT_TX_KVA,RECOMMENDED_TX_STRUCTNO,RECOMMENDED_TX_FEEDERID,RECOMMENDED_TX_SUBTYPE,RECOMMENDED_TX_VAULTCD,RECOMMENDED_TX_LAT,RECOMMENDED_TX_LON,RECOMMENDED_TX_KVA,DISTANCE_BADGE_TO_CURRENT_M,DISTANCE_BADGE_TO_RECOMMENDED_M,RECOMMENDATION_TYPE
1199709,10006,23941,45084,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,5255 DEL PAZ DR,COLO SPGS,38.907301480000001,-104.773401960000001,12WN-23,-104.773401960000001,38.907301480000001,38.907023,-104.773036,44.3,False,UG6718,12WN-23,UG Transformer Bank,RVW-62,38.907063520000001,-104.773840719999995,25.000000000000000,UG7456,12WN-23,UG Transformer Bank,RVW-60,38.907175330000001,-104.772416399999997,25.000000000000000,46.3,86.4,same_feeder_ambiguous
1201852,23556,23548,45607,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,5934 WOLF CREEK PL,COLO SPGS,38.917667950000002,-104.765994079999999,13CW-4,-104.765994079999999,38.917667950000002,38.917699,-104.76599,3.5,False,UG799,13CW-4,UG Transformer Bank,RVW-254,38.917612320000003,-104.766501450000007,50.000000000000000,UG798,13CW-4,UG Transformer Bank,RVW-258,38.917750009999999,-104.765724939999998,25.000000000000000,44.3,25.0,same_feeder_ambiguous
1216110,279080,279079,47226,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,"4510 E JUNIPER DR, STLITE",COLO SPGS,38.986389740000000,-104.860729590000005,12AS-11,-104.860729590000005,38.986389740000000,38.986389,-104.860729,0.1,False,,,,,,,,,,,,,,,,,unknown_feeder
1218487,11743,11722,47841,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,"4839 PACER LN, SPKG",COLO SPGS,38.887489170000002,-104.737532090000002,12AP-2,-104.737532090000002,38.887489170000002,38.887503,-104.737389,12.5,False,PD2685,12AP-2,UG Transformer Bank,RCVT-5,38.887394190000002,-104.737549979999997,75.000000000000000,PD2684,12AP-2,UG Transformer Bank,RCVT-6,38.887567640000000,-104.737479280000002,75.000000000000000,10.7,9.9,same_feeder_ambiguous
1225842,23010,23030,49052,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,6920 SPROUL LN,COLO SPGS,38.927659210000002,-104.780257210000002,13CW-10,-104.780257210000002,38.927659210000002,38.927675,-104.780259,1.8,False,PD4498,13CW-10,UG Transformer Bank,RCK-13,38.927997589999997,-104.780491369999993,25.000000000000000,PD4499,13CW-10,UG Transformer Bank,RCK-14,38.927495139999998,-104.780492920000000,25.000000000000000,42.7,27.4,same_feeder_ambiguous
1228624,23009,8225,49236,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,2930 MAVERICK DR,COLO SPGS,38.927809900000000,-104.772028669999997,13CW-4,-104.772028669999997,38.927809900000000,38.927846,-104.772023,4.0,False,PD3706,13CW-4,UG Transformer Bank,RD-26,38.928011840000003,-104.772743270000007,50.000000000000000,PD3708,13CW-4,UG Transformer Bank,RD-25,38.927041340000002,-104.772382239999999,25.000000000000000,65.8,90.8,same_feeder_ambiguous
1227147,8899,8950,49249,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,6210 EAGLES NEST DR,COLO SPGS,38.920122689999999,-104.778439180000007,13CW-2,-104.778439180000007,38.920122689999999,38.920164,-104.778447,4.6,False,UG6366,13CW-2,UG Transformer Bank,RVW-367,38.920504639999997,-104.779070090000005,25.000000000000000,UG6367,13CW-2,UG Transformer Bank,RVW-348,38.920005199999999,-104.778863259999994,25.000000000000000,69.2,38.9,same_feeder_ambiguous
1228162,23637,23618,49514,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,2660 LYNCREST DR,COLO SPGS,38.915496609999998,-104.780295370000005,13CW-2,-104.780295370000005,38.915496609999998,38.915476,-104.780365,6.4,False,PD4242,13CW-2,UG Transformer Bank,CLCP-1,38.915497830000000,-104.780131200000000,25.000000000000000,PD5867,13CW-2,UG Transformer Bank,RVW-428,38.916033740000003,-104.780403239999998,25.000000000000000,14.2,60.5,same_feeder_ambiguous
1267976,9881,23860,50592,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,2665 TOMAH PL,COLO SPGS,38.908909330000000,-104.778908920000006,12WN-23,-104.778908920000006,38.908909330000000,38.908947,-104.778919,4.3,False,UG6723,12WN-23,UG Transformer Bank,RVW-138,38.908699620000000,-104.778416230000005,25.000000000000000,UG6725,12WN-23,UG Transformer Bank,RVW-135,38.909057949999998,-104.779056350000005,25.000000000000000,48.6,20.9,same_feeder_ambiguous
1273312,11600,11562,51174,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,1203 GLEN HAVEN PT,COLO SPGS,38.889489390000001,-104.850604739999994,13HL-1,-104.850604739999994,38.889489390000001,38.889485,-104.850548,4.9,False,PD8933,13HL-1,UG Transformer Bank,RCG-23,38.889587650000003,-104.850874809999993,25.000000000000000,PD8934,13HL-1,UG Transformer Bank,RCG-24,38.889868589999999,-104.850898450000003,25.000000000000000,25.8,49.2,same_feeder_ambiguous
1277636,1785,20265,51560,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,17 NARROWS RD,MANITOU,38.862210990000001,-104.917484830000006,12HY-1,-104.917484830000006,38.862210990000001,38.862307,-104.917501,10.8,False,OH48324,12HY-1,OH Transformer Bank,,38.862331840000003,-104.916780189999997,50.000000000000000,OH48338,12HY-1,OH Transformer Bank,,38.861294989999998,-104.917751989999999,25.000000000000000,62.5,104.4,same_feeder_ambiguous
1274081,9643,9606,52259,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,2035 BUTTERNUT TRL,COLO SPGS,38.912158300000002,-104.862915209999997,12WR-2,-104.862915209999997,38.912158300000002,38.912209,-104.862852,7.9,False,PD8829,12WR-2,UG Transformer Bank,RPNV-77,38.912068140000002,-104.862516389999996,25.000000000000000,PD8837,12WR-2,UG Transformer Bank,RPNV-73,38.912571260000000,-104.862750439999999,25.000000000000000,35.9,48.1,same_feeder_ambiguous
1276039,6536,6512,52555,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,3360 BLODGETT DR,COLO SPGS,38.951712850000000,-104.885632720000004,12OV-1,-104.885632720000004,38.951712850000000,38.951729,-104.885635,1.8,False,PD5976,12OV-1,UG Transformer Bank,RPG-119,38.951891109999998,-104.884979740000006,25.000000000000000,PD5975,12OV-1,UG Transformer Bank,RPG-120,38.952148829999999,-104.886530719999996,25.000000000000000,59.8,91.5,same_feeder_ambiguous
1276081,7422,7463,52570,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,2635 HANOVERTOWN DR,COLO SPGS,38.936475070000000,-104.877333890000003,12OV-2,-104.877333890000003,38.936475070000000,38.935813,-104.877056,77.4,False,PD427,12OV-2,UG Transformer Bank,RLOS-14,38.936718640000002,-104.877190920000004,25.000000000000000,PD426,12OV-2,UG Transformer Bank,RLOS-7,38.936120500000001,-104.876895570000002,25.000000000000000,29.8,54.7,same_feeder_ambiguous
1306900,8558,8565,53120,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,1455 BEAR CLOUD DR,COLO SPGS,38.923949499999999,-104.852863529999993,12OV-2,-104.852863529999993,38.923949499999999,38.923966,-104.852866,1.8,False,PD8675,12OV-2,UG Transformer Bank,RVSF-6,38.924289209999998,-104.853310059999998,25.000000000000000,PD8676,12OV-2,UG Transformer Bank,RVSF-5,38.924250579999999,-104.852498350000005,25.000000000000000,54.0,46.0,same_feeder_ambiguous
1298184,95007,95006,53289,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,"2926 CARRIAGE MANOR PT, SPKG",COLO SPGS,38.790329280000002,-104.848486670000000,13SG-2,-104.848486670000000,38.790329280000002,38.790278,-104.848691,18.6,False,,,,,,,,,,,,,,,,,unknown_feeder
1278845,7215,7213,53380,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,7685 CALLOWAY CT,COLO SPGS,38.940928470000003,-104.840433869999998,12WN-24,-104.840433869999998,38.940928470000003,38.940946,-104.840483,4.7,False,PD6648,12WN-24,UG Transformer Bank,RWRD-10,38.940922110000002,-104.840351360000000,25.000000000000000,PD7650,12WN-24,UG Transformer Bank,RW-78,38.940894950000001,-104.840664759999996,25.000000000000000,7.2,20.3,same_feeder_ambiguous
1279649,7455,7452,53612,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,7265 ASPEN GLEN LN,COLO SPGS,38.935920420000002,-104.873377500000004,12OV-2,-104.873377500000004,38.935920420000002,38.935959,-104.873382,4.3,False,PD446,12OV-2,UG Transformer Bank,ROV-42,38.936180200000003,-104.873749189999998,25.000000000000000,PD445,12OV-2,UG Transformer Bank,ROV-41,38.936210389999999,-104.872999129999997,25.000000000000000,43.2,45.9,same_feeder_ambiguous
1298510,22694,7299,53747,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,7525 JULYNN RD,COLO SPGS,38.939165369999998,-104.876733229999999,12OV-2,-104.876733229999999,38.939165369999998,38.939182,-104.876735,1.9,False,PD7786,12OV-2,UG Transformer Bank,RLOS-49,38.939598349999997,-104.876960980000007,25.000000000000000,PD7785,12OV-2,UG Transformer Bank,RLOS-48,38.938984550000001,-104.876990250000006,25.000000000000000,52.0,30.0,same_feeder_ambiguous
1280184,4635,26630,53759,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,916 CHEYENNE BLVD,COLO SPGS,38.802263459999999,-104.843935400000007,12SP-35,-104.843935400000007,38.802263459999999,38.802303,-104.843943,4.4,False,OH25639,12SP-35,OH Transformer Bank,,38.801882020000001,-104.843763310000000,50.000000000000000,PD19580,12SP-35,UG Transformer Bank,RCBS-1,38.802636909999997,-104.843909670000002,25.000000000000000,45.0,41.6,same_feeder_ambiguous
1286109,19360,19327,54326,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,"4467 CHASEGLEN DR, PHONE EQUIP",COLO SPGS,38.764140210000001,-104.815951630000001,12JL-1,-104.815951630000001,38.764140210000001,38.764156,-104.81596,1.9,False,PD11993,12JL-1,UG Transformer Bank,REBG-12,38.764162159999998,-104.815628739999994,25.000000000000000,PD12911,12JL-1,UG Transformer Bank,RBMG-2,38.765144829999997,-104.816991009999995,50.000000000000000,28.1,143.5,same_feeder_ambiguous
1282451,19381,19380,54402,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,4463 SPICEGLEN DR,COLO SPGS,38.763812000000001,-104.815188520000007,12JL-1,-104.815188520000007,38.763812000000001,38.763812,-104.815189,0.0,False,PD11989,12JL-1,UG Transformer Bank,REBG-11,38.763583359999998,-104.815474800000004,25.000000000000000,PD11990,12JL-1,UG Transformer Bank,REBG-10,38.763580330000003,-104.814855309999999,25.000000000000000,35.5,38.7,same_feeder_ambiguous
1298781,19551,19536,54445,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,4130 DANCEGLEN DR,COLO SPGS,38.756821010000003,-104.812946470000000,12JL-1,-104.812946470000000,38.756821010000003,38.756822,-104.812961,1.3,False,PD12409,12JL-1,UG Transformer Bank,RRBG-7,38.756405620000002,-104.812767620000002,25.000000000000000,PD12408,12JL-1,UG Transformer Bank,RRBG-6,38.757129089999999,-104.812811679999996,25.000000000000000,48.7,36.2,same_feeder_ambiguous
1282963,187516,207677,54508,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,941 MANITOU AVE,MANITOU,38.858745540000001,-104.918637860000004,12HY-1,-104.918637860000004,38.858745540000001,38.858855,-104.918892,25.1,False,,,,,,,,,,,,,,,,,unknown_feeder
1298281,7455,7489,54759,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,7245 ASPEN GLEN LN,COLO SPGS,38.935909049999999,-104.873621540000002,12OV-2,-104.873621540000002,38.935909049999999,38.935949,-104.873622,4.4,False,PD446,12OV-2,UG Transformer Bank,ROV-42,38.936180200000003,-104.873749189999998,25.000000000000000,PD447,12OV-2,UG Transformer Bank,ROV-43,38.935735600000001,-104.874048680000001,25.000000000000000,32.1,41.7,same_feeder_ambiguous
1286637,22394,22382,54794,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,8130 SAWBACK TRL,COLO SPGS,38.948762590000001,-104.883615719999995,12OV-1,-104.883615719999995,38.948762590000001,38.948779,-104.883618,1.8,False,PD7480,12OV-1,UG Transformer Bank,RPG-115,38.948678100000002,-104.882804010000001,25.000000000000000,PD7479,12OV-1,UG Transformer Bank,RPG-114,38.949101100000000,-104.884121120000003,25.000000000000000,70.8,57.7,same_feeder_ambiguous
1288164,9771,9659,55039,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,5475 CHAMBREY CT,COLO SPGS,38.911060480000003,-104.869698080000006,13IP-3,-104.869698080000006,38.911060480000003,38.911051,-104.869717,1.9,False,PD1231,13IP-3,UG Transformer Bank,VRMS-52,38.910555989999999,-104.869864350000000,25.000000000000000,PD2060,13IP-3,UG Transformer Bank,RMSV-7,38.911904430000000,-104.870601280000002,25.000000000000000,57.9,122.1,same_feeder_ambiguous
1288563,22628,22634,55141,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,1350 CASSON CT,COLO SPGS,38.942646660000001,-104.853854440000006,12WN-24,-104.853854440000006,38.942646660000001,38.942656,-104.853821,3.1,False,PD352,12WN-24,UG Transformer Bank,RWRV-10,38.942508750000002,-104.854284250000006,50.000000000000000,PD349,12WN-24,UG Transformer Bank,RWRV-8,38.942434980000002,-104.853416449999997,25.000000000000000,40.2,44.6,same_feeder_ambiguous
1309319,7477,7468,55631,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,7260 RISING MOON DR,COLO SPGS,38.935738669999999,-104.870649850000007,12OV-2,-104.870649850000007,38.935738669999999,38.935767,-104.870658,3.2,False,PD440,12OV-2,UG Transformer Bank,ROV-11,38.935957760000001,-104.870185989999996,25.000000000000000,PD439,12OV-2,UG Transformer Bank,ROV-12,38.936020640000002,-104.870831339999995,25.000000000000000,46.9,35.1,same_feeder_ambiguous
1309260,27441,19551,55763,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,4165 DANCEGLEN DR,COLO SPGS,38.756166159999999,-104.812331069999999,12JL-1,-104.812331069999999,38.756166159999999,38.756179,-104.812204,11.1,False,PD12410,12JL-1,UG Transformer Bank,RRBG-8,38.756021089999997,-104.812763140000001,15.000000000000000,PD12409,12JL-1,UG Transformer Bank,RRBG-7,38.756405620000002,-104.812767620000002,25.000000000000000,40.8,46.3,same_feeder_ambiguous
1300154,8764,8775,56114,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,6125 WILSON RD,COLO SPGS,38.922622079999996,-104.878386449999994,12WR-2,-104.878386449999994,38.922622079999996,38.922653,-104.878381,3.5,False,PD10482,12WR-2,UG Transformer Bank,RMOS-55,38.922407249999999,-104.879361729999999,25.000000000000000,PD797,12WR-2,UG Transformer Bank,RMOS-54,38.922357339999998,-104.877718150000007,25.000000000000000,87.7,64.9,same_feeder_ambiguous
1303966,22424,22401,56870,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,8025 LEXINGTON PARK DR,COLO SPGS,38.947417600000001,-104.769992639999998,13CW-11,-104.769992639999998,38.947417600000001,38.947413,-104.769965,2.4,False,PD3739,13CW-11,UG Transformer Bank,RLPT-3,38.947252319999997,-104.770310089999995,50.000000000000000,PD3740,13CW-11,UG Transformer Bank,RLPT-4,38.947671849999999,-104.770216919999996,50.000000000000000,33.0,34.3,same_feeder_ambiguous
1310666,22126,6042,56904,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,3602 SHADY ROCK DR,COLO SPGS,38.962291680000000,-104.760518160000004,13BG-3,-104.760518160000004,38.962291680000000,38.962291,-104.760518,0.1,False,,,,,,,,,,,,,,,,,unknown_feeder
1310314,6044,49250,57135,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,9120 MELBOURNE DR,COLO SPGS,38.962561770000001,-104.769217080000004,12KC-11,-104.769217080000004,38.962561770000001,38.96256,-104.769242,2.2,False,PD7912,12KC-11,UG Transformer Bank,RSFD-66,38.962039619999999,-104.769710360000005,25.000000000000000,PD7917,12KC-11,UG Transformer Bank,RSFD-69,38.961865289999999,-104.768125720000000,25.000000000000000,72.0,122.1,same_feeder_ambiguous
1306084,23058,23074,57307,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,"1715 SMOKE RIDGE DR, SPKG E",COLO SPGS,38.926904669999999,-104.858401250000000,12OV-2,-104.858401250000000,38.926904669999999,38.926973,-104.858402,7.6,False,PD5465,12OV-2,UG Transformer Bank,RVSF-13,38.927244850000001,-104.858556699999994,25.000000000000000,PD5466,12OV-2,UG Transformer Bank,RVSF-18,38.926901219999998,-104.857924729999993,25.000000000000000,40.1,41.2,same_feeder_ambiguous
1310995,22130,6040,58227,7,7,1,6,0.8571,0.7143,1.0,6,5,5,1.0,2765 HEATHROW DR,COLO SPGS,38.961888010000003,-104.772654930000002,12KC-11,-104.772654930000002,38.961888010000003,38.961904,-104.772657,1.8,False,PD7486,12KC-11,UG Transformer Bank,RSFD-54,38.962006709999997,-104.773990830000002,25.000000000000000,PD8196,12KC-11,UG Transformer Bank,RSFD-98,38.962065719999998,-104.772272689999994,25.000000000000000,116.3,38.5,same_feeder_ambiguous
1265931,23295,8728,12745,13,13,2,11,0.8462,0.6923,1.0,12,5,5,1.0,,,38.922069000000000,-104.771373879999999,13CW-4,-104.771373879999999,38.922069000000000,38.922063,-104.771313,5.3,False,UG7279,13CW-4,UG Transformer Bank,RVW-325,38.922121470000000,-104.771806359999999,50.000000000000000,UG7276,13CW-4,UG Transformer Bank,RVW-326,38.922288760000001,-104.772339439999996,25.000000000000000,37.9,87.0,same_feeder_ambiguous
1289757,23295,8728,12745,13,13,2,11,0.8462,0.6923,1.0,12,5,5,1.0,6217 POWDER PUFF DR,COLO SPGS,38.922036540000001,-104.771394419999993,13CW-4,-104.771394419999993,38.922036540000001,38.922063,-104.771313,7.6,False,UG7279,13CW-4,UG Transformer Bank,RVW-325,38.922121470000000,-104.771806359999999,50.000000000000000,UG7276,13CW-4,UG Transformer Bank,RVW-326,38.922288760000001,-104.772339439999996,25.000000000000000,36.9,86.4,same_feeder_ambiguous
1020748,23284,23285,4971,12,12,2,10,0.8333,0.6667,1.0,11,5,5,1.0,,,38.922102950000003,-104.726239969999995,12AP-1,-104.726239969999995,38.922102950000003,38.922084,-104.726161,7.1,False,PD2784,12AP-1,UG Transformer Bank,RSDS-45,38.921830409999998,-104.726435060000000,25.000000000000000,PD2783,12AP-1,UG Transformer Bank,RSDS-44,38.921835829999999,-104.725652199999999,25.000000000000000,34.7,58.9,same_feeder_ambiguous
1048992,23284,23285,4971,12,12,2,10,0.8333,0.6667,1.0,11,5,5,1.0,5170 PARADOX DR,COLO SPGS,38.922069159999999,-104.726238609999996,12AP-1,-104.726238609999996,38.922069159999999,38.922084,-104.726161,6.9,False,PD2784,12AP-1,UG Transformer Bank,RSDS-45,38.921830409999998,-104.726435060000000,25.000000000000000,PD2783,12AP-1,UG Transformer Bank,RSDS-44,38.921835829999999,-104.725652199999999,25.000000000000000,31.5,57.0,same_feeder_ambiguous
1146055,25813,25873,35295,9,9,1,7,0.7778,0.6667,1.0,8,5,5,1.0,5102 GALLEY RD LOT 340A,COLO SPGS,38.847512060000000,-104.734204500000004,13PV-3,-104.734204500000004,38.847512060000000,38.847556,-104.734201,4.9,False,UG5032,13PV-3,UG Transformer Bank,MCP-35,38.849399030000001,-104.738285970000007,25.000000000000000,UG5074,13PV-3,UG Transformer Bank,MCP-7,38.848966400000002,-104.734727399999997,25.000000000000000,411.0,167.9,same_feeder_ambiguous
1146024,14724,25873,35295,9,9,1,7,0.7778,0.6667,1.0,8,5,5,1.0,5102 GALLEY RD LOT 552AE,COLO SPGS,38.847294120000001,-104.733914549999994,13PV-3,-104.733914549999994,38.847294120000001,38.847335,-104.733912,4.6,False,UG5074,13PV-3,UG Transformer Bank,MCP-7,38.848966400000002,-104.734727399999997,25.000000000000000,UG5074,13PV-3,UG Transformer Bank,MCP-7,38.848966400000002,-104.734727399999997,25.000000000000000,198.8,198.8,same_feeder_ambiguous
1158516,17241,17203,37976,9,9,1,7,0.7778,0.6667,1.0,8,5,5,1.0,,,38.799813850000000,-104.792262760000000,13HK-2,-104.792262760000000,38.799813850000000,38.79985,-104.792254,4.1,False,UG10310,13HK-2,UG Transformer Bank,MGV-9,38.799478200000003,-104.792246309999996,25.000000000000000,UG10309,13HK-2,UG Transformer Bank,MGV-8,38.800126440000000,-104.792524439999994,25.000000000000000,37.3,41.5,same_feeder_ambiguous
1237748,17247,17203,37976,9,9,1,7,0.7778,0.6667,1.0,8,5,5,1.0,2840 S CIRCLE DR LOT 249,COLO SPGS,38.799570340000002,-104.792748590000002,13HK-2,-104.792748590000002,38.799570340000002,38.799525,-104.7928,6.7,False,UG10314,13HK-2,UG Transformer Bank,MGV-6,38.799396610000002,-104.792849630000006,25.000000000000000,UG10309,13HK-2,UG Transformer Bank,MGV-8,38.800126440000000,-104.792524439999994,25.000000000000000,21.2,64.8,same_feeder_ambiguous
1186332,27437,19566,42885,9,9,1,7,0.7778,0.6667,1.0,8,5,5,1.0,72 JESSANA HTS,COLO SPGS,38.756022600000001,-104.830348189999995,12JL-2,-104.830348189999995,38.756022600000001,38.755951,-104.830292,9.3,False,PD11907,12JL-2,UG Transformer Bank,RMO-3,38.756501880000002,-104.830471079999995,25.000000000000000,PD11908,12JL-2,UG Transformer Bank,RMO-4,38.756201779999998,-104.830947809999998,50.000000000000000,54.3,55.7,same_feeder_ambiguous
1186373,19561,19566,42885,9,9,1,7,0.7778,0.6667,1.0,8,5,5,1.0,12 JESSANA HTS,COLO SPGS,38.756170619999999,-104.831769710000003,12JL-2,-104.831769710000003,38.756170619999999,38.756172,-104.831773,0.3,False,PD12090,12JL-2,UG Transformer Bank,RBO-7,38.756543239999999,-104.832047590000002,25.000000000000000,PD11908,12JL-2,UG Transformer Bank,RMO-4,38.756201779999998,-104.830947809999998,50.000000000000000,47.9,71.4,same_feeder_ambiguous
1304323,19707,19702,152,6,6,1,5,0.8333,0.6667,1.0,5,5,5,1.0,8160 PIUTE RD LOT A142,COLO SPGS,38.713555589999999,-104.826916810000000,12JL-1,-104.826916810000000,38.713555589999999,38.713595,-104.826916,4.4,False,UG20987,12JL-1,UG Transformer Bank,MLM-34,38.713663130000000,-104.827014160000004,25.000000000000000,UG20988,12JL-1,UG Transformer Bank,MLM-33,38.713713939999998,-104.826694390000000,50.000000000000000,14.6,26.1,same_feeder_ambiguous
1003705,19681,19683,171,6,6,1,5,0.8333,0.6667,1.0,5,5,5,1.0,8160 PIUTE RD LOT C210,COLO SPGS,38.714909020000000,-104.826031420000007,12JL-1,-104.826031420000007,38.714909020000000,38.714922,-104.82609,5.3,False,UG20983,12JL-1,UG Transformer Bank,MLM-20,38.715249430000000,-104.825839599999995,50.000000000000000,UG20984,12JL-1,UG Transformer Bank,MLM-19,38.715169130000000,-104.826747850000004,25.000000000000000,41.3,68.6,same_feeder_ambiguous
1003659,302,298,194,6,6,1,5,0.8333,0.6667,1.0,5,5,5,1.0,6830 HOWARD ST,GN MTN FLS,38.932833660000000,-105.015650910000005,12GM-4,-105.015650910000005,38.932833660000000,38.932876,-105.015629,5.1,False,,,,,,,,OH50064,12GM-4,OH Transformer Bank,,38.933061209999998,-105.015179110000005,25.000000000000000,,48.0,unknown_feeder
1000836,19677,19676,200,6,6,1,5,0.8333,0.6667,1.0,5,5,5,1.0,8160 PIUTE RD LOT A50,COLO SPGS,38.715631620000003,-104.825999820000007,12JL-1,-104.825999820000007,38.715631620000003,38.71567,-104.825997,4.3,False,UG20981,12JL-1,UG Transformer Bank,MLM-5,38.715714759999997,-104.825482289999997,25.000000000000000,UG20982,12JL-1,UG Transformer Bank,MLM-6,38.715755739999999,-104.826330569999996,25.000000000000000,45.8,31.8,same_feeder_ambiguous
1001578,9403,19852,575,6,6,1,5,0.8333,0.6667,1.0,5,5,5,1.0,9250 SHOSHONE RD,CASCADE,38.916204620000002,-104.990816140000007,12GM-4,-104.990816140000007,38.916204620000002,38.916221,-104.990818,1.8,False,UG21757,12GM-4,UG Transformer Bank,RPKE-1,38.915943190000000,-104.990392790000001,25.000000000000000,OH50638,12GM-4,OH Transformer Bank,,38.916133879999997,-104.992162949999994,25.000000000000000,46.8,116.8,same_feeder_ambiguous
1002612,24265,10453,1074,6,6,1,5,0.8333,0.6667,1.0,5,5,5,1.0,4930 ARDLEY DR,COLO SPGS,38.901269990000003,-104.712734130000001,12ST-21,-104.712734130000001,38.901269990000003,38.901277,-104.7127,3.1,False,PD14669,12ST-21,UG Transformer Bank,RSHR-216,38.901003359999997,-104.712721320000000,25.000000000000000,PD14668,12ST-21,UG Transformer Bank,RSHR-217,38.901527199999997,-104.712598119999996,25.000000000000000,29.7,30.9,same_feeder_ambiguous
1002678,17682,17646,1142,6,6,1,5,0.8333,0.6667,1.0,5,5,5,1.0,"2656 MASON WAY, MOBILE",COLO SPGS,38.793459140000003,-104.734035180000006,13KE-64,-104.734035180000006,38.793459140000003,38.79349,-104.734035,3.4,False,PD5709,13KE-64,UG Transformer Bank,RMPS-50,38.793242460000002,-104.733771200000007,25.000000000000000,PD5710,13KE-64,UG Transformer Bank,RMPS-32,38.793700510000001,-104.733747140000006,25.000000000000000,33.2,36.7,same_feeder_ambiguous
1231809,19702,19693,1253,6,6,1,5,0.8333,0.6667,1.0,5,5,5,1.0,8160 PIUTE RD LOT C226,COLO SPGS,38.714148180000002,-104.826611689999993,12JL-1,-104.826611689999993,38.714148180000002,38.71418,-104.826659,5.4,False,UG20988,12JL-1,UG Transformer Bank,MLM-33,38.713713939999998,-104.826694390000000,50.000000000000000,UG20986,12JL-1,UG Transformer Bank,MLM-32,38.714231740000002,-104.826302979999994,25.000000000000000,48.8,28.4,same_feeder_ambiguous
1003724,19678,19680,1295,6,6,1,5,0.8333,0.6667,1.0,5,5,5,1.0,8160 PIUTE RD LOT A37,COLO SPGS,38.715580500000002,-104.824302759999995,12JL-1,-104.824302759999995,38.715580500000002,38.715618,-104.82429,4.3,False,UG20980,12JL-1,UG Transformer Bank,MLM-4,38.715696950000002,-104.824684199999993,50.000000000000000,UG20979,12JL-1,UG Transformer Bank,MLM-3,38.715272470000002,-104.824142060000000,25.000000000000000,35.5,37.0,same_feeder_ambiguous
1025449,24846,24837,1458,6,6,1,5,0.8333,0.6667,1.0,5,5,5,1.0,3555 COWHAND DR,COLO SPGS,38.884494750000002,-104.704605099999995,12CL-11,-104.704605099999995,38.884494750000002,38.884465,-104.704654,5.4,False,PD8473,12CL-11,UG Transformer Bank,RCSR-107,38.884171389999999,-104.704263109999999,15.000000000000000,PD8472,12CL-11,UG Transformer Bank,RCSR-115,38.884361380000001,-104.704954529999995,25.000000000000000,46.6,33.7,same_feeder_ambiguous
