BADGE,CURRENT_TRANSFORMER,RECOMMENDED_TRANSFORMER,CLUSTER,BADGE_ADDRESS,BADGE_CITY,GIS_BADGE_LAT,GIS_BADGE_LON,BADGE_FEEDERID,BADGE_POINT_X,BADGE_POINT_Y,MODEL_BADGE_LAT,MODEL_BADGE_LON,MODEL_VS_GIS_LATLON_DISTANCE_M,LATLON_DISCREPANCY,CURRENT_TX_STRUCTNO,CURRENT_TX_FEEDERID,CURRENT_TX_SUBTYPE,CURRENT_TX_VAULTCD,CURRENT_TX_LAT,CURRENT_TX_LON,CURRENT_TX_KVA,RECOMMENDED_TX_STRUCTNO,RECOMMENDED_TX_FEEDERID,RECOMMENDED_TX_SUBTYPE,RECOMMENDED_TX_VAULTCD,RECOMMENDED_TX_LAT,RECOMMENDED_TX_LON,RECOMMENDED_TX_KVA,DISTANCE_BADGE_TO_CURRENT_M,DISTANCE_BADGE_TO_RECOMMENDED_M,RECOMMENDATION_TYPE
1079947,19519,27412,16726,5120 WAINWRIGHT DR,COLO SPGS,38.757581250000001,-104.728971009999995,12BY-34,-104.728971009999995,38.757581250000001,38.757588,-104.72899,1.8,False,PD7507,12BY-34,UG Transformer Bank,RFVR-17,38.757655800000002,-104.728785869999996,25.000000000000000,PD7838,12BY-34,UG Transformer Bank,RFVR-16,38.758009880000003,-104.728084370000005,50.000000000000000,18.1,90.5,same_feeder_ambiguous
1070609,19519,27412,16726,5130 WAINWRIGHT DR,COLO SPGS,38.757451650000000,-104.728817800000002,12BY-34,-104.728817800000002,38.757451650000000,38.757478,-104.728809,3.0,False,PD7507,12BY-34,UG Transformer Bank,RFVR-17,38.757655800000002,-104.728785869999996,25.000000000000000,PD7838,12BY-34,UG Transformer Bank,RFVR-16,38.758009880000003,-104.728084370000005,50.000000000000000,22.9,88.9,same_feeder_ambiguous
1078709,19554,27412,16726,5530 PREMINGER DR,COLO SPGS,38.756234339999999,-104.726223730000001,12BY-34,-104.726223730000001,38.756234339999999,38.756255,-104.72621,2.6,False,PD7835,12BY-34,UG Transformer Bank,RFVR-2,38.756247029999997,-104.725998579999995,25.000000000000000,PD7838,12BY-34,UG Transformer Bank,RFVR-16,38.758009880000003,-104.728084370000005,50.000000000000000,19.6,255.0,same_feeder_ambiguous
1078710,19554,27412,16726,5540 PREMINGER DR,COLO SPGS,38.756363299999997,-104.726040580000003,12BY-34,-104.726040580000003,38.756363299999997,38.756392,-104.726033,3.3,False,PD7835,12BY-34,UG Transformer Bank,RFVR-2,38.756247029999997,-104.725998579999995,25.000000000000000,PD7838,12BY-34,UG Transformer Bank,RFVR-16,38.758009880000003,-104.728084370000005,50.000000000000000,13.4,254.8,same_feeder_ambiguous
1078711,19554,27412,16726,5520 PREMINGER DR,COLO SPGS,38.756129979999997,-104.726449400000007,12BY-34,-104.726449400000007,38.756129979999997,38.756151,-104.72644,2.5,False,PD7835,12BY-34,UG Transformer Bank,RFVR-2,38.756247029999997,-104.725998579999995,25.000000000000000,PD7838,12BY-34,UG Transformer Bank,RFVR-16,38.758009880000003,-104.728084370000005,50.000000000000000,41.2,252.6,same_feeder_ambiguous
1083620,19508,27412,16726,5445 WILHELM DR,COLO SPGS,38.758465379999997,-104.728061940000003,12BY-34,-104.728061940000003,38.758465379999997,38.758493,-104.728054,3.1,False,PD7508,12BY-34,UG Transformer Bank,RFVR-14,38.758145290000002,-104.728861749999993,25.000000000000000,PD7838,12BY-34,UG Transformer Bank,RFVR-16,38.758009880000003,-104.728084370000005,50.000000000000000,78.0,50.7,same_feeder_ambiguous
1069584,19508,27412,16726,5425 WILHELM DR,COLO SPGS,38.758260440000001,-104.728458970000005,12BY-34,-104.728458970000005,38.758260440000001,38.758299,-104.728441,4.6,False,PD7508,12BY-34,UG Transformer Bank,RFVR-14,38.758145290000002,-104.728861749999993,25.000000000000000,PD7838,12BY-34,UG Transformer Bank,RFVR-16,38.758009880000003,-104.728084370000005,50.000000000000000,37.2,42.8,same_feeder_ambiguous
1136850,19519,27412,16726,5110 WAINWRIGHT DR,COLO SPGS,38.757692659999996,-104.729145860000003,12BY-34,-104.729145860000003,38.757692659999996,38.757716,-104.729171,3.4,False,PD7507,12BY-34,UG Transformer Bank,RFVR-17,38.757655800000002,-104.728785869999996,25.000000000000000,PD7838,12BY-34,UG Transformer Bank,RFVR-16,38.758009880000003,-104.728084370000005,50.000000000000000,31.5,98.6,same_feeder_ambiguous
1070635,27420,27412,16726,5425 KUBRICK CT,COLO SPGS,38.757038899999998,-104.727217409999994,12BY-34,-104.727217409999994,38.757038899999998,38.757063,-104.727213,2.7,False,PD7841,12BY-34,UG Transformer Bank,RFVR-6,38.757259949999998,-104.727156469999997,25.000000000000000,PD7838,12BY-34,UG Transformer Bank,RFVR-16,38.758009880000003,-104.728084370000005,50.000000000000000,25.1,131.6,same_feeder_ambiguous
1070637,27428,27412,16726,5560 PICKERING CT,COLO SPGS,38.756949290000001,-104.726907650000001,12BY-34,-104.726907650000001,38.756949290000001,38.75698,-104.726897,3.5,False,PD7837,12BY-34,UG Transformer Bank,RFVR-5,38.756942180000003,-104.726746000000006,25.000000000000000,PD7838,12BY-34,UG Transformer Bank,RFVR-16,38.758009880000003,-104.728084370000005,50.000000000000000,14.0,155.9,same_feeder_ambiguous
