OLD_CLUSTER,OLD_SIZE,BADGES_IN_COMMON,SPLIT_INTO
23404,17,17,3
23411,7,7,2
23413,6,6,2
23436,7,7,2
23440,5,5,2
23447,8,8,2
23469,8,8,2
23470,31,31,3
23479,14,14,2
23484,9,9,2
23485,19,19,2
23508,9,9,3
2351,9,9,2
23527,8,8,2
23528,9,9,2
23542,2,2,2
23543,10,10,2
23544,8,8,2
23545,13,13,2
23563,2,2,2
23565,8,8,2
23568,47,47,11
23577,14,14,2
23578,10,10,2
23580,14,14,2
23582,7,7,2
23587,14,14,2
23590,9,9,2
23593,9,9,2
23599,7,7,2
23603,9,9,2
23606,11,11,2
2361,15,15,2
23610,6,6,2
23633,7,7,2
23634,8,8,2
23644,8,8,2
23645,8,8,3
23670,8,8,3
23727,15,15,2
23729,6,6,2
23734,8,8,2
23735,10,10,2
23742,8,8,2
23746,13,13,2
23756,18,18,2
23769,7,7,2
23784,11,11,2
23808,13,13,2
23843,11,11,3
23846,9,9,2
23853,34,34,2
23854,12,12,2
23855,7,7,2
23857,7,7,2
23862,11,11,2
23874,6,6,2
23885,8,8,2
23892,6,6,2
23895,15,15,2
23901,15,15,2
23902,12,12,2
23903,7,7,2
23904,7,7,2
23906,5,5,2
2391,2,2,2
23911,11,11,2
23912,11,11,2
23924,12,12,2
23925,8,8,2
23928,9,9,2
23956,5,5,3
2397,14,14,2
23971,19,19,2
23974,8,8,3
23977,7,7,2
23978,8,8,2
23979,7,7,2
23981,10,10,2
23988,6,6,3
23992,8,8,2
23995,10,10,2
23997,2,2,2
23998,10,10,2
2400,9,9,2
24000,11,11,2
24013,2,2,2
24014,8,8,2
24042,14,14,2
24053,12,12,2
24061,22,22,2
24069,7,7,2
24076,13,13,2
2409,10,10,2
24090,14,14,2
24092,8,8,3
24096,9,9,2
24109,11,11,2
24119,7,7,2
24128,5,5,2
24153,7,7,2
24204,12,12,3
24235,12,12,2
24238,9,9,2
24239,13,13,2
24240,2,2,2
24242,8,8,6
24246,2,2,2
24267,10,10,2
24272,7,7,2
24277,7,7,2
24286,10,10,2
24296,18,18,2
24307,25,25,2
24316,2,2,2
24329,16,16,2
24332,8,8,2
24335,15,15,2
2435,8,8,2
24358,7,7,2
2436,8,8,2
24370,9,9,2
24381,6,6,2
24389,7,7,2
24395,10,10,3
2440,7,7,2
24409,11,11,2
24416,13,13,2
24426,7,7,2
2443,7,7,3
24434,9,9,2
24457,7,7,2
2447,2,2,2
24513,9,9,2
24519,2,2,2
24520,7,7,3
24524,10,10,3
24526,2,2,2
24527,10,10,2
24529,2,2,2
24531,3,3,2
24532,2,2,2
24533,9,9,2
24536,2,2,2
24537,10,10,2
24557,5,5,2
2456,12,12,2
24565,6,6,2
24567,4,4,2
24577,3,3,2
24583,2,2,2
24589,2,2,2
24600,22,22,3
24616,16,16,2
2463,7,7,2
24641,4,4,2
