NEW_CLUSTER,NEW_SIZE,BADGES_IN_COMMON,MERGED_FROM
11554,7,7,2
11571,4,4,2
11579,11,11,4
11592,8,8,2
11612,8,8,2
11615,7,7,2
11632,8,8,2
11636,13,13,3
1164,8,8,3
11657,8,8,3
11668,8,8,2
11679,9,9,3
1168,15,15,4
1169,9,9,2
11690,9,9,2
11696,7,7,2
11706,9,9,2
1172,10,10,3
11754,2,2,2
11756,6,6,2
11759,12,12,2
11772,4,4,2
11776,8,8,3
1180,6,6,2
11807,7,7,2
1186,27,27,2
11861,10,10,3
11864,8,8,3
11869,8,8,2
11874,7,7,3
11878,10,10,2
11884,19,19,3
11885,19,19,2
11887,6,6,2
11889,8,8,3
1190,10,10,2
11907,2,2,2
11909,2,2,2
11910,9,9,4
11916,6,6,6
11918,2,2,2
1192,7,7,2
1193,8,8,2
1194,17,17,2
11974,9,9,3
11981,6,6,2
11984,8,8,2
11985,7,7,2
11986,7,7,3
12000,8,8,2
12015,8,8,2
12027,8,8,2
12028,9,9,3
12030,8,8,2
12035,7,7,2
12037,5,5,2
12044,7,7,2
12051,8,8,2
12057,8,8,2
1206,6,6,2
12071,8,8,2
12080,10,10,2
12082,9,9,2
12104,8,8,2
12113,9,9,3
12115,15,15,3
12121,7,7,2
12122,12,12,2
12128,8,8,3
12135,14,14,3
12152,10,10,3
12179,2,2,2
12184,8,8,3
12198,3,3,2
12199,2,2,2
12201,3,3,2
12215,14,14,3
12216,9,9,3
12225,9,9,2
1223,9,9,2
12265,12,12,3
12266,6,6,2
12269,7,7,2
12273,3,3,3
12275,9,9,2
12281,11,11,3
12282,2,2,2
12298,7,7,2
12314,3,3,2
12321,3,3,2
12328,14,14,4
12330,8,8,2
12332,10,10,2
12359,4,4,2
12381,8,8,2
12388,2,2,2
12389,2,2,2
12394,9,9,5
12397,8,8,2
12398,8,8,2
12412,9,9,2
12415,7,7,2
12416,2,2,2
12420,12,12,2
12434,2,2,2
12445,6,6,2
12446,8,8,2
12447,7,7,2
12454,12,12,3
12469,10,10,2
12479,8,8,2
12480,2,2,2
12486,4,4,2
12491,15,15,4
12494,9,9,2
12500,6,6,2
12501,8,8,2
12524,7,7,2
12527,4,4,2
12536,13,13,2
12553,8,8,2
12555,7,7,2
12556,9,9,2
12569,8,8,2
12570,3,3,2
12578,3,3,2
12580,12,12,3
12602,8,8,2
12623,2,2,2
12624,7,7,2
12626,10,10,2
12643,9,9,2
12664,7,7,2
12665,8,8,2
1269,6,6,3
12695,8,8,2
12699,7,7,2
12705,12,12,2
12706,9,9,2
12707,7,7,2
12720,4,4,2
12731,6,6,2
12738,13,13,2
12742,7,7,2
12796,6,6,2
12799,8,8,3
12806,7,7,2
12810,12,12,2
1282,8,8,2
12820,6,6,2
12829,6,6,2
1283,7,7,2
12838,2,2,2
12843,4,4,2
12851,7,7,2
12852,6,6,2
12857,8,8,2
12862,18,18,3
12890,11,11,2
12896,7,7,2
12907,10,10,2
12920,15,15,4
12928,9,9,3
12940,10,10,2
12953,8,8,2
1301,8,8,2
13036,2,2,2
13048,5,5,2
13076,4,4,2
13080,22,22,2
13088,8,8,2
13093,8,8,2
13096,11,11,3
13100,8,8,2
13102,46,46,2
1311,5,5,2
13120,9,9,2
13130,10,10,2
13158,6,6,3
13160,8,8,3
13161,3,3,2
13162,2,2,2
13166,12,12,2
13168,3,3,3
13170,3,3,2
13172,2,2,2
13174,3,3,2
13175,2,2,2
13181,3,3,2
13184,9,9,2
13187,8,8,2
13201,2,2,2
13202,6,6,2
13207,8,8,2
13208,10,10,4
13212,7,7,6
13220,6,6,3
1323,11,11,2
13255,3,3,3
13256,7,7,3
13257,2,2,2
13273,8,8,2
1329,9,9,2
1330,7,7,2
13302,3,3,3
13313,8,8,2
13319,7,7,2
13325,3,3,2
13326,6,6,3
13327,8,8,3
13335,2,2,2
13339,6,6,3
13341,10,10,2
13347,3,3,3
13361,8,8,3
13370,9,9,2
13374,6,6,2
13396,7,7,2
1340,7,7,2
13413,7,7,2
13428,10,10,2
13455,7,7,2
13456,7,7,2
1346,2,2,2
13464,7,7,2
13468,36,36,24
13493,7,7,2
13497,2,2,2
13499,5,5,2
13504,7,7,2
13513,8,8,2
13519,7,7,2
13538,3,3,2
13539,5,5,3
13542,6,6,2
13553,9,9,2
13556,9,9,3
13585,9,9,3
13587,8,8,2
13588,7,7,2
13599,8,8,2
13600,10,10,2
13607,9,9,2
13609,9,9,2
13615,6,6,2
13617,9,9,2
13627,7,7,2
13633,8,8,2
1368,13,13,5
13713,8,8,2
13728,9,9,2
13769,3,3,2
13771,6,6,2
13776,10,10,2
13780,6,6,2
13784,10,10,2
13785,8,8,2
13790,9,9,2
13793,7,7,2
13806,8,8,2
13817,7,7,2
1383,9,9,2
13832,7,7,2
13837,8,8,2
13846,10,10,2
13848,9,9,2
13850,8,8,2
13851,7,7,2
13853,7,7,2
13866,8,8,2
13868,6,6,2
13871,10,10,2
13875,11,11,2
1391,7,7,2
13918,12,12,2
13924,15,15,6
1393,10,10,2
1395,8,8,2
1397,11,11,2
14002,6,6,2
14006,8,8,2
14025,8,8,2
14029,8,8,2
14031,11,11,3
14039,11,11,2
1405,11,11,4
14050,9,9,2
14057,9,9,2
1406,6,6,2
14080,8,8,2
14098,8,8,2
1410,11,11,4
14109,10,10,3
14110,10,10,6
14111,9,9,2
14119,6,6,2
14142,8,8,2
14147,7,7,2
1415,9,9,2
14150,6,6,2
14155,8,8,2
14163,7,7,2
14168,7,7,2
14169,9,9,3
14173,9,9,2
14174,13,13,3
14175,11,11,2
1418,9,9,2
14182,6,6,2
14197,5,5,2
14199,10,10,2
14205,8,8,3
14211,6,6,2
14217,8,8,2
14230,13,13,4
14236,12,12,4
14241,4,4,2
14245,3,3,2
14246,11,11,2
1425,9,9,2
14257,10,10,3
14258,13,13,2
14260,8,8,2
14264,6,6,2
14269,8,8,2
14270,9,9,2
14281,6,6,2
14284,4,4,4
14286,6,6,2
14288,6,6,2
14289,5,5,3
14291,2,2,2
14292,10,10,4
14296,8,8,2
1430,7,7,2
14301,4,4,2
14302,8,8,2
14307,9,9,2
1432,7,7,2
14322,7,7,2
14334,7,7,3
14337,4,4,3
14343,14,14,3
14345,4,4,2
1435,20,20,7
14352,8,8,2
14354,7,7,3
14371,13,13,3
14372,12,12,2
14373,5,5,2
14375,14,14,4
14388,6,6,2
14397,13,13,2
14402,5,5,2
14405,5,5,2
14419,7,7,2
14430,9,9,3
1444,2,2,2
14443,2,2,2
14448,13,13,2
1445,4,4,3
1446,2,2,2
14468,4,4,2
14475,8,8,2
14484,3,3,2
14485,8,8,2
14487,12,12,2
14497,6,6,2
1452,4,4,2
14521,7,7,2
14525,16,16,2
14531,12,12,3
14532,7,7,2
14549,14,14,2
14560,16,16,3
14562,12,12,3
14564,6,6,2
14566,17,17,2
14568,9,9,3
14570,3,3,2
14575,8,8,2
14591,16,16,6
14602,6,6,2
14612,6,6,2
14614,4,4,3
14635,10,10,2
14659,7,7,2
14660,6,6,2
14680,2,2,2
14708,7,7,2
14711,10,10,3
14712,10,10,2
14724,4,4,3
14725,8,8,4
14726,9,9,2
14731,12,12,2
14748,9,9,2
14756,8,8,2
14760,2,2,2
14762,7,7,2
14764,7,7,2
14772,7,7,2
14777,8,8,2
14782,11,11,2
1480,7,7,2
14809,7,7,2
14818,11,11,2
14821,3,3,2
14822,13,13,3
14824,8,8,2
14830,7,7,2
14854,10,10,2
14856,9,9,2
14859,8,8,2
14862,11,11,2
14863,11,11,2
14864,8,8,2
14866,8,8,2
14867,4,4,2
14868,8,8,2
1487,11,11,2
1488,8,8,2
14881,8,8,2
14892,15,15,3
14896,3,3,2
14899,3,3,3
14906,10,10,3
14911,4,4,2
14912,5,5,3
14923,3,3,3
14942,4,4,2
14946,12,12,4
14947,2,2,2
14950,6,6,3
14956,8,8,3
14957,2,2,2
14958,6,6,2
14959,13,13,2
14967,3,3,2
14968,4,4,2
14971,2,2,2
14972,5,5,2
14976,9,9,2
14985,10,10,3
14994,13,13,3
15004,4,4,2
15008,4,4,2
1503,8,8,2
15033,7,7,2
15049,2,2,2
15052,5,5,2
15055,2,2,2
15056,3,3,2
15058,11,11,2
15063,7,7,2
15078,7,7,3
15099,9,9,2
15114,7,7,2
15119,9,9,2
15137,6,6,2
15138,7,7,2
15141,2,2,2
15143,5,5,3
15153,2,2,2
15154,2,2,2
15159,8,8,2
15167,8,8,2
15172,9,9,2
15174,3,3,3
15175,19,19,8
15179,2,2,2
15195,6,6,2
1521,9,9,2
15213,7,7,2
15220,3,3,2
15239,2,2,2
15243,24,24,6
15246,21,21,3
15250,11,11,2
15251,10,10,2
15252,12,12,3
15271,4,4,2
15279,8,8,2
1528,3,3,2
15288,2,2,2
15301,2,2,2
15313,7,7,2
15314,2,2,2
15321,11,11,3
15335,8,8,2
15338,10,10,2
15352,13,13,4
15363,11,11,4
15376,2,2,2
15383,7,7,2
15401,5,5,2
15402,7,7,2
15406,9,9,3
15408,2,2,2
15410,2,2,2
15414,10,10,2
15416,8,8,2
15426,18,18,4
15432,17,17,4
15434,11,11,4
15435,2,2,2
15436,2,2,2
15438,14,14,3
15444,7,7,2
15448,11,11,2
1545,7,7,2
15478,7,7,2
15485,7,7,2
15487,12,12,2
15490,7,7,2
15495,9,9,2
15499,16,16,5
15510,9,9,2
15513,9,9,2
15516,12,12,2
15517,13,13,2
15531,7,7,2
15540,4,4,3
15549,5,5,4
15550,3,3,2
15559,2,2,2
15576,2,2,2
15587,10,10,2
15592,8,8,4
15601,8,8,3
15604,8,8,2
15605,3,3,2
15614,9,9,2
15624,22,22,2
15636,11,11,2
15637,6,6,3
15638,3,3,2
1564,7,7,2
15642,2,2,2
15643,3,3,2
15649,9,9,2
15653,19,19,4
15657,6,6,4
15664,3,3,2
15697,15,15,2
15707,11,11,2
15711,9,9,2
1572,9,9,2
15727,3,3,3
15728,6,6,4
15734,3,3,2
15737,3,3,2
15738,6,6,4
15739,3,3,3
15740,2,2,2
1576,5,5,2
15770,8,8,2
15791,5,5,3
15808,2,2,2
15809,11,11,3
15810,2,2,2
15818,3,3,2
15821,9,9,3
15833,9,9,3
15864,2,2,2
15868,6,6,2
1587,8,8,2
15870,10,10,3
15887,7,7,2
15893,4,4,2
15921,19,19,2
1595,2,2,2
15964,3,3,2
15984,4,4,3
15988,8,8,2
1599,8,8,2
15998,15,15,5
16002,2,2,2
16010,8,8,2
16016,7,7,2
16018,7,7,2
16027,8,8,2
1606,7,7,2
16065,7,7,2
1608,9,9,3
16088,25,25,2
1610,9,9,2
16102,8,8,4
16115,7,7,2
16137,11,11,2
16141,9,9,2
16167,8,8,2
16183,7,7,2
16185,6,6,2
16193,6,6,2
16194,17,17,3
16212,6,6,2
16228,5,5,2
1623,8,8,2
16230,3,3,2
16234,7,7,2
16239,13,13,2
16252,8,8,2
16255,8,8,2
16258,9,9,2
16277,3,3,2
16279,12,12,3
16281,12,12,2
16305,5,5,2
16306,8,8,2
1632,7,7,2
16331,9,9,2
1634,7,7,2
16340,12,12,2
16345,12,12,3
16349,9,9,3
16355,11,11,2
16358,9,9,2
16372,2,2,2
16394,10,10,2
16404,11,11,2
1641,10,10,2
16415,13,13,4
1642,3,3,2
16420,4,4,2
16452,6,6,2
16453,4,4,2
16456,5,5,2
16488,7,7,2
1650,13,13,5
1651,3,3,2
16515,8,8,2
16520,7,7,2
16521,8,8,2
16531,10,10,3
16535,4,4,2
16538,2,2,2
16552,4,4,2
16567,9,9,2
1657,9,9,3
16592,5,5,2
1660,7,7,2
16644,7,7,2
16663,9,9,2
16692,9,9,3
16694,15,15,2
16695,2,2,2
16697,10,10,3
16707,15,15,2
16709,7,7,2
16719,6,6,2
1672,10,10,2
16720,10,10,2
16722,9,9,2
16726,28,28,2
16728,11,11,2
16736,16,16,2
16749,8,8,2
16766,13,13,2
16767,7,7,2
16769,8,8,2
16773,8,8,2
16780,9,9,2
16788,12,12,3
16811,7,7,2
16843,7,7,2
16849,13,13,2
16853,4,4,2
16864,11,11,3
16893,16,16,4
16895,8,8,2
16908,11,11,2
16920,10,10,2
16942,14,14,4
16949,9,9,2
1696,6,6,3
16975,9,9,2
16988,11,11,2
16992,10,10,2
16993,4,4,2
16994,6,6,2
1700,8,8,2
17001,3,3,2
17013,11,11,2
1703,10,10,4
17042,8,8,3
17043,11,11,2
17050,8,8,2
17058,4,4,2
1706,10,10,2
17061,13,13,2
17066,8,8,2
17068,9,9,3
17071,2,2,2
1709,6,6,3
17091,14,14,4
17097,12,12,2
17098,15,15,3
17101,2,2,2
17104,11,11,2
17116,16,16,2
1713,8,8,2
17137,16,16,3
1714,8,8,3
17156,5,5,2
17158,9,9,2
17168,7,7,2
17172,6,6,2
17186,6,6,3
17191,11,11,2
17198,8,8,2
17202,3,3,2
17226,6,6,2
17235,9,9,2
17253,2,2,2
17256,11,11,2
17261,3,3,2
17284,10,10,2
17290,7,7,2
17293,10,10,2
17294,6,6,2
17295,7,7,2
17298,3,3,2
1731,2,2,2
17313,9,9,2
17315,6,6,3
17350,7,7,2
17398,8,8,2
17414,11,11,2
1744,10,10,4
17476,9,9,4
17494,4,4,2
17495,15,15,2
1750,10,10,2
17508,11,11,3
17509,15,15,2
1751,7,7,2
1753,7,7,2
17534,11,11,3
17538,4,4,2
17544,11,11,2
17550,11,11,3
17551,12,12,2
17569,7,7,2
17570,18,18,2
17571,6,6,2
17573,13,13,3
17574,15,15,2
17575,8,8,2
17576,9,9,2
17584,3,3,3
17586,7,7,2
17588,7,7,2
17589,6,6,2
1759,9,9,3
17590,7,7,2
17591,20,20,6
17599,19,19,2
17606,5,5,2
1761,7,7,3
17617,5,5,2
17619,9,9,2
1762,14,14,3
17622,3,3,2
17634,5,5,2
17635,9,9,2
17645,2,2,2
17649,4,4,2
17653,9,9,2
17654,9,9,3
17655,10,10,2
17656,10,10,2
17657,9,9,2
17659,9,9,2
17660,11,11,2
17665,15,15,3
17668,14,14,2
17674,2,2,2
17678,10,10,4
17687,5,5,2
17689,14,14,3
17694,15,15,2
17698,20,20,2
17699,9,9,2
1770,3,3,3
17700,11,11,4
17701,9,9,3
17702,18,18,2
17703,12,12,2
17706,9,9,2
1771,2,2,2
17712,8,8,2
17717,3,3,2
17723,7,7,2
17725,7,7,2
17728,16,16,9
17734,7,7,2
17735,7,7,2
17744,22,22,2
17745,16,16,4
17746,5,5,2
1775,2,2,2
17752,16,16,3
17753,8,8,2
17757,20,20,3
17762,6,6,2
17764,2,2,2
17771,3,3,2
17774,15,15,3
17777,14,14,2
17790,7,7,2
17793,14,14,3
17796,6,6,2
17798,20,20,2
17800,10,10,3
17803,13,13,3
17804,23,23,7
17809,7,7,2
1781,6,6,2
17840,6,6,2
17863,10,10,2
17884,4,4,2
179,7,7,2
1790,2,2,2
17908,10,10,2
1791,2,2,2
17914,11,11,2
17957,6,6,2
17964,10,10,2
17971,10,10,2
17972,3,3,2
17974,8,8,2
17995,4,4,3
18005,3,3,2
18010,2,2,2
18031,6,6,2
18036,6,6,2
18048,4,4,2
18070,10,10,2
18074,9,9,2
18085,6,6,3
18107,7,7,2
18110,3,3,3
18115,8,8,2
18116,7,7,3
18121,2,2,2
18127,10,10,2
18130,9,9,2
18134,9,9,3
18154,8,8,2
18193,13,13,2
18198,25,25,2
182,7,7,2
18208,11,11,2
18209,13,13,2
1821,9,9,3
18212,6,6,3
18231,7,7,2
18232,13,13,2
18233,12,12,2
18235,17,17,2
1827,10,10,4
18278,2,2,2
18281,10,10,3
18284,9,9,3
18304,8,8,2
1832,2,2,2
18344,4,4,2
18356,8,8,3
18364,19,19,2
18380,8,8,2
18387,7,7,2
18410,5,5,2
1844,7,7,2
18474,8,8,2
18487,4,4,2
18488,9,9,2
18491,5,5,2
18499,9,9,2
18511,9,9,2
18514,10,10,2
18522,10,10,2
18526,16,16,3
18555,8,8,3
18556,6,6,3
18557,7,7,2
18569,20,20,6
18572,11,11,2
1858,3,3,3
18593,8,8,2
186,4,4,2
18624,8,8,2
18633,4,4,2
18648,7,7,2
18651,10,10,2
18654,8,8,3
18659,6,6,2
18689,9,9,3
18711,10,10,2
18718,3,3,2
18727,4,4,4
18728,9,9,2
18729,9,9,2
18731,11,11,3
18741,4,4,2
18748,8,8,2
18757,10,10,2
18758,6,6,2
1876,10,10,2
18775,6,6,2
18783,8,8,2
18798,16,16,2
1880,2,2,2
18814,9,9,2
18871,2,2,2
18874,11,11,3
18883,7,7,2
18887,4,4,2
18904,7,7,2
18906,7,7,2
18917,5,5,2
18933,6,6,2
18935,9,9,2
18945,3,3,2
1896,6,6,2
1897,8,8,2
18977,2,2,2
18979,8,8,2
18982,13,13,2
18983,6,6,2
18990,10,10,2
18999,5,5,2
19001,5,5,2
19014,6,6,2
19049,9,9,2
19063,3,3,2
19064,3,3,2
19065,5,5,2
19072,7,7,2
19077,6,6,3
19091,8,8,2
19106,7,7,2
19116,8,8,2
19117,7,7,2
19121,8,8,3
19128,8,8,2
19134,2,2,2
19141,7,7,2
19158,3,3,2
19161,9,9,2
19166,17,17,5
19169,9,9,2
19172,9,9,2
19173,2,2,2
19175,10,10,4
19185,12,12,3
1919,9,9,3
19191,9,9,2
19195,7,7,3
19196,15,15,4
19199,5,5,3
19202,7,7,2
19209,2,2,2
19216,4,4,2
19218,9,9,2
19222,2,2,2
19224,4,4,2
19225,5,5,2
19229,6,6,2
19232,7,7,2
19269,9,9,2
19272,7,7,3
19279,10,10,5
19280,4,4,3
19282,7,7,2
19296,4,4,2
19298,13,13,3
19301,2,2,2
19309,2,2,2
19317,9,9,3
19321,3,3,3
19324,7,7,2
19326,3,3,2
19328,2,2,2
19334,9,9,3
19343,22,22,2
19344,2,2,2
19357,2,2,2
19358,6,6,3
19361,4,4,2
19365,5,5,2
19366,3,3,3
19367,3,3,2
19368,3,3,3
19389,9,9,2
19394,20,20,2
19395,15,15,6
19402,8,8,2
19407,17,17,2
19411,3,3,2
19415,7,7,2
19424,2,2,2
19427,2,2,2
19429,2,2,2
19437,9,9,2
19446,4,4,2
19470,5,5,2
19473,19,19,4
19478,12,12,4
19488,5,5,4
19494,2,2,2
19496,3,3,2
19497,2,2,2
19516,7,7,2
19517,3,3,2
19518,2,2,2
1952,5,5,2
19531,5,5,2
19539,16,16,7
19550,6,6,2
19551,4,4,2
19552,5,5,4
19567,10,10,5
19569,3,3,2
19581,8,8,2
19583,6,6,3
19584,7,7,2
19585,2,2,2
19587,3,3,2
1959,12,12,2
19590,6,6,3
19594,10,10,2
19597,9,9,2
19598,6,6,2
19608,10,10,2
1961,12,12,2
19620,5,5,3
19623,4,4,2
19624,4,4,3
19625,6,6,2
19640,3,3,2
19664,3,3,3
19676,3,3,3
19682,8,8,3
19683,5,5,2
19686,4,4,2
19687,6,6,2
19699,6,6,2
197,3,3,2
19703,7,7,2
19704,7,7,3
19706,7,7,2
19708,5,5,3
1971,9,9,2
19710,8,8,3
19720,3,3,2
19721,4,4,2
19742,8,8,3
19745,2,2,2
19746,12,12,6
19747,8,8,2
19757,8,8,2
1976,12,12,4
19763,5,5,3
19772,5,5,2
19783,5,5,2
19784,10,10,2
19787,6,6,2
19788,7,7,2
1980,8,8,2
19802,10,10,4
19806,8,8,3
19810,4,4,2
19811,2,2,2
1983,3,3,2
19831,10,10,2
19835,4,4,2
1984,6,6,2
19842,3,3,2
19844,13,13,5
1986,7,7,3
19864,9,9,2
19866,6,6,2
19869,9,9,2
19870,9,9,2
19872,8,8,2
19878,6,6,2
19880,7,7,2
19896,7,7,2
19899,11,11,2
19904,5,5,2
19916,2,2,2
19918,10,10,3
19921,17,17,2
19927,11,11,2
19928,2,2,2
19933,7,7,2
19936,8,8,2
19940,3,3,3
19943,8,8,2
19944,2,2,2
19945,2,2,2
19948,2,2,2
1995,10,10,2
19964,8,8,2
19967,11,11,2
19970,8,8,3
19972,3,3,2
19975,26,26,7
19977,3,3,3
19978,2,2,2
19983,9,9,3
19996,10,10,2
19997,8,8,3
20019,3,3,2
20021,15,15,2
20024,2,2,2
20032,2,2,2
20033,13,13,2
20037,7,7,2
2004,11,11,2
20045,5,5,2
20046,5,5,2
20047,5,5,3
20063,6,6,2
20064,12,12,2
20077,25,25,6
20082,2,2,2
20085,2,2,2
20088,9,9,2
2009,8,8,2
20103,11,11,2
20119,10,10,2
20120,6,6,2
20130,14,14,7
20135,7,7,2
20136,8,8,2
20138,3,3,2
20140,3,3,3
20142,8,8,2
20162,12,12,2
2017,6,6,2
2018,3,3,2
2019,11,11,5
20199,7,7,2
20203,5,5,2
20204,13,13,6
20213,11,11,4
20222,2,2,2
20223,2,2,2
20227,2,2,2
20233,17,17,2
20253,13,13,2
20255,8,8,2
2026,8,8,3
20268,7,7,2
20273,9,9,2
20275,7,7,2
20277,9,9,2
20278,5,5,2
20298,9,9,2
20318,12,12,2
2033,8,8,2
20330,16,16,6
20341,3,3,2
20349,5,5,2
20356,7,7,2
20360,4,4,2
20365,9,9,2
20366,9,9,2
20373,10,10,5
20376,8,8,2
20381,7,7,2
20392,2,2,2
20399,7,7,2
2042,2,2,2
20420,6,6,2
20422,10,10,3
20429,4,4,4
20430,5,5,2
20438,2,2,2
2044,2,2,2
20446,2,2,2
20450,2,2,2
20457,13,13,3
20458,2,2,2
20462,6,6,2
20479,8,8,2
20483,7,7,2
20488,6,6,2
20489,9,9,2
20523,4,4,2
20535,9,9,2
20536,7,7,2
20537,11,11,3
20540,8,8,3
20543,6,6,4
2055,4,4,2
20565,4,4,2
20573,11,11,2
20574,9,9,2
20575,11,11,2
2058,7,7,2
2059,7,7,2
20600,7,7,2
20621,12,12,2
20631,9,9,2
20642,2,2,2
20647,3,3,3
20648,5,5,2
20658,4,4,2
20665,15,15,5
20668,7,7,2
20669,2,2,2
20694,3,3,3
20696,9,9,2
20698,9,9,3
20700,10,10,2
20713,6,6,3
20719,7,7,2
20722,7,7,2
20730,5,5,2
20733,6,6,3
20734,9,9,3
20756,5,5,4
20770,7,7,2
20774,2,2,2
20775,6,6,2
2078,12,12,3
208,10,10,2
20806,6,6,2
20822,12,12,3
20828,7,7,2
2083,8,8,2
20837,7,7,3
2085,8,8,2
20852,7,7,2
20858,7,7,2
20861,10,10,3
20863,8,8,2
20876,2,2,2
20895,9,9,2
20909,7,7,2
20920,7,7,2
20933,4,4,2
20947,7,7,2
20957,11,11,2
2096,7,7,2
20962,4,4,2
20979,8,8,3
2098,9,9,2
21003,7,7,2
21006,8,8,2
21024,11,11,2
21027,13,13,2
2103,11,11,2
21031,7,7,2
21032,7,7,2
21042,8,8,2
21044,6,6,2
21050,7,7,2
21051,6,6,2
21058,4,4,2
21068,6,6,2
21083,8,8,2
21084,7,7,2
21101,34,34,6
2111,7,7,2
21120,13,13,2
21130,8,8,2
21133,3,3,2
21137,2,2,2
21141,2,2,2
21142,4,4,2
21163,3,3,2
21173,2,2,2
21182,7,7,3
21184,11,11,2
21195,5,5,2
21201,10,10,3
21202,9,9,2
21216,9,9,2
21224,7,7,2
2123,9,9,2
21258,6,6,3
21274,9,9,2
21290,7,7,2
21298,6,6,2
2132,10,10,5
2134,9,9,2
21352,7,7,2
21360,2,2,2
21370,6,6,2
21375,7,7,2
21376,9,9,2
21393,3,3,2
21401,11,11,2
21402,14,14,2
21408,2,2,2
21427,7,7,2
21438,40,40,3
21457,10,10,2
21464,8,8,3
21469,8,8,2
21472,4,4,2
21477,7,7,2
21492,10,10,3
21499,7,7,2
21508,8,8,2
21511,2,2,2
21512,13,13,3
21520,9,9,2
21521,7,7,2
21528,6,6,2
2153,7,7,2
21541,3,3,2
21542,2,2,2
21543,7,7,2
21555,7,7,2
21556,6,6,2
21562,10,10,2
2160,7,7,2
21604,8,8,2
21619,9,9,2
21628,7,7,2
21650,6,6,2
21659,7,7,2
21670,12,12,2
2170,2,2,2
21704,7,7,2
21735,6,6,2
21756,18,18,2
21760,11,11,2
21762,7,7,3
21778,9,9,2
21793,6,6,2
21812,7,7,2
