OLD_CLUSTER,OLD_SIZE,BADGES_IN_COMMON,SPLIT_INTO
10002,4,4,3
10007,2,2,2
10017,7,7,2
1002,8,8,2
10042,3,3,3
10047,7,7,2
10049,13,13,3
1005,8,8,2
10065,2,2,2
10067,7,7,2
10069,9,9,3
10077,2,2,2
1008,7,7,2
10082,8,8,2
10085,6,6,2
1009,13,13,2
10106,8,8,2
10113,10,10,3
10120,10,10,3
10121,9,9,2
10123,10,10,2
1014,11,11,2
10146,2,2,2
1015,7,7,2
10158,24,24,5
10166,9,9,2
10172,7,7,2
10173,7,7,2
10178,9,9,2
10189,9,9,2
10193,7,7,2
10196,7,7,2
10199,9,9,2
1021,9,9,2
10217,7,7,2
1023,8,8,2
10238,7,7,2
1024,16,16,2
10240,8,8,2
10244,13,13,6
1026,9,9,2
10260,7,7,2
1027,9,9,2
1028,9,9,2
1031,13,13,5
10330,8,8,2
10338,11,11,4
10339,4,4,2
10351,8,8,2
10354,3,3,2
10355,2,2,2
10372,7,7,2
10381,7,7,2
10399,7,7,2
10404,8,8,2
10408,17,17,3
10425,7,7,2
10435,10,10,2
1044,7,7,2
10452,7,7,2
10468,3,3,3
10469,10,10,2
10472,7,7,2
10494,8,8,2
10495,7,7,2
10499,7,7,2
10501,7,7,2
10502,13,13,2
10507,8,8,2
10517,2,2,2
10523,7,7,2
10531,9,9,2
10549,11,11,3
1055,8,8,2
10552,11,11,2
10553,7,7,2
10559,7,7,2
10575,6,6,2
10586,8,8,2
10599,10,10,2
10604,2,2,2
10620,15,15,5
10621,2,2,2
10628,3,3,3
10629,3,3,2
10631,9,9,2
1064,8,8,2
10641,9,9,2
10646,9,9,2
10664,10,10,2
10677,7,7,2
10687,8,8,3
10694,8,8,2
10700,10,10,2
10713,7,7,2
10728,8,8,2
10740,8,8,2
10752,2,2,2
1078,8,8,2
10792,9,9,2
10813,10,10,2
10817,7,7,2
10840,7,7,2
1085,9,9,3
10875,2,2,2
10885,8,8,2
10891,10,10,2
10897,8,8,2
10898,8,8,2
10903,8,8,2
1091,7,7,2
10910,2,2,2
10918,7,7,2
10923,10,10,2
10941,8,8,2
10947,9,9,3
10961,12,12,2
10987,10,10,2
10995,6,6,2
11000,7,7,2
11019,18,18,2
11020,8,8,2
11024,7,7,3
11025,2,2,2
11038,8,8,2
11045,12,12,3
1105,8,8,2
11057,7,7,2
11069,8,8,3
11070,11,11,2
11073,8,8,2
11075,2,2,2
11085,8,8,2
11087,3,3,2
11089,9,9,2
11109,7,7,2
11113,10,10,2
11125,10,10,3
11126,7,7,2
11129,6,6,2
1113,7,7,2
11136,6,6,2
11144,8,8,2
11148,7,7,2
11150,13,13,4
11168,8,8,2
1118,8,8,2
11184,7,7,2
11190,11,11,2
11198,10,10,2
11208,11,11,4
11219,6,6,2
11226,7,7,2
11230,2,2,2
11241,7,7,2
11244,7,7,2
11248,2,2,2
11250,7,7,2
11251,10,10,2
11255,2,2,2
11260,2,2,2
11268,8,8,2
11271,11,11,2
11274,10,10,2
11292,8,8,2
11306,10,10,3
11307,18,18,3
1131,9,9,2
11310,7,7,2
11319,8,8,3
11331,8,8,2
11337,12,12,3
11348,13,13,3
11361,7,7,2
1137,10,10,2
11384,9,9,2
11410,8,8,2
11456,9,9,2
11459,15,15,2
11472,8,8,2
11476,9,9,2
11482,9,9,4
11502,6,6,2
11520,10,10,2
11548,8,8,2
11569,7,7,2
11579,10,10,2
11581,2,2,2
11629,4,4,2
11632,7,7,2
11648,9,9,3
11662,14,14,3
11664,7,7,2
11669,10,10,2
1167,8,8,3
1169,7,7,2
11696,9,9,2
11699,2,2,2
11701,11,11,2
1171,19,19,2
11714,8,8,2
1172,9,9,2
1173,12,12,3
11731,7,7,2
11735,7,7,2
11736,10,10,2
11756,7,7,2
11768,8,8,2
11781,7,7,2
11790,7,7,2
11791,8,8,2
11799,10,10,2
11801,7,7,2
1181,7,7,2
11810,9,9,3
11814,10,10,2
11826,10,10,2
11835,2,2,2
1184,8,8,3
11851,7,7,2
11854,10,10,2
11862,12,12,2
11864,9,9,3
11899,2,2,2
11905,6,6,2
11913,11,11,2
11917,8,8,3
11920,14,14,2
11921,9,9,2
11938,9,9,2
1194,14,14,2
1195,9,9,2
1196,7,7,2
11962,10,10,2
11965,6,6,2
11982,8,8,2
11993,8,8,2
12023,8,8,2
12027,10,10,2
12028,9,9,2
1205,8,8,3
12051,10,10,2
12057,8,8,2
1207,9,9,3
12074,13,13,2
1208,9,9,2
12081,9,9,2
12087,7,7,2
12112,12,12,6
12134,7,7,2
12163,7,7,2
12198,10,10,2
1220,2,2,2
12204,10,10,2
12215,8,8,2
12216,8,8,2
12225,5,5,2
12240,18,18,2
12244,10,10,2
12259,9,9,2
12266,3,3,2
12277,2,2,2
12307,9,9,2
12335,24,24,3
12349,10,10,2
12352,6,6,2
12355,8,8,2
12387,2,2,2
12391,3,3,2
12392,4,4,2
12412,7,7,2
12418,11,11,2
12420,8,8,3
12422,7,7,2
12433,8,8,2
12444,9,9,3
12446,7,7,2
12454,8,8,2
12478,9,9,2
12498,11,11,2
125,2,2,2
12504,8,8,3
12511,11,11,2
12542,2,2,2
12544,8,8,2
12549,7,7,2
12559,10,10,4
12565,7,7,2
12582,7,7,2
12587,2,2,2
12603,8,8,2
12605,14,14,3
12608,8,8,2
12616,9,9,2
12617,2,2,2
1264,7,7,2
12655,13,13,2
12665,10,10,3
12671,2,2,2
12723,11,11,2
12724,9,9,3
12727,10,10,2
12763,6,6,2
12769,7,7,2
1279,7,7,2
12790,4,4,3
12807,6,6,2
12834,8,8,2
12841,9,9,2
12863,14,14,4
12883,7,7,2
12889,9,9,3
12895,10,10,3
12899,13,13,2
12902,9,9,2
12921,2,2,2
12936,9,9,2
12944,23,23,9
12946,6,6,2
12951,13,13,2
12981,10,10,2
12982,9,9,2
13006,26,26,6
13017,8,8,2
13040,7,7,2
13114,8,8,2
1312,9,9,2
13129,8,8,2
13133,12,12,3
13135,9,9,2
1315,4,4,2
13154,16,16,2
13157,9,9,2
13158,4,4,3
13172,5,5,4
1319,18,18,2
13218,9,9,2
13222,10,10,2
13225,12,12,5
13228,8,8,2
13232,12,12,2
1324,7,7,2
1328,7,7,2
13286,9,9,2
13288,16,16,2
13291,10,10,2
13298,10,10,2
13305,9,9,2
13306,6,6,2
13307,9,9,3
13314,8,8,2
13321,8,8,2
13328,7,7,2
13356,28,28,3
13363,6,6,2
13369,10,10,2
1337,5,5,2
13377,8,8,2
13383,3,3,2
13385,3,3,2
13486,11,11,2
13494,3,3,2
13515,12,12,3
13541,12,12,2
13544,10,10,2
13546,48,48,3
13549,5,5,2
13584,12,12,2
13589,15,15,6
13591,9,9,2
13594,3,3,2
13598,20,20,4
13606,3,3,2
13612,4,4,2
13618,4,4,3
1362,8,8,2
13625,10,10,2
13637,7,7,3
13643,9,9,3
13648,3,3,2
13658,3,3,2
1368,7,7,2
1369,12,12,2
13701,6,6,2
13730,19,19,6
13736,2,2,2
13741,2,2,2
13748,2,2,2
1375,68,68,24
13823,2,2,2
13858,7,7,2
13867,12,12,3
13883,6,6,2
13903,7,7,2
13923,2,2,2
13937,4,4,2
1394,9,9,2
13964,9,9,2
13970,9,9,2
13971,8,8,2
1398,10,10,2
14005,11,11,2
14038,2,2,2
14053,14,14,3
14060,2,2,2
14083,2,2,2
14085,8,8,2
14088,3,3,3
14089,9,9,3
14094,5,5,2
14111,9,9,2
14119,15,15,2
14121,22,22,3
14135,10,10,2
14150,9,9,2
14157,8,8,2
14165,13,13,2
1418,8,8,2
1419,7,7,3
14205,7,7,2
14220,11,11,2
14252,12,12,3
14264,7,7,2
14286,7,7,2
14288,6,6,2
1430,10,10,2
14300,6,6,2
14308,7,7,2
14311,8,8,2
14334,7,7,2
1435,15,15,2
14389,12,12,2
14402,10,10,2
14418,10,10,2
1442,10,10,2
14456,9,9,2
14461,9,9,2
14476,8,8,2
14490,9,9,2
14492,8,8,2
14513,10,10,2
14518,13,13,2
14523,2,2,2
1453,8,8,2
14534,9,9,2
14535,7,7,2
1456,10,10,2
14561,7,7,2
14566,7,7,2
14570,7,7,2
14583,8,8,2
14587,8,8,3
14594,14,14,4
14596,10,10,3
1461,7,7,2
14611,9,9,2
14635,6,6,2
1464,7,7,2
14641,6,6,2
14655,8,8,2
14667,6,6,2
14681,8,8,2
14689,9,9,2
14696,8,8,2
1470,4,4,2
14718,10,10,4
14719,7,7,2
14723,11,11,2
14724,13,13,3
14725,7,7,2
14732,11,11,3
14744,10,10,5
14746,10,10,2
14755,8,8,2
14759,13,13,6
14763,8,8,2
14764,4,4,2
14767,11,11,2
14773,8,8,2
14799,8,8,2
1481,7,7,2
14826,8,8,3
14850,10,10,2
14855,5,5,2
14858,15,15,2
14864,12,12,2
14869,10,10,2
14871,8,8,3
14874,13,13,3
1488,7,7,2
14887,7,7,2
14889,9,9,2
14890,9,9,2
14905,6,6,2
14925,5,5,3
14927,10,10,2
14945,9,9,2
14948,9,9,2
14983,13,13,3
14992,10,10,2
14999,9,9,2
15003,17,17,2
15009,7,7,2
15029,12,12,2
1504,9,9,2
15045,10,10,2
15057,5,5,2
15058,15,15,2
15070,10,10,2
15071,9,9,2
15078,4,4,3
15086,8,8,2
15092,8,8,2
15098,2,2,2
15099,6,6,2
15118,8,8,2
15122,9,9,2
15129,13,13,2
1513,7,7,2
15137,7,7,2
15139,6,6,2
15141,8,8,2
15150,9,9,2
1516,8,8,2
15185,8,8,2
15189,7,7,2
15196,7,7,2
1520,11,11,2
15203,8,8,3
15215,10,10,2
1522,11,11,2
15222,8,8,2
15224,6,6,2
15225,9,9,4
15228,2,2,2
15238,8,8,2
15250,12,12,2
15252,9,9,2
15257,11,11,2
15267,7,7,2
15269,7,7,2
15270,2,2,2
15274,8,8,2
15278,9,9,3
15289,7,7,2
15290,8,8,2
15309,7,7,2
15320,14,14,3
15321,2,2,2
15322,2,2,2
15330,9,9,3
15336,6,6,3
15337,3,3,2
15338,13,13,3
15345,11,11,2
15353,10,10,2
15360,8,8,2
15378,9,9,2
15384,2,2,2
15385,10,10,3
15386,16,16,5
15388,8,8,2
15391,3,3,2
15392,10,10,4
15393,14,14,2
15410,24,24,7
15414,2,2,2
15424,9,9,3
15437,9,9,2
15439,2,2,2
15445,12,12,5
15448,4,4,2
15466,3,3,3
15468,13,13,3
15485,9,9,2
15500,8,8,2
15511,7,7,2
15548,22,22,7
15564,8,8,2
15565,14,14,5
15569,10,10,3
15576,7,7,2
15591,8,8,2
15594,8,8,3
15595,2,2,2
15608,8,8,2
15609,9,9,2
1561,7,7,2
15612,25,25,3
15621,12,12,5
1564,8,8,2
15643,17,17,7
1566,8,8,2
15660,29,29,6
15667,4,4,2
15701,10,10,3
15708,11,11,3
15721,9,9,2
15731,15,15,2
15735,11,11,2
15736,10,10,2
15738,2,2,2
15739,8,8,2
15746,9,9,3
1575,8,8,2
15753,13,13,3
15762,11,11,2
15789,5,5,3
15802,7,7,2
15803,5,5,4
1581,2,2,2
15811,5,5,2
15823,8,8,2
15832,7,7,2
15836,10,10,3
15852,3,3,2
1586,2,2,2
15863,8,8,2
1587,9,9,2
15870,7,7,2
15877,19,19,7
15889,8,8,2
15890,8,8,2
15892,14,14,5
15893,2,2,2
15894,8,8,2
15895,2,2,2
15896,4,4,4
15897,2,2,2
15902,10,10,2
15909,13,13,2
15914,15,15,3
15917,11,11,2
15919,13,13,2
15927,18,18,5
15932,10,10,3
15938,11,11,2
15951,11,11,2
15953,8,8,2
15956,7,7,2
15964,7,7,2
15968,12,12,2
15991,9,9,3
16000,10,10,2
16007,14,14,3
16017,6,6,2
16023,7,7,2
16039,16,16,8
16042,13,13,6
16043,2,2,2
16045,3,3,2
16053,9,9,2
16070,6,6,2
16080,11,11,2
16085,3,3,2
16093,8,8,2
16099,14,14,3
16110,9,9,2
16116,12,12,2
16120,13,13,6
16125,3,3,2
16128,10,10,2
16130,15,15,4
16131,2,2,2
16133,9,9,2
16137,5,5,4
16139,3,3,2
16140,2,2,2
16146,7,7,2
16164,2,2,2
16170,9,9,3
1618,2,2,2
16180,12,12,2
16182,16,16,2
16184,11,11,2
16185,8,8,2
16208,10,10,3
16217,4,4,2
16218,3,3,2
16222,2,2,2
16232,8,8,2
16258,8,8,2
16260,7,7,2
1631,7,7,2
16322,10,10,2
16323,11,11,2
1633,7,7,2
1634,8,8,3
16346,8,8,2
16349,10,10,2
16392,12,12,2
1640,8,8,2
16412,19,19,2
16473,9,9,2
16481,8,8,2
16491,2,2,2
165,5,5,2
16535,10,10,2
16538,2,2,2
16549,8,8,2
16561,8,8,3
16562,8,8,2
16571,9,9,3
16598,8,8,2
166,2,2,2
16612,9,9,2
16654,8,8,2
16655,9,9,2
16672,16,16,2
16675,2,2,2
16687,2,2,2
16696,7,7,3
16726,6,6,2
16761,9,9,2
16769,8,8,2
16794,9,9,2
16796,12,12,2
16813,9,9,2
16839,9,9,2
16849,14,14,2
16850,8,8,2
16857,5,5,2
1686,16,16,6
16862,9,9,2
16864,12,12,2
16865,8,8,2
16870,7,7,2
1688,16,16,6
16887,8,8,2
169,3,3,2
16921,11,11,2
16938,22,22,4
16990,13,13,2
16998,9,9,2
16999,9,9,2
17009,10,10,2
1702,8,8,2
17025,10,10,2
17026,9,9,2
17095,9,9,2
1710,7,7,2
1714,7,7,2
17165,8,8,2
17170,8,8,2
17185,8,8,2
17208,10,10,3
17226,7,7,2
17240,10,10,2
17266,12,12,2
17277,8,8,2
17278,8,8,2
1728,10,10,2
1730,10,10,3
17303,8,8,2
17305,10,10,2
17320,12,12,3
