NEW_CLUSTER,NEW_SIZE,BADGES_IN_COMMON,MERGED_FROM
16206,4,4,2
16208,10,10,2
16210,7,7,2
16217,4,4,2
16218,3,3,2
16220,2,2,2
16222,2,2,2
16232,8,8,2
16258,8,8,2
16293,8,8,4
16297,2,2,2
16299,2,2,2
16316,6,6,2
1632,9,9,4
16322,10,10,2
1633,7,7,2
1634,8,8,2
16344,10,10,4
16359,8,8,2
16396,9,9,2
1640,8,8,2
16412,19,19,2
16423,7,7,2
16429,8,8,2
1645,7,7,4
16451,8,8,2
16453,11,11,2
16456,6,6,2
1646,8,8,3
16472,7,7,2
16491,2,2,2
16495,8,8,3
16496,7,7,2
16501,2,2,2
16502,2,2,2
16522,6,6,2
16526,7,7,2
16535,10,10,2
16536,7,7,2
16549,8,8,2
1655,8,8,2
1656,7,7,3
16579,12,12,3
1658,8,8,2
16611,7,7,2
16612,9,9,2
16649,10,10,2
16654,8,8,3
16655,9,9,2
16672,16,16,2
16675,2,2,2
16687,2,2,2
16696,7,7,2
16706,15,15,4
16708,7,7,2
16726,6,6,2
16735,7,7,2
1675,9,9,2
16756,11,11,5
16775,8,8,2
16794,9,9,2
16795,8,8,4
16796,12,12,3
16810,9,9,2
16820,7,7,2
16839,9,9,2
16849,14,14,2
16855,8,8,2
16857,5,5,2
1686,16,16,4
16861,10,10,3
16864,12,12,5
16870,7,7,2
1688,16,16,3
16887,8,8,2
169,3,3,2
1692,7,7,2
16938,22,22,4
1696,6,6,2
16960,6,6,2
16999,9,9,2
1700,7,7,2
17001,8,8,2
1702,8,8,3
17026,9,9,3
1703,9,9,2
17036,7,7,2
17095,9,9,2
17097,10,10,2
17104,8,8,3
17125,2,2,2
17128,7,7,2
17146,7,7,2
17165,8,8,2
17170,8,8,2
17185,8,8,2
17189,8,8,2
1719,7,7,2
17193,8,8,2
17208,10,10,2
17218,7,7,2
17226,7,7,2
17240,10,10,3
17257,10,10,2
17262,8,8,2
17278,8,8,2
1728,10,10,2
17284,8,8,2
1730,10,10,4
17305,10,10,2
17312,7,7,2
17320,12,12,6
17326,12,12,3
17339,10,10,2
1735,2,2,2
17395,4,4,2
1740,11,11,4
17420,8,8,2
17427,10,10,2
17429,8,8,2
17441,14,14,2
1745,9,9,2
1747,8,8,2
17479,11,11,3
17488,8,8,2
17491,14,14,2
1750,9,9,2
17501,9,9,2
17506,8,8,2
17522,9,9,2
17530,9,9,3
17531,10,10,3
17533,5,5,2
1754,7,7,2
17548,8,8,3
17555,10,10,2
1757,8,8,2
17581,8,8,2
17604,12,12,2
17606,11,11,2
1761,8,8,2
17612,7,7,2
17613,8,8,3
17617,7,7,2
1762,12,12,2
17657,12,12,3
17659,16,16,5
17660,10,10,2
17667,9,9,3
17670,9,9,3
17680,14,14,2
1769,8,8,3
17698,11,11,4
177,14,14,6
17700,15,15,2
17717,9,9,3
1773,10,10,3
17732,8,8,2
17733,12,12,2
1777,10,10,2
17773,13,13,3
17781,14,14,6
17797,8,8,2
17815,8,8,2
17823,10,10,2
17835,7,7,2
17837,10,10,2
17838,10,10,2
17842,2,2,2
17851,7,7,2
17889,9,9,2
17892,7,7,2
17900,7,7,2
17908,7,7,2
1792,9,9,2
17947,7,7,2
17949,8,8,2
17950,10,10,2
18,6,6,2
180,6,6,2
18020,18,18,3
18054,9,9,2
18076,7,7,2
18079,16,16,5
18080,15,15,5
18081,5,5,2
18082,9,9,4
18100,14,14,2
18115,5,5,2
18119,22,22,6
18122,46,46,15
18124,7,7,2
18125,8,8,3
18128,12,12,3
18140,17,17,4
18142,16,16,6
18159,12,12,2
18177,9,9,2
1819,8,8,2
18192,8,8,2
18193,9,9,2
18196,7,7,2
18203,9,9,4
18204,8,8,3
18205,8,8,2
18206,7,7,2
18208,9,9,4
18209,9,9,3
1821,12,12,5
18210,11,11,2
18211,8,8,2
18212,9,9,3
18220,13,13,3
18240,12,12,3
18250,19,19,3
18252,8,8,3
18262,7,7,2
18265,15,15,2
18271,9,9,3
18273,13,13,3
18276,6,6,2
18277,10,10,2
18278,6,6,2
18280,17,17,4
18283,10,10,3
18286,7,7,3
18296,12,12,2
18298,13,13,6
18303,15,15,2
18304,7,7,2
18315,11,11,2
18319,8,8,2
18321,10,10,3
18324,13,13,4
18330,10,10,2
18343,12,12,4
18344,2,2,2
18347,20,20,6
18352,10,10,2
18354,20,20,6
18381,14,14,2
18408,8,8,2
18452,13,13,2
18455,8,8,3
18458,10,10,2
18480,11,11,2
18491,3,3,2
18517,12,12,2
1856,8,8,2
18577,8,8,2
18584,14,14,2
18591,10,10,4
18617,12,12,3
1862,12,12,2
18638,8,8,2
18651,8,8,2
18654,21,21,3
18674,6,6,2
18678,14,14,2
18710,8,8,2
18744,3,3,2
18754,35,35,3
18789,6,6,2
18792,13,13,3
18797,10,10,2
18798,8,8,2
18803,8,8,2
18805,14,14,2
18815,10,10,3
18823,13,13,3
18828,6,6,3
18831,2,2,2
18835,14,14,2
18839,2,2,2
18915,11,11,2
18916,7,7,2
1892,9,9,2
18923,24,24,9
18946,7,7,2
18958,11,11,2
18961,8,8,2
18986,7,7,2
18994,21,21,3
190,9,9,2
19010,7,7,2
19013,8,8,2
19017,8,8,2
19020,7,7,2
19025,7,7,2
19031,8,8,2
19039,8,8,2
19046,8,8,2
19087,6,6,2
19118,11,11,3
19120,16,16,5
19126,7,7,2
19144,12,12,2
19145,8,8,2
19159,8,8,2
19175,7,7,2
19180,8,8,2
19195,7,7,2
19221,11,11,2
19222,11,11,2
19223,7,7,2
19239,8,8,2
1924,9,9,2
19243,11,11,2
19248,8,8,2
19264,9,9,3
19271,12,12,3
19282,8,8,2
1930,8,8,2
19309,7,7,2
19311,11,11,4
19312,8,8,2
19313,9,9,3
19327,11,11,4
1933,8,8,2
19330,10,10,2
19332,7,7,2
19335,9,9,4
19336,15,15,2
19348,15,15,2
19359,10,10,2
19361,9,9,2
19367,7,7,2
19389,11,11,2
1939,7,7,2
19391,13,13,4
19407,13,13,5
19430,7,7,2
19448,10,10,3
19450,6,6,2
19453,11,11,5
1947,8,8,2
19477,11,11,4
19479,7,7,2
19506,8,8,2
19509,8,8,2
19514,8,8,2
19521,10,10,2
19522,19,19,3
19526,8,8,2
19544,4,4,2
19563,9,9,2
19564,15,15,3
19573,8,8,3
19575,9,9,3
19591,7,7,2
19594,8,8,2
19595,8,8,2
19596,12,12,2
19602,10,10,3
19610,11,11,3
19613,11,11,5
19619,7,7,2
19628,9,9,4
1963,11,11,3
19633,7,7,2
19652,8,8,2
19663,8,8,2
19675,6,6,2
19676,10,10,3
1968,7,7,2
19690,9,9,3
19708,15,15,4
19710,15,15,5
19712,2,2,2
19718,4,4,2
19722,10,10,3
19725,8,8,2
19729,7,7,2
19744,7,7,2
19750,12,12,3
19776,7,7,2
19787,9,9,4
19797,9,9,2
19799,6,6,3
19801,9,9,3
19829,19,19,6
19839,15,15,4
19843,2,2,2
19846,2,2,2
19857,7,7,2
19862,2,2,2
19863,7,7,3
19865,4,4,3
19871,7,7,3
19890,15,15,3
19895,47,47,12
19897,4,4,3
19898,3,3,2
19899,8,8,2
1990,9,9,3
19904,2,2,2
19910,2,2,2
19922,7,7,3
19949,20,20,8
19950,88,88,23
19956,7,7,2
19963,19,19,6
19966,11,11,3
19967,2,2,2
19968,2,2,2
19978,8,8,3
19986,3,3,2
19996,20,20,5
20000,8,8,2
20008,8,8,3
20010,9,9,2
20026,17,17,5
20038,3,3,3
20042,2,2,2
20069,7,7,2
20071,12,12,2
20077,10,10,2
20080,7,7,3
20086,8,8,2
20095,22,22,6
20096,12,12,3
20097,2,2,2
2010,8,8,2
20104,2,2,2
20105,14,14,4
2012,8,8,3
20168,9,9,2
20174,4,4,2
20175,10,10,2
20194,7,7,2
20204,2,2,2
2021,7,7,2
20214,6,6,2
2023,2,2,2
2025,3,3,2
20250,3,3,2
20252,16,16,2
2026,8,8,3
20271,10,10,2
20273,23,23,7
20287,2,2,2
20291,6,6,2
20317,3,3,3
20319,7,7,2
20323,7,7,2
20346,2,2,2
20363,8,8,3
2037,17,17,5
20372,8,8,2
20378,16,16,4
20380,12,12,2
20402,13,13,5
20407,12,12,4
20411,2,2,2
20413,12,12,2
20420,9,9,3
20425,15,15,4
20427,2,2,2
20428,20,20,7
20431,3,3,3
20434,9,9,2
20435,4,4,2
20437,10,10,3
2044,13,13,2
20441,8,8,3
20444,8,8,2
20446,2,2,2
2045,3,3,3
20452,11,11,4
2046,7,7,2
20462,7,7,3
20481,30,30,6
20495,2,2,2
20519,8,8,2
20535,10,10,4
20538,15,15,7
20540,12,12,4
20541,26,26,8
20556,10,10,3
20558,8,8,3
20576,15,15,2
2058,14,14,3
20581,14,14,3
20590,7,7,2
206,20,20,7
20609,7,7,2
2061,3,3,2
2064,13,13,2
20646,3,3,2
20670,11,11,4
20675,6,6,2
20677,9,9,2
2069,9,9,2
20696,7,7,2
20700,8,8,3
20708,8,8,2
20710,9,9,2
20711,6,6,3
20719,2,2,2
20727,3,3,2
20734,7,7,2
20765,6,6,2
20766,7,7,2
20770,2,2,2
20773,3,3,3
20777,4,4,2
20784,2,2,2
2079,9,9,3
20791,3,3,2
2080,9,9,2
20800,14,14,5
20801,7,7,2
20802,11,11,4
20813,2,2,2
20822,18,18,3
20824,9,9,2
20827,7,7,2
20836,28,28,3
20844,6,6,2
20846,12,12,3
2085,13,13,4
20855,8,8,2
20856,15,15,3
20859,7,7,2
20862,8,8,2
20866,10,10,4
20874,8,8,2
2088,2,2,2
20885,11,11,4
20896,6,6,2
20898,14,14,4
20903,9,9,3
2091,3,3,3
20925,7,7,2
20927,9,9,2
20942,6,6,2
20943,7,7,2
20949,7,7,2
20950,7,7,2
20951,7,7,2
20955,10,10,2
21004,11,11,3
21005,4,4,3
2102,5,5,2
21023,11,11,3
21038,9,9,3
21045,8,8,2
2106,7,7,2
21068,9,9,2
21070,13,13,2
2108,10,10,2
21080,2,2,2
21092,9,9,2
21093,12,12,2
21098,8,8,2
21099,11,11,5
21115,8,8,2
21125,10,10,2
21144,12,12,2
21170,12,12,2
21171,17,17,2
21174,11,11,2
21189,8,8,2
21205,3,3,3
21218,2,2,2
21231,5,5,4
21239,12,12,2
21244,8,8,4
21247,7,7,2
21257,7,7,2
21265,7,7,2
21269,11,11,2
21271,2,2,2
21318,17,17,2
2132,7,7,2
21325,17,17,2
21328,2,2,2
2133,7,7,2
21342,2,2,2
21362,8,8,2
21379,8,8,2
21385,7,7,2
21386,13,13,2
21387,10,10,4
21404,6,6,2
21418,7,7,2
21419,7,7,2
21424,8,8,2
21428,8,8,2
21443,10,10,3
21466,8,8,2
21479,2,2,2
21481,7,7,2
21492,7,7,2
21499,7,7,2
21522,7,7,2
21535,12,12,2
21547,7,7,2
21548,8,8,2
2158,7,7,2
21595,8,8,2
21596,7,7,2
21598,7,7,2
21602,6,6,2
21604,12,12,2
21631,7,7,2
21632,7,7,2
21646,7,7,2
21660,7,7,2
21676,33,33,13
21681,10,10,2
21684,7,7,2
21689,10,10,2
2169,8,8,2
21704,11,11,2
21705,8,8,2
21734,9,9,3
21754,3,3,3
21761,5,5,2
21766,2,2,2
2179,14,14,4
21796,8,8,2
2180,9,9,3
21823,12,12,2
21833,8,8,2
21847,15,15,2
21851,7,7,2
21852,7,7,2
21853,8,8,2
2187,8,8,2
21870,7,7,2
21873,12,12,6
2188,12,12,3
21883,7,7,2
21886,7,7,2
21926,8,8,2
21932,7,7,2
21956,8,8,3
21957,8,8,3
21966,7,7,2
21968,7,7,2
21986,13,13,4
2199,11,11,2
21995,12,12,4
21998,11,11,3
2202,7,7,2
22031,8,8,2
22053,7,7,2
22057,9,9,2
2209,2,2,2
22103,11,11,2
22112,8,8,2
22133,7,7,2
22135,3,3,2
22137,10,10,5
22140,11,11,2
22143,7,7,2
2215,9,9,2
22158,10,10,2
22162,2,2,2
22203,8,8,2
22204,7,7,2
22221,9,9,3
22227,7,7,2
22240,7,7,2
22259,2,2,2
22275,11,11,2
22295,7,7,2
22304,10,10,6
22333,3,3,2
22353,17,17,2
22359,8,8,2
22363,7,7,2
22375,9,9,4
22390,7,7,2
22409,7,7,2
22412,9,9,2
22455,8,8,2
2247,5,5,2
22471,7,7,2
22480,3,3,3
22483,2,2,2
22494,7,7,2
22533,9,9,2
22537,7,7,2
2255,3,3,2
22559,5,5,2
22577,7,7,2
22593,8,8,3
22594,7,7,3
22613,8,8,2
22622,10,10,3
22626,10,10,2
22628,10,10,2
22635,4,4,2
22637,9,9,2
22638,8,8,2
2264,2,2,2
22642,10,10,2
22649,8,8,2
2265,3,3,2
2266,11,11,4
2267,2,2,2
22671,7,7,2
22677,7,7,2
22679,8,8,2
22680,4,4,2
2269,2,2,2
22691,9,9,4
22701,9,9,2
22714,8,8,2
22719,8,8,2
22721,11,11,3
22723,4,4,3
22724,11,11,4
22743,13,13,5
22744,2,2,2
22777,7,7,2
22794,6,6,2
228,13,13,4
22807,7,7,2
22808,10,10,2
22810,21,21,2
22829,10,10,3
2286,3,3,2
22867,8,8,3
22875,9,9,2
22876,12,12,2
2289,11,11,4
2292,2,2,2
22943,6,6,2
22946,6,6,2
22948,7,7,2
22968,9,9,3
23011,9,9,3
23025,7,7,2
2303,6,6,2
23031,8,8,3
23049,12,12,2
2306,8,8,2
2307,8,8,2
23073,8,8,2
23076,9,9,2
23079,43,43,4
23083,8,8,3
23085,9,9,2
23095,8,8,2
23099,7,7,2
2311,4,4,2
23116,14,14,5
23119,7,7,2
23146,7,7,2
23165,15,15,2
23166,11,11,2
23169,7,7,2
23179,9,9,2
23191,12,12,2
23195,7,7,2
23196,8,8,2
23199,8,8,2
23202,2,2,2
23204,8,8,2
2322,8,8,2
23237,8,8,2
23245,7,7,2
23248,7,7,2
23249,12,12,2
2325,13,13,2
23260,8,8,3
23262,16,16,3
23269,9,9,4
23292,7,7,2
23326,7,7,2
23333,3,3,2
23356,16,16,4
23360,2,2,2
23363,10,10,3
23365,3,3,2
2337,8,8,2
23371,15,15,2
23374,2,2,2
23375,11,11,3
23376,11,11,2
23385,10,10,2
23401,8,8,3
2342,11,11,2
23422,10,10,2
23438,35,35,7
23439,3,3,2
23464,9,9,4
23471,7,7,2
