BADGE,OLD_CLUSTER_SIZE,NEW_CLUSTER_SIZE,GAINED_PEERS,LOST_PEERS,JACCARD_PEERS
1001206,1,2,1,0,0.0
1001212,1,3,2,0,0.0
1001220,2,3,1,0,0.5
1001221,6,7,1,0,0.8333
1001225,1,6,5,0,0.0
1001226,2,3,1,0,0.5
1001227,5,6,1,0,0.8
1001230,2,3,1,0,0.5
1001231,1,3,2,0,0.0
1001239,3,9,6,0,0.25
1001244,8,9,1,0,0.875
1001246,8,9,1,0,0.875
1001251,4,10,6,0,0.3333
1001257,8,9,1,0,0.875
1001260,1,9,8,0,0.0
1001261,3,9,6,0,0.25
1001262,8,9,1,0,0.875
1001263,6,9,3,0,0.625
1001272,1,4,3,0,0.0
1001274,3,4,1,0,0.6667
1001276,1,4,3,0,0.0
1001277,1,4,3,0,0.0
1001279,2,3,1,0,0.5
1001280,2,10,8,0,0.1111
1001281,2,10,8,0,0.1111
1001293,3,10,7,0,0.2222
1001294,3,10,7,0,0.2222
1001310,1,3,2,0,0.0
1001311,3,10,7,0,0.2222
1001338,2,3,1,0,0.5
1001340,2,7,5,0,0.1667
1001341,2,7,5,0,0.1667
1001345,1,2,1,0,0.0
1001366,3,4,1,0,0.6667
1001378,2,5,3,0,0.25
1001380,4,6,2,0,0.6
1001381,1,6,5,0,0.0
1001388,3,4,1,0,0.6667
1001389,3,7,4,0,0.3333
1001390,3,7,4,0,0.3333
1001392,1,4,3,0,0.0
1001397,6,10,4,0,0.5556
1001399,1,2,1,0,0.0
1001400,1,6,5,0,0.0
1001401,6,9,3,0,0.625
1001403,2,6,4,0,0.2
1001405,4,6,2,0,0.6
1001409,2,5,3,0,0.25
1001410,4,6,2,0,0.6
1001411,4,6,2,0,0.6
1001412,2,6,4,0,0.2
1001415,3,7,4,0,0.3333
1001420,4,6,2,0,0.6
1001421,4,6,2,0,0.6
1001422,3,7,4,0,0.3333
1001423,4,6,2,0,0.6
1001425,4,6,2,0,0.6
1001428,1,2,1,0,0.0
1001429,1,2,1,0,0.0
1001433,1,5,4,0,0.0
1001434,1,5,4,0,0.0
1001438,1,3,2,0,0.0
1001439,19,29,10,0,0.6429
1001448,1,3,2,0,0.0
1001449,2,3,1,0,0.5
1001463,2,3,1,0,0.5
1001470,2,3,1,0,0.5
1001471,2,3,1,0,0.5
1001474,3,7,4,0,0.3333
1001475,4,7,3,0,0.5
1001488,4,7,3,0,0.5
1001489,1,3,2,0,0.0
1001490,2,3,1,0,0.5
1001491,4,7,3,0,0.5
1001496,4,7,3,0,0.5
1001497,1,7,6,0,0.0
1001498,4,7,3,0,0.5
1001499,4,7,3,0,0.5
1001523,2,5,3,0,0.25
1001524,4,5,1,0,0.75
1001525,4,5,1,0,0.75
1001527,4,5,1,0,0.75
1001532,1,2,1,0,0.0
1001534,2,3,1,0,0.5
1001536,5,11,6,0,0.4
1001537,3,5,2,0,0.5
1001538,5,11,6,0,0.4
1001548,3,5,2,0,0.5
1001549,2,5,3,0,0.25
1001551,5,11,6,0,0.4
1001556,5,11,6,0,0.4
1001559,2,3,1,0,0.5
1001562,9,10,1,0,0.8889
1001572,9,10,1,0,0.8889
1001573,1,6,5,0,0.0
1001574,4,6,2,0,0.6
1001575,4,6,2,0,0.6
1001582,1,3,2,0,0.0
1001586,2,3,1,0,0.5
1001588,2,3,1,0,0.5
1001591,9,10,1,0,0.8889
1001592,9,10,1,0,0.8889
1001594,4,6,2,0,0.6
1001595,1,10,9,0,0.0
1001606,2,3,1,0,0.5
1001613,2,3,1,0,0.5
1001616,1,2,1,0,0.0
1001619,1,4,3,0,0.0
1001623,4,5,1,0,0.75
1001632,4,10,6,0,0.3333
1001635,4,10,6,0,0.3333
1001636,3,5,2,0,0.5
1001638,3,5,2,0,0.5
1001641,2,3,1,0,0.5
1001642,1,2,1,0,0.0
1001644,3,5,2,0,0.5
1001663,1,2,1,0,0.0
1001666,2,8,6,0,0.1429
1001667,1,3,2,0,0.0
1001671,2,3,1,0,0.5
1001673,1,2,1,0,0.0
1001694,3,9,6,0,0.25
1001695,6,9,3,0,0.625
1001697,2,8,6,0,0.1429
1001698,1,2,1,0,0.0
1001699,1,2,1,0,0.0
1001715,1,3,2,0,0.0
1001723,1,5,4,0,0.0
1001727,9,10,1,0,0.8889
1001729,4,6,2,0,0.6
1001732,4,6,2,0,0.6
1001733,4,6,2,0,0.6
1001735,2,6,4,0,0.2
1001741,4,5,1,0,0.75
1001742,4,5,1,0,0.75
1001760,1,2,1,0,0.0
1001768,2,4,2,0,0.3333
1001769,2,4,2,0,0.3333
1001771,6,11,5,0,0.5
1001772,6,11,5,0,0.5
1001773,6,11,5,0,0.5
1001774,6,11,5,0,0.5
1001780,1,6,5,0,0.0
1001789,1,2,1,0,0.0
1001790,4,5,1,0,0.75
1001797,1,3,2,0,0.0
1001798,4,7,3,0,0.5
1001816,1,2,1,0,0.0
1001832,2,4,2,0,0.3333
1001848,1,4,3,0,0.0
1001849,1,4,3,0,0.0
1001850,2,4,2,0,0.3333
1001856,3,5,2,0,0.5
1001857,4,5,1,0,0.75
1001858,1,2,1,0,0.0
1001859,3,5,2,0,0.5
1001862,2,3,1,0,0.5
1001863,1,3,2,0,0.0
1001865,1,3,2,0,0.0
1001867,1,5,4,0,0.0
1001872,2,4,2,0,0.3333
1001875,2,5,3,0,0.25
1001877,5,6,1,0,0.8
1001889,4,5,1,0,0.75
1001890,2,4,2,0,0.3333
1001895,4,5,1,0,0.75
1001918,19,29,10,0,0.6429
1001920,5,6,1,0,0.8
1001928,3,4,1,0,0.6667
1001944,4,6,2,0,0.6
1001952,3,5,2,0,0.5
1001963,1,2,1,0,0.0
1001984,1,2,1,0,0.0
1001995,6,9,3,0,0.625
1001996,6,9,3,0,0.625
1001998,6,9,3,0,0.625
1002000,2,3,1,0,0.5
1002005,1,4,3,0,0.0
1002008,4,5,1,0,0.75
1002009,1,5,4,0,0.0
1002010,4,5,1,0,0.75
1002016,5,9,4,0,0.5
1002018,1,3,2,0,0.0
1002027,2,3,1,0,0.5
1002042,1,2,1,0,0.0
1002043,1,2,1,0,0.0
1002044,2,3,1,0,0.5
1002048,2,3,1,0,0.5
1002050,1,3,2,0,0.0
1002055,1,2,1,0,0.0
1002057,1,2,1,0,0.0
1002058,1,3,2,0,0.0
1002059,3,4,1,0,0.6667
1002064,2,3,1,0,0.5
1002066,2,3,1,0,0.5
1002069,1,2,1,0,0.0
1002073,1,3,2,0,0.0
1002075,1,2,1,0,0.0
1002078,1,3,2,0,0.0
1002080,2,3,1,0,0.5
1002085,19,29,10,0,0.6429
1002086,19,29,10,0,0.6429
1002087,19,29,10,0,0.6429
1002088,2,4,2,0,0.3333
1002090,2,4,2,0,0.3333
1002096,3,29,26,0,0.0714
1002097,19,29,10,0,0.6429
1002100,1,3,2,0,0.0
1002101,2,3,1,0,0.5
1002103,1,6,5,0,0.0
1002104,1,4,3,0,0.0
1002112,19,29,10,0,0.6429
1002113,19,29,10,0,0.6429
1002115,19,29,10,0,0.6429
1002116,2,3,1,0,0.5
1002117,2,3,1,0,0.5
1002119,2,3,1,0,0.5
1002121,19,29,10,0,0.6429
1002122,19,29,10,0,0.6429
1002124,1,5,4,0,0.0
1002130,4,29,25,0,0.1071
1002138,3,4,1,0,0.6667
1002146,4,5,1,0,0.75
1002148,4,6,2,0,0.6
1002149,4,6,2,0,0.6
1002150,4,6,2,0,0.6
1002155,1,4,3,0,0.0
1002159,1,4,3,0,0.0
1002168,19,29,10,0,0.6429
1002170,19,29,10,0,0.6429
1002171,19,29,10,0,0.6429
1002189,2,5,3,0,0.25
1002191,3,29,26,0,0.0714
1002194,3,4,1,0,0.6667
1002207,3,4,1,0,0.6667
1002209,3,4,1,0,0.6667
1002210,1,4,3,0,0.0
1002211,1,4,3,0,0.0
1002212,3,4,1,0,0.6667
1002213,3,4,1,0,0.6667
1002214,1,4,3,0,0.0
1002240,3,4,1,0,0.6667
1002242,1,4,3,0,0.0
1002243,3,4,1,0,0.6667
1002246,1,3,2,0,0.0
1002247,2,3,1,0,0.5
1002261,3,29,26,0,0.0714
1002272,2,4,2,0,0.3333
1002274,2,4,2,0,0.3333
1002277,3,5,2,0,0.5
1002284,1,2,1,0,0.0
1002304,1,2,1,0,0.0
1002308,1,2,1,0,0.0
1002315,1,2,1,0,0.0
1002318,1,2,1,0,0.0
1002325,1,5,4,0,0.0
1002370,2,6,4,0,0.2
1002407,12,16,4,0,0.7333
1002421,1,3,2,0,0.0
1002454,1,29,28,0,0.0
1002455,19,29,10,0,0.6429
1002512,4,9,5,0,0.375
1002513,4,9,5,0,0.375
1002514,4,9,5,0,0.375
1002515,4,9,5,0,0.375
1002516,5,9,4,0,0.5
1002517,5,9,4,0,0.5
1002518,5,9,4,0,0.5
1002519,5,9,4,0,0.5
1002525,19,29,10,0,0.6429
1002558,5,7,2,0,0.6667
1002578,1,2,1,0,0.0
1002600,3,4,1,0,0.6667
1002601,3,4,1,0,0.6667
1002635,3,5,2,0,0.5
1002644,12,18,6,0,0.6471
1002656,1,2,1,0,0.0
1002666,1,3,2,0,0.0
1002671,3,4,1,0,0.6667
1002676,5,9,4,0,0.5
1002679,2,9,7,0,0.125
1002680,1,2,1,0,0.0
1002694,1,5,4,0,0.0
1002718,6,7,1,0,0.8333
1002729,4,6,2,0,0.6
1002731,5,9,4,0,0.5
1002907,6,9,3,0,0.625
1002910,1,2,1,0,0.0
1002933,2,4,2,0,0.3333
1003551,1,7,6,0,0.0
1003554,1,6,5,0,0.0
1003569,1,10,9,0,0.0
1003577,1,5,4,0,0.0
1003579,1,2,1,0,0.0
1003589,1,10,9,0,0.0
1003592,5,6,1,0,0.8
1003601,1,2,1,0,0.0
1003627,1,3,2,0,0.0
1003632,5,6,1,0,0.8
1003633,1,6,5,0,0.0
1003641,6,10,4,0,0.5556
1003642,3,10,7,0,0.2222
1003657,1,2,1,0,0.0
1003687,1,4,3,0,0.0
1003688,5,6,1,0,0.8
1003697,4,5,1,0,0.75
1003703,22,23,1,0,0.9545
1003748,5,6,1,0,0.8
1003750,5,6,1,0,0.8
1003770,1,2,1,0,0.0
1003778,4,11,7,0,0.3
1003781,1,11,10,0,0.0
1003783,1,4,3,0,0.0
1003786,22,23,1,0,0.9545
1003787,22,23,1,0,0.9545
1003788,22,23,1,0,0.9545
1003789,22,23,1,0,0.9545
1003790,4,11,7,0,0.3
1003791,3,11,8,0,0.2
1003792,4,11,7,0,0.3
1003793,4,11,7,0,0.3
1003799,4,5,1,0,0.75
1003800,4,5,1,0,0.75
1003801,4,5,1,0,0.75
1003807,4,5,1,0,0.75
1003855,5,7,2,0,0.6667
1003856,5,7,2,0,0.6667
1003857,5,7,2,0,0.6667
1003929,7,9,2,0,0.75
1003930,7,9,2,0,0.75
1003933,7,9,2,0,0.75
1003951,4,8,4,0,0.4286
1003954,4,8,4,0,0.4286
1003955,4,8,4,0,0.4286
1003956,4,8,4,0,0.4286
1003957,4,8,4,0,0.4286
1003963,6,7,1,0,0.8333
1003964,6,7,1,0,0.8333
1004002,4,9,5,0,0.375
1004006,3,8,5,0,0.2857
1004008,3,8,5,0,0.2857
1004030,7,9,2,0,0.75
1004031,7,9,2,0,0.75
1004032,7,9,2,0,0.75
1004033,7,9,2,0,0.75
1004036,4,10,6,0,0.3333
1004038,4,9,5,0,0.375
1004039,4,9,5,0,0.375
1004040,4,9,5,0,0.375
1004041,1,9,8,0,0.0
1004104,1,5,4,0,0.0
1004110,8,10,2,0,0.7778
1004112,1,10,9,0,0.0
1004113,8,10,2,0,0.7778
1004124,5,6,1,0,0.8
1004143,8,10,2,0,0.7778
1004144,8,10,2,0,0.7778
1004145,8,10,2,0,0.7778
1004160,1,8,7,0,0.0
1004175,3,8,5,0,0.2857
1004176,1,8,7,0,0.0
1004198,5,9,4,0,0.5
1004242,3,8,5,0,0.2857
1004318,4,5,1,0,0.75
1004321,1,5,4,0,0.0
1004334,4,15,11,0,0.2143
1004335,9,15,6,0,0.5714
1004336,5,8,3,0,0.5714
1004337,9,15,6,0,0.5714
1004338,7,9,2,0,0.75
1004344,12,16,4,0,0.7333
1004367,5,7,2,0,0.6667
1004386,4,5,1,0,0.75
1004442,4,9,5,0,0.375
1004443,4,9,5,0,0.375
1004444,4,9,5,0,0.375
1004445,1,9,8,0,0.0
1004622,8,10,2,0,0.7778
1004623,8,10,2,0,0.7778
1004627,8,10,2,0,0.7778
1004724,5,7,2,0,0.6667
1004767,2,4,2,0,0.3333
1004860,9,10,1,0,0.8889
1005052,8,10,2,0,0.7778
1005068,4,5,1,0,0.75
1005071,4,5,1,0,0.75
1005097,4,5,1,0,0.75
1005350,8,10,2,0,0.7778
1005353,8,10,2,0,0.7778
1005462,1,2,1,0,0.0
1005464,1,3,2,0,0.0
1005467,1,11,10,0,0.0
1005469,2,11,9,0,0.1
1005474,8,9,1,0,0.875
1005475,3,4,1,0,0.6667
1005479,3,4,1,0,0.6667
1005480,3,4,1,0,0.6667
1005481,3,4,1,0,0.6667
1005486,22,23,1,0,0.9545
1005488,22,23,1,0,0.9545
1005489,22,23,1,0,0.9545
1005490,1,3,2,0,0.0
1005494,4,8,4,0,0.4286
1005499,22,23,1,0,0.9545
1005500,1,23,22,0,0.0
1005501,22,23,1,0,0.9545
1005504,3,11,8,0,0.2
1005510,1,2,1,0,0.0
1005518,22,23,1,0,0.9545
1005520,22,23,1,0,0.9545
1005521,22,23,1,0,0.9545
1005524,3,4,1,0,0.6667
1005525,3,4,1,0,0.6667
1005527,3,4,1,0,0.6667
1005528,2,3,1,0,0.5
1005529,8,9,1,0,0.875
1005536,3,4,1,0,0.6667
1005538,2,5,3,0,0.25
1005540,22,23,1,0,0.9545
1005542,3,4,1,0,0.6667
1005543,3,4,1,0,0.6667
1005545,3,4,1,0,0.6667
1005551,22,23,1,0,0.9545
1005566,5,16,11,0,0.2667
1005568,5,16,11,0,0.2667
1005773,7,10,3,0,0.6667
1005842,22,23,1,0,0.9545
1005843,1,2,1,0,0.0
1005844,1,2,1,0,0.0
1005850,22,23,1,0,0.9545
1005851,22,23,1,0,0.9545
1005852,22,23,1,0,0.9545
1005857,1,3,2,0,0.0
1005859,9,10,1,0,0.8889
1005867,1,4,3,0,0.0
1005878,4,5,1,0,0.75
1005896,8,9,1,0,0.875
1005911,2,3,1,0,0.5
1005914,2,11,9,0,0.1
1005915,5,6,1,0,0.8
1005918,8,9,1,0,0.875
1005931,1,5,4,0,0.0
1005932,2,5,3,0,0.25
1005933,2,5,3,0,0.25
1005975,12,16,4,0,0.7333
1005976,12,16,4,0,0.7333
1006058,4,9,5,0,0.375
1006059,4,9,5,0,0.375
1006060,4,9,5,0,0.375
1006061,4,10,6,0,0.3333
1006138,5,7,2,0,0.6667
1006139,5,7,2,0,0.6667
1006165,9,11,2,0,0.8
1006190,5,7,2,0,0.6667
1006191,5,7,2,0,0.6667
1006193,5,7,2,0,0.6667
1006194,6,7,1,0,0.8333
1006195,6,7,1,0,0.8333
1006196,1,7,6,0,0.0
1006197,6,7,1,0,0.8333
1006240,4,6,2,0,0.6
1006253,4,6,2,0,0.6
1006286,12,16,4,0,0.7333
1006288,12,16,4,0,0.7333
1006289,12,16,4,0,0.7333
1006293,3,5,2,0,0.5
1006529,3,5,2,0,0.5
1006535,3,10,7,0,0.2222
1006536,6,10,4,0,0.5556
1006538,1,10,9,0,0.0
1006540,6,10,4,0,0.5556
1006541,6,10,4,0,0.5556
1006719,9,15,6,0,0.5714
1006898,5,9,4,0,0.5
1006899,4,9,5,0,0.375
1006914,5,7,2,0,0.6667
1006918,5,9,4,0,0.5
1006926,5,7,2,0,0.6667
1006928,2,7,5,0,0.1667
1006929,5,7,2,0,0.6667
1006951,3,5,2,0,0.5
1007023,6,8,2,0,0.7143
1007024,6,8,2,0,0.7143
1007025,1,8,7,0,0.0
1007031,1,8,7,0,0.0
1007033,6,8,2,0,0.7143
1007066,12,18,6,0,0.6471
1007086,12,18,6,0,0.6471
1007087,4,6,2,0,0.6
1007089,12,18,6,0,0.6471
1007095,9,11,2,0,0.8
1007104,9,11,2,0,0.8
1007105,9,11,2,0,0.8
1007166,1,4,3,0,0.0
1007176,5,6,1,0,0.8
1007206,9,11,2,0,0.8
1007207,2,11,9,0,0.1
1007208,9,11,2,0,0.8
1007209,9,11,2,0,0.8
1007251,6,18,12,0,0.2941
1007262,1,2,1,0,0.0
1007273,6,7,1,0,0.8333
1007287,2,3,1,0,0.5
1007296,2,3,1,0,0.5
1007354,1,3,2,0,0.0
1007370,1,3,2,0,0.0
1007372,1,3,2,0,0.0
1007414,8,10,2,0,0.7778
1007438,9,10,1,0,0.8889
1007439,9,10,1,0,0.8889
1007440,1,10,9,0,0.0
1007441,9,10,1,0,0.8889
1007444,3,5,2,0,0.5
1007459,9,10,1,0,0.8889
1007461,9,10,1,0,0.8889
1007474,1,2,1,0,0.0
1007476,1,4,3,0,0.0
1007522,4,6,2,0,0.6
1007533,3,4,1,0,0.6667
1007534,1,2,1,0,0.0
1007538,4,6,2,0,0.6
1007541,4,6,2,0,0.6
1007601,1,4,3,0,0.0
1007666,5,7,2,0,0.6667
1007675,1,2,1,0,0.0
1007677,1,2,1,0,0.0
1007678,3,11,8,0,0.2
1007681,1,6,5,0,0.0
1007691,1,4,3,0,0.0
1007694,1,4,3,0,0.0
1007695,1,4,3,0,0.0
1007709,4,6,2,0,0.6
1007713,6,8,2,0,0.7143
1007720,8,10,2,0,0.7778
1007727,4,6,2,0,0.6
1007728,4,6,2,0,0.6
1007742,1,2,1,0,0.0
1007749,1,2,1,0,0.0
1007750,1,3,2,0,0.0
1007773,1,2,1,0,0.0
1007774,1,2,1,0,0.0
1007775,2,3,1,0,0.5
1007779,2,3,1,0,0.5
1007780,2,3,1,0,0.5
1007782,6,7,1,0,0.8333
1007798,4,29,25,0,0.1071
1007799,4,29,25,0,0.1071
1007803,2,3,1,0,0.5
1007805,2,3,1,0,0.5
1007808,1,29,28,0,0.0
1007810,2,3,1,0,0.5
1007812,1,3,2,0,0.0
1007813,1,3,2,0,0.0
1007824,2,3,1,0,0.5
1007828,3,4,1,0,0.6667
1007831,19,29,10,0,0.6429
1007833,3,4,1,0,0.6667
1007835,1,2,1,0,0.0
1007836,2,3,1,0,0.5
1007838,2,3,1,0,0.5
1007839,1,2,1,0,0.0
1007841,1,3,2,0,0.0
1007850,2,3,1,0,0.5
1007851,1,2,1,0,0.0
1007856,1,3,2,0,0.0
1008082,4,5,1,0,0.75
1008126,4,5,1,0,0.75
1008127,4,5,1,0,0.75
1008128,4,5,1,0,0.75
1008129,4,5,1,0,0.75
1008134,1,4,3,0,0.0
1008151,1,7,6,0,0.0
1008213,16,17,1,0,0.9375
1008378,2,5,3,0,0.25
1008437,1,5,4,0,0.0
1008920,2,3,1,0,0.5
1009048,5,16,11,0,0.2667
1009067,5,6,1,0,0.8
1009081,4,16,12,0,0.2
1009083,5,7,2,0,0.6667
1009085,6,8,2,0,0.7143
1009172,5,8,3,0,0.5714
1009173,1,8,7,0,0.0
1009336,2,10,8,0,0.1111
1009367,6,7,1,0,0.8333
1009404,5,11,6,0,0.4
1009731,4,5,1,0,0.75
1009967,9,11,2,0,0.8
1009968,9,11,2,0,0.8
1009974,1,9,8,0,0.0
1010278,5,7,2,0,0.6667
1010281,2,7,5,0,0.1667
1010302,9,11,2,0,0.8
1010305,9,11,2,0,0.8
1010323,5,7,2,0,0.6667
1010332,9,11,2,0,0.8
1010333,9,11,2,0,0.8
1010930,2,3,1,0,0.5
1010941,1,4,3,0,0.0
1011162,1,2,1,0,0.0
1011165,9,10,1,0,0.8889
1011217,9,10,1,0,0.8889
1011219,9,10,1,0,0.8889
1011229,1,2,1,0,0.0
1011241,5,16,11,0,0.2667
1011243,5,16,11,0,0.2667
1011260,19,29,10,0,0.6429
1011264,1,29,28,0,0.0
1011309,2,4,2,0,0.3333
1011367,4,7,3,0,0.5
1011370,9,10,1,0,0.8889
1011374,1,4,3,0,0.0
1011376,1,11,10,0,0.0
1011383,1,9,8,0,0.0
1011394,2,5,3,0,0.25
1011399,2,5,3,0,0.25
1011405,2,7,5,0,0.1667
1011417,1,2,1,0,0.0
1011420,2,7,5,0,0.1667
1011427,4,6,2,0,0.6
1011452,2,11,9,0,0.1
1011479,7,9,2,0,0.75
1011494,5,9,4,0,0.5
1011515,3,5,2,0,0.5
1011525,16,17,1,0,0.9375
1011529,9,10,1,0,0.8889
1011581,2,5,3,0,0.25
1011586,2,3,1,0,0.5
1011587,9,10,1,0,0.8889
1011654,4,10,6,0,0.3333
1011656,7,9,2,0,0.75
1011667,1,7,6,0,0.0
1011675,4,6,2,0,0.6
1011698,5,7,2,0,0.6667
1011736,6,12,6,0,0.4545
1011744,3,5,2,0,0.5
1011745,3,5,2,0,0.5
1011783,9,11,2,0,0.8
1011805,2,14,12,0,0.0769
1011864,6,7,1,0,0.8333
1011884,1,3,2,0,0.0
1011911,4,5,1,0,0.75
1011919,1,2,1,0,0.0
1011934,2,6,4,0,0.2
1011937,8,10,2,0,0.7778
1011940,2,14,12,0,0.0769
1011944,10,11,1,0,0.9
1011948,1,2,1,0,0.0
1011962,2,6,4,0,0.2
1011964,1,2,1,0,0.0
1011965,7,13,6,0,0.5
1011967,2,3,1,0,0.5
1011972,9,10,1,0,0.8889
1012558,1,2,1,0,0.0
1012572,6,7,1,0,0.8333
1012593,5,6,1,0,0.8
1012640,8,9,1,0,0.875
1012695,4,8,4,0,0.4286
1012696,2,7,5,0,0.1667
1012701,2,7,5,0,0.1667
1012703,1,4,3,0,0.0
1012713,12,13,1,0,0.9167
1012731,6,7,1,0,0.8333
1012772,10,11,1,0,0.9
1012795,5,6,1,0,0.8
1012797,4,9,5,0,0.375
1012800,2,4,2,0,0.3333
1012803,4,6,2,0,0.6
1012805,10,12,2,0,0.8182
1012806,2,8,6,0,0.1429
1012812,8,11,3,0,0.7
1012819,2,6,4,0,0.2
1012866,31,33,2,0,0.9375
1012867,9,11,2,0,0.8
1012875,2,33,31,0,0.0312
1012876,4,6,2,0,0.6
1012882,2,4,2,0,0.3333
1012891,4,5,1,0,0.75
1012924,7,9,2,0,0.75
1012935,7,8,1,0,0.8571
1012948,1,7,6,0,0.0
1012953,5,6,1,0,0.8
1012957,10,11,1,0,0.9
1012975,1,10,9,0,0.0
1012998,7,8,1,0,0.8571
1013000,5,6,1,0,0.8
1013002,3,4,1,0,0.6667
1013003,1,2,1,0,0.0
1013017,2,5,3,0,0.25
1013020,8,10,2,0,0.7778
1013026,2,9,7,0,0.125
1013047,2,8,6,0,0.1429
1013061,2,6,4,0,0.2
1013063,10,11,1,0,0.9
1013064,2,14,12,0,0.0769
1013124,5,16,11,0,0.2667
1013130,4,9,5,0,0.375
1013142,31,33,2,0,0.9375
1013151,1,2,1,0,0.0
1013152,9,11,2,0,0.8
1013158,9,12,3,0,0.7273
1013167,4,9,5,0,0.375
1013213,7,9,2,0,0.75
1013217,7,9,2,0,0.75
1013232,2,7,5,0,0.1667
1013280,4,5,1,0,0.75
1013303,14,16,2,0,0.8667
1013324,14,16,2,0,0.8667
1013365,7,8,1,0,0.8571
1013441,5,8,3,0,0.5714
1013466,6,16,10,0,0.3333
1013491,1,3,2,0,0.0
1013509,1,4,3,0,0.0
1013516,2,3,1,0,0.5
1013519,5,6,1,0,0.8
1013525,2,3,1,0,0.5
1013587,4,5,1,0,0.75
1013597,14,16,2,0,0.8667
1013617,4,5,1,0,0.75
1013694,3,6,3,0,0.4
1013709,7,8,1,0,0.8571
1013801,4,5,1,0,0.75
1013803,4,5,1,0,0.75
1013890,6,7,1,0,0.8333
1013967,13,14,1,0,0.9231
1013973,14,16,2,0,0.8667
1013977,4,6,2,0,0.6
1014012,7,9,2,0,0.75
1014014,5,7,2,0,0.6667
1014033,7,8,1,0,0.8571
